,question,solution,answer,topic,question_number
582,A lacrosse team has 10 players. 3 of the players are goalies. 4 of the players are defenders. 2 of the players are midfielders. How many players are forwards?,"def solution():
    #A lacrosse team has 10 players
    total_players = 10
    #3 of the players are goalies
    goalies = 3
    #4 of the players are defenders
    defenders = 4
    #2 of the players are midfielders
    midfielders = 2
    #The answer is
    result = total_players - goalies - defenders - midfielders
    return result",1,lacrosse,llama_q580
64,"Black Panther has 200 vibranium ingots. 
He uses 10 vibranium ingots to make a new suit. 
He then uses 20 vibranium ingots to make a new car. 
How many vibranium ingots does he have left?","def solution():
    #Black Panther has 200 vibranium ingots
    vibranium_ingots_total = 200
    #He uses 10 vibranium ingots to make a new suit
    vibranium_ingots_suit = 10
    #He then uses 20 vibranium ingots to make a new car
    vibranium_ingots_car = 20
    #The answer is
    result = vibranium_ingots_total - vibranium_ingots_suit - vibranium_ingots_car
    return result",170,Black Panther,mathwell_q64
706,"A T-Rex is chasing a velociraptor. 

The T-Rex is 100 feet away from the velociraptor. 

The T-Rex can run at 17 miles per hour. 

The velociraptor can run at 24 miles per hour. 

How long will it take the T-Rex to catch the velociraptor?","def solution():
    #The T-Rex is 100 feet away from the velociraptor
    distance_between_dinos = 100
    #The T-Rex can run at 17 miles per hour
    t_rex_speed = 17
    #The velociraptor can run at 24 miles per hour
    velociraptor_speed = 24
    #The answer is
    result = distance_between_dinos / (t_rex_speed - velociraptor_speed)
    return result",-14.285714285714286,dinosaurs,llama_q703
1226,A baker is baking chocolate chip cookies. He bakes 32 cookies in the morning and 16 in the afternoon. He bakes 24 more the next day. How many cookies does he have?,"def solution():
    #The baker baked 32 cookies in the morning and 16 in the afternoon
    cookies_baked_morning = 32
    cookies_baked_afternoon = 16
    #He baked 24 more the next day
    cookies_baked_next_day = 24
    #The answer is
    result = cookies_baked_morning + cookies_baked_afternoon + cookies_baked_next_day
    return result",72,cookies,llama_q1212
525,"Naruto has 15 chakra techniques.  He used 5 when he fought the First Hokage. 
He learned 8 new chakra techniques when he fought the Second Hokage. 
How many chakra techniques does he have now?","def solution():
    #Naruto has 15 chakra techniques
    naruto_techniques = 15
    #He used 5 when he fought the First Hokage
    techniques_he_used = 5
    #He learned 8 new chakra techniques when he fought the Second Hokage
    techniques_to_learn = 8
    #Naruto now has
    final_techniques = naruto_techniques - techniques_he_used + techniques_to_learn
    return result",5,Naruto,llema_q525
901,Thor has 3000 Asgardian dollars. He exchanges 1000 of them for 1200 Midgardian dollars. He then spends 200 Midgardian dollars. How many Midgardian dollars does he have left?,"def solution():
    #Thor started with 3000 Asgardian dollars
    asgardian_dollars = 3000
    #He exchanged 1000 of them for 1200 Midgardian dollars
    asgardian_dollars_exchanged = 1000
    midgardian_dollars_exchanged = 1200
    #He then spent 200 Midgardian dollars
    midgardian_dollars_spent = 200
    #The answer is
    result = midgardian_dollars_exchanged - midgardian_dollars_spent
    return result",1000,"Thor, the God of Thunder",llama_q896
490,Captain America can lift 500 pounds.,"def solution():
    #Captain America can lift 500 pounds
    captain_america_weight = 500
    return captain_america_weight",500,Captain America,llema_q490
488,"Iron Man has 30000 nano-bots. 10000 of them are in his nano-gauntlets, 10000 are in his nano-sword, and the rest are in his nano-helmet. How many nano-bots are in his nano-helmet?","def solution():
    #Iron Man has 30000 nano-bots
    nano_bots_total = 30000
    #10000 of them are in his nano-gauntlets
    nano_bots_gauntlets = 10000
    #10000 are in his nano-sword
    nano_bots_sword = 10000
    #The answer is
    result = nano_bots_total - nano_bots_gauntlets - nano_bots_sword
    return result",10000,Iron Man,llama_q487
561,You have 12 pieces of candy.  You eat 7 pieces.  How many pieces of candy do you have left?,"def solution():
    #You have 12 pieces of candy
    candy_initial = 12
    #You ate 7 pieces
    candy_eaten = 7
    #The answer is
    result = candy_initial - candy_eaten
    return result",5,candy,llama_q559
1152,"A Pokémon trainer has 200 Pokémon. 100 of the Pokémon are Water-type, 40 are Fire-type, and 60 are Grass-type. How many of the Pokémon are not Water-type, Fire-type, or Grass-type?","def solution():
    #A Pokémon trainer has 200 Pokémon
    total_pokemon = 200
    #100 of the Pokémon are Water-type, 40 are Fire-type, and 60 are Grass-type
    water_type = 100
    fire_type = 40
    grass_type = 60
    #The answer is
    other_types = total_pokemon - water_type - fire_type - grass_type
    return other_types",0,Pokémon,llama_q1141
1130,Naruto is 150cm tall. Sasuke is 160cm tall. How much taller is Sasuke than Naruto?,"def solution():
    #Naruto is 150cm tall
    naruto_height = 150
    #Sasuke is 160cm tall
    sasuke_height = 160
    #The answer is
    result = sasuke_height - naruto_height
    return result",10,Naruto,llama_q1119
31,"There were 5 Rottweilers. 10 Labrador Retrievers showed up. 30 Pugs showed up. 40 Greyhounds showed up. How many Rottweilers, Labradors, Pugs, and Greyhounds are at the dog park?","def solution():
    #There were 5 Rottweilers
    rotts_initial = 5
    #10 Labradors showed up
    labradors_showed_up = 10
    #30 Pugs showed up
    pugs_showed_up = 30
    #40 Greyhounds showed up
    greyhounds_showed_up = 40
    #The answer is
    result = rotts_initial + labradors_showed_up + pugs_showed_up + greyhounds_showed_up
    return result",85,dogs,llema_q31
513,LeBron James is 6 ft 9 in tall. 1 inch is 0.0254 meters. How many meters is LeBron James tall?,"def solution():
    #LeBron James is 6 ft 9 in tall
    lebron_height_in_inches = 6 * 12 + 9
    #1 inch is 0.0254 meters
    inch_to_meter = 0.0254
    #The answer is
    result = lebron_height_in_inches * inch_to_meter
    return result",2.0574,LeBron James,llama_q512
636,Taylor Swift has 200 albums. She sells 1/3 of them. How many albums does she have left?,"def solution():
    #Taylor Swift has 200 albums
    albums = 200
    #She sells 1/3 of them
    albums_sold = albums / 3
    #The answer is
    result = albums - albums_sold
    return result",133.33333333333331,Taylor Swift,llama_q633
684,"A team has 25 players. 

50% of the team are underclassmen.

40% of the team are upperclassmen.

10% of the team have played lacrosse before. 

How many players of the team have not played lacrosse before?","def solution():

    #There are 25 players on the team

    players_total = 25

    #50% of the team are underclassman
    players_underclassmen = 0.5 * players_total

    #40% of the team are upperclassman
    players_upperclassmen = 0.40 * players_total

    #10% of the team have played lacrosse before
    players_lacrosse_players = 0.10 * players_total

    #The answer is

    result = players_total - players_underclassmen - players_upperclassmen - players_lacrosse_players

    return result",0.0,lacrosse,llema_q682
262,"Black Panther, the superhero, is 6 feet 2 inches tall. 1 inch is 2.54 cm. How tall is Black Panther in centimeters?","def solution():
    #Black Panther is 6 feet 2 inches tall
    height_in_inches = 6 * 12 + 2
    #1 inch is 2.54 cm
    height_in_cm = height_in_inches * 2.54
    return height_in_cm",187.96,Black Panther,mathwell_q258
1018,Captain Marvel is in a space battle. She has 3200 shields. Each blast from her ship uses 100 shields. She fires 15 blasts. How many shields does she have left?,"def solution():
    #Captain Marvel started with 3200 shields
    shields_initial = 3200
    #Each blast uses 100 shields
    shields_per_blast = 100
    #She fired 15 blasts
    blasts = 15
    #15 blasts at 100 shields a blast cost
    shields_spent = shields_per_blast * blasts
    #The answer is
    result = shields_initial - shields_spent
    return result",1700,Captain Marvel,llama_q1012
537,"A T-Rex is 20 feet tall. 
A Brontosaurus is 4 times as tall as a T-Rex. 
A Velociraptor is 1/10 as tall as a Brontosaurus. 
How tall is a Velociraptor in feet?","def solution():
    #A T-Rex is 20 feet tall
    t_rex_height = 20
    #A Brontosaurus is 4 times as tall as a T-Rex
    brontosaurus_height = 4 * t_rex_height
    #A Velociraptor is 1/10 as tall as a Brontosaurus
    velociraptor_height = brontosaurus_height / 10
    #The answer is
    result = velociraptor_height
    return result",8.0,dinosaurs,mathwell_q525
763,Serena won 22 grand slam titles. She won her first title at 17 years old. She won her 22th title last year. How old is she now?,"def solution():
    #Serena won her first title at 17 years old
    serena_age_titles_1 = 17
    #She won her 22th title last year
    serena_age_titles_2 = 1
    #The answer is
    result = serena_age_titles_1 + serena_age_titles_2
    return result",18,Serena Williams,llema_q760
1161,"LeBron James is the all-time leading scorer in the NBA.  He has 42,160 points.  Kareem Abdul-Jabbar is in second place with 38,387 points.  How many more points does LeBron James have than Kareem Abdul-Jabbar?","def solution():
    # LeBron James's points
    lebron_points = 42160
    # Kareem Abdul-Jabbar's points
    kareem_points = 38387
    # The answer is
    result = lebron_points - kareem_points
    return result

",3773,LeBron James,llama_q1150
20,"There are three volleyball teams. Team Blue, Team Yellow, and Team Green. Team Yellow has 10 volleyballs. Team Blue has 15 volleyballs. Team Green has 12 volleyballs. How many volleyball in total does there are?","def solution():
    #Team Yellow has 10 volleyballs
    team_yellow = 10
    #Team Blue has 15 volleyballs
    team_blue = 15
    #Team Green has 12 volleyballs
    team_green = 12
    #The answer is
    result = team_yellow + team_blue + team_green
    return result",37,volleyball,llema_q20
78,"A lacrosse team has 20 players. Each player has a stick with a maximum of 4 heads. If each head has a maximum of 3 strings, how many total strings are on all the sticks?","def solution():
    # number of players
    players = 20
    # maximum number of heads per stick
    heads_per_stick = 4
    # maximum number of strings per head
    strings_per_head = 3
    # calculate total strings
    total_strings = players * heads_per_stick * strings_per_head
    return total_strings
print(solution())",240,lacrosse,mammoth_q78
116,A Fortnite player has 1000 gold bars. They spend 500 gold bars on a pickaxe. They spend 250 gold bars on a glider. They spend 100 gold bars on a skin. How many gold bars do they have left?,"def solution():
    #A Fortnite player has 1000 gold bars
    gold_bars_initial = 1000
    #They spend 500 gold bars on a pickaxe
    gold_bars_spent_pickaxe = 500
    #They spend 250 gold bars on a glider
    gold_bars_spent_glider = 250
    #They spend 100 gold bars on a skin
    gold_bars_spent_skin = 100
    #The answer is
    result = gold_bars_initial - gold_bars_spent_pickaxe - gold_bars_spent_glider - gold_bars_spent_skin
    return result",150,Fortnite,llama_q116
743,"The volleyball team has 12 members. 5 of them are from the 11th grade, 4 of them are from the 12th grade, and the rest are from the 9th and 10th grades. How many volleyball players are from the 9th and 10th grades?","def solution():
    #Total members of the volleyball team
    total_members = 12
    #Members from 11th and 12th grades
    members_11th_12th = 5 + 4
    #Members from 9th and 10th grades
    members_9th_10th = total_members - members_11th_12th
    return members_9th_10th",3,volleyball,llama_q740
15,"If a person eats 2 bowls of ice cream every day, how many bowls of ice cream will that person eat in a year?","def solution():
    # number of bowls of ice cream a person eats every day
    bowls_per_day = 2
    # number of days in a year
    days_per_year = 365
    # calculate the total number of bowls of ice cream a person will eat in a year
    total_bowls = bowls_per_day * days_per_year
    return total_bowls
print(solution())",730,ice cream,mammoth_q15
584,"There are 200 unicorns in a magical land. 100 of them are pink, 50 of them are purple, and the rest are blue. How many unicorns are blue?","def solution():
    #Total unicorns
    total_unicorns = 200
    #Pink unicorns
    pink_unicorns = 100
    #Purple unicorns
    purple_unicorns = 50
    #The rest are blue
    blue_unicorns = total_unicorns - pink_unicorns - purple_unicorns
    return blue_unicorns",50,unicorns,mathwell_q568
1091,"Serena Williams has 23 grand slam titles. She won 7 Australian Open titles, 3 French Open titles, 7 Wimbledon titles, and 6 US Open titles. How many US Open titles did she win?","def solution():
    #Serena Williams has 23 grand slam titles
    titles = 23
    #She won 7 Australian Open titles
    australian_open_titles = 7
    #3 French Open titles
    french_open_titles = 3
    #7 Wimbledon titles
    wimbledon_titles = 7
    #The answer is
    us_open_titles = titles - australian_open_titles - french_open_titles - wimbledon_titles
    return us_open_titles",6,Serena Williams,llama_q1081
410,Black Panther has 100 vibranium. He uses 10 vibranium to make a new suit. He then uses 20 vibranium to make a new car. How much vibranium does he have left?,"def solution():
    #Black Panther has 100 vibranium
    vibranium_initial = 100
    #He uses 10 vibranium to make a new suit
    vibranium_suit = 10
    #He then uses 20 vibranium to make a new car
    vibranium_car = 20
    #The answer is
    result = vibranium_initial - vibranium_suit - vibranium_car
    return result",70,Black Panther,mathwell_q404
834,"The cheer team has 200 pom-poms. They use 30 of them to cheer for the basketball team, 50 of them to cheer for the football team, and 30 of them to cheer for the soccer team. How many pom-poms do they have left?","def solution():
    #The cheer team has 200 pom-poms
    pom_poms_total = 200
    #They use 30 of them to cheer for the basketball team
    pom_poms_basketball = 30
    #They use 50 of them to cheer for the football team
    pom_poms_football = 50
    #They use 30 of them to cheer for the soccer team
    pom_poms_soccer = 30
    #The answer is
    result = pom_poms_total - pom_poms_basketball - pom_poms_football - pom_poms_soccer
    return result",90,cheer leading,llama_q830
119,"A car dealership has 217 cars. 128 of the cars are in the ""luxury"" category. 61 of the cars are in the ""sport"" category. 28 of the cars are in the ""economy"" category. How many cars are not in the ""luxury"", ""sport"", or ""economy"" categories?","def solution():
    #Total cars
    total_cars = 217
    #Cars in luxury, sport, and economy categories
    luxury_cars = 128
    sport_cars = 61
    economy_cars = 28
    #Cars that are not in the luxury, sport, or economy categories
    other_cars = total_cars - luxury_cars - sport_cars - economy_cars
    return other_cars",0,cars,llama_q119
659,"A cookie factory makes 2000 cookies per day. 1000 of them are chocolate chip, 500 of them are peanut butter, and 500 of them are sugar. How many cookies does the factory make in 10 days?","def solution():
    #The cookie factory makes 2000 cookies per day
    cookies_per_day = 2000
    #1000 of them are chocolate chip
    cookies_chocolate_chip = 1000
    #500 of them are peanut butter
    cookies_peanut_butter = 500
    #500 of them are sugar
    cookies_sugar = 500
    #The answer is
    result = cookies_per_day * 10
    return result",20000,cookies,llama_q656
889,"Harry Potter has a bag that weighs 10 pounds. He puts in Ron Weasley's wand, which weighs 1000 grams. His sister Ginny's wand weighs half as much as Ron's wand. And his twin brother Fred and George's wands weigh as much as Ginny's wand. How much does the wand collection weigh in total?","def solution():
    #Harry Potter has a bag that weighs 10 pounds
    weight_bag = 10
    #He puts in Ron Weasley's wand, which weighs 1000 grams
    weight_ron = 1000
    #And his sister Ginny's wand weighs weighs half as much as Ron's wand
    weight_ginny = weight_ron / 2
    #Fred and George's wands weigh as much as Ginny's wand
    weight_fred_and_george = weight_ginny
    #The wands together
    return result",5,Harry Potter,llema_q885
836,"The Pink Ranger needs to get food from the store for their house. They have a $1000 budget. The Pink Ranger needs 1000 tbs. of flour, 200 tbs. of sugar, 500 tbs. of oil and 44 tbs. of vanilla. What is the least amount of dollars they can use for their purchase? 2.","def solution():
    #flour is $2 per tbs. sugar is$1 per tbs.
    #oil is $10 per tbs. vanilla is$50 per tbs.
    #There is \$100
    return result",5,Power Rangers,llema_q833
250,"There are 200 cars in a parking lot. 50 cars are red, and the rest are blue. How many blue cars are there?","def solution():
    total_cars = 200
    red_cars = 50
    blue_cars = total_cars - red_cars
    return blue_cars
print(solution())",150,cars,mammoth_q250
638,A car travels 40 miles per hour. How many miles does it travel in 3 hours?,"def solution():
    #The car travels 40 miles per hour
    miles_per_hour = 40
    #There are 3 hours
    hours = 3
    #The answer is
    result = miles_per_hour * hours
    return result",120,cars,llama_q635
369,Hello Kitty has 1000 cookies. She gave 300 cookies to Dear Daniel. She then gave 200 cookies to Chococat. How many cookies does she have left?,"def solution():
    #Hello Kitty has 1000 cookies
    cookies_initial = 1000
    #She gave 300 cookies to Dear Daniel
    cookies_to_dear_daniel = 300
    #She gave 200 cookies to Chococat
    cookies_to_chococat = 200
    #The answer is
    result = cookies_initial - cookies_to_dear_daniel - cookies_to_chococat
    return result",500,Hello Kitty,llama_q369
268,There are 4 Ninja Turtles. Each Ninja Turtle has 4 weapons. How many weapons do the Ninja Turtles have in total?,"def solution():
    #There are 4 Ninja Turtles
    num_turtles = 4
    #Each Ninja Turtle has 4 weapons
    num_weapons = 4
    #The answer is
    result = num_turtles * num_weapons
    return result",16,Ninja Turtles,llama_q268
1351,"The lacrosse team has 12 players. 4 of them are in 10th grade, 5 of them are in 11th grade, and the rest are in 12th grade. How many 12th graders are on the lacrosse team?","def solution():
    #Total players
    total_players = 12
    #10th graders
    tenth_graders = 4
    #11th graders
    eleventh_graders = 5
    #12th graders are the rest
    twelfth_graders = total_players - tenth_graders - eleventh_graders
    return twelfth_graders",3,lacrosse,mathwell_q1297
165,Shania Twain's cheer leading squad has 30 members. 24 of them like red. 19 of them like orange. How many like both?,"def solution():
    #Total members of Shania's squad
    total_members = 30
    #Number of members that like red
    members_like_red = 24
    #Number of members that like orange
    members_like_orange = 19
    #Calculate the number of members that like both
    members_both = members_like_red + members_like_orange - total_members
    return members_both",13,cheer leading,llema_q165
52,"The Mjolnir is the lightning hammer of Thor, the Norse god of thunder.
Thor has 9 of them. 
His brother, Loki, the god of mischief, steals 4 of them. 
He then recovers 7 of them and buys 1 more. 
How many Mjolnirs does Thor have now?","def solution():
    #Thor started with 9 Mjolnirs
    mjolnirs_initial = 9
    #Loki stole 4 of them
    mjolnirs_stolen = 4
    #Thor recovered them
    mjolnirs_recovered = 7
    #Thor bought 1 more
    mjolnirs_bought = 1
    #The answer is
    result = mjolnirs_initial - mjolnirs_stolen + mjolnirs_recovered + mjolnirs_bought
    return result",13,"Thor, the God of Thunder",llema_q52
96,"Captain America has a shield in the shape of a circle. The shield is 2 meters in diameter, and is 2 meters tall. If Captain America holds his shield like a cone, 2 meters above the ground, how many square meters of the shield will be touching the ground?","def solution():
    #The diameter of the shield
    shield_diameter = 2
    #The height of the shield
    shield_height = 2
    #The area of the circle
    circle_area = 3.141592 * (shield_diameter/2) ** 2
    #The volume of the cone
    cone_area = 3.14 * 2 * (shield_height - 2) ** 2
    #The answer is
    result = circle_area - cone_area
    return result",3.141592,Captain America,llema_q96
46,"Iron Man is a superhero who flies with a jetpack. He flies at a speed of 1000 miles per hour. He flies for 2 hours a day, 5 days a week. How many miles does he fly in a week?","def solution():
    #Iron Man flies at 1000 miles per hour
    speed = 1000
    #He flies for 2 hours a day
    hours_per_day = 2
    #5 days a week
    days_per_week = 5
    #The answer is
    result = speed * hours_per_day * days_per_week
    return result",10000,Iron Man,llama_q46
605,Batman can jump 60 feet to the ground before he loses too much speed. Robin jumps 15 feet to the ground before he loses too much speed. A gangster is 75 feet from the ground. What's the maximum number of jumps Robin and Batman can do from the highest floor before they reach the gangster?,"def solution():
    #Batman can jump 60 feet to the ground
    jump_distance_batman = 60
    #Batman uses 3 jumps from 90 feet
    batman_use_jumps = 3
    #Robin can jump 15 feet to the ground
    jump_distance_robin  = 15
    #Robin uses 6 jumps from 90 feet
    robin_use_jumps = 6
    #How many jumps total per person
    jumps_per_person = batman_use_jumps + robin_use_jumps
    #Sixteen jumps are made (2 Batmans and 2 Robins
    return result",5,Batman,llema_q603
36,Superman can fly 1000 miles in 1 hour. He needs to fly 5000 miles. How many hours will it take?,"def solution():
    #Superman can fly 1000 miles in 1 hour
    miles_per_hour = 1000
    #He needs to fly 5000 miles
    miles_needed = 5000
    #The answer is
    result = miles_needed / miles_per_hour
    return result",5.0,Superman,mammoth_q36
997,"The ice cream store has 120000 scoops of ice cream. 10000 of the scoops are vanilla, 30000 are chocolate, and the rest are strawberry. How many scoops of strawberry ice cream are there?","def solution():
    #The ice cream store has 120000 scoops of ice cream
    scoops_total = 120000
    #10000 of the scoops are vanilla
    scoops_vanilla = 10000
    #30000 are chocolate
    scoops_chocolate = 30000
    #The rest are strawberry
    scoops_strawberry = scoops_total - scoops_vanilla - scoops_chocolate
    return scoops_strawberry",80000,ice cream,llama_q991
881,A swimmer swims 1000 meters. 1/3 of them are breaststroke. 1/5 of them are butterfly. 1/8 of them are backstroke. How many meters of the race were freestyle?,"def solution():
    #Total meters swam
    total_meters_swam = 1000
    #Meters swam breaststroke
    meters_breaststroke = (1/3) * total_meters_swam
    #Meters swam butterfly
    meters_butterfly = (1/5) * total_meters_swam
    #Meters swam backstroke
    meters_backstroke = (1/8) * total_meters_swam
    #The answer is
    result = total_meters_swam - meters_breaststroke - meters_butterfly - meters_backstroke
    return result",341.66666666666674,swimming,llama_q876
777,"A cheer squad has 10 members. 3 of them are flyers, 4 of them are bases, and the rest are spotters. How many cheerleaders are spotters?","def solution():
    #The cheer squad has 10 members
    cheer_squad_members = 10
    #3 of them are flyers
    flyers = 3
    #4 of them are bases
    bases = 4
    #The rest are spotters
    spotters = cheer_squad_members - flyers - bases
    return spotters",3,cheer leading,llama_q773
1233,"The volleyball team has 500 points. They scored 100 points in the first game, 150 in the second game, and 175 in the third game. How many points did they score in the fourth game?","def solution():
    #The volleyball team has 500 points
    points_total = 500
    #They scored 100 points in the first game
    points_first_game = 100
    #150 in the second game
    points_second_game = 150
    #and 175 in the third game
    points_third_game = 175
    #The answer is
    result = points_total - points_first_game - points_second_game - points_third_game
    return result",75,volleyball,llama_q1219
1137,Serena Williams has 23 Grand Slam singles titles. She has 14 Grand Slam doubles titles. How many Grand Slam titles does she have in total?,"def solution():
    #Serena Williams has 23 Grand Slam singles titles
    singles_titles = 23
    #She has 14 Grand Slam doubles titles
    doubles_titles = 14
    #The answer is
    result = singles_titles + doubles_titles
    return result",37,Serena Williams,llama_q1126
4,A pizza has 8 slices. 2 of the slices have mushrooms. 5 of the slices have pepperoni. 1 of the slices has both mushrooms and pepperoni. How many slices do not have either topping?,"def solution():
    #A pizza has 8 slices
    pizza_slices = 8
    #2 slices have mushrooms
    slices_mushrooms = 2
    #5 slices have pepperoni
    slices_pepperoni = 5
    #1 slice has both mushrooms and pepperoni
    slices_both = 1
    #The answer is
    result = pizza_slices - slices_mushrooms - slices_pepperoni + slices_both
    return result",2,pizza,llama_q4
233,"LeBron James has made 11,188 three-pointers over his career. He has made 1108 3-pointers this season and is averaging 12.4 per game. How many games has he played this season?","def solution():
    #LeBron James has made 11,188 three-pointers over his career
    career_threes = 11188
    #He scored 1108 3-pointers this season
    season_threes = 1108
    #He is averaging 12.4 three pointers per game
    three_pointers_per_game = 12.4
    #The number of games he has played is
    games_played = (career_threes + season_threes)/three_pointers_per_game
    return games_played",991.6129032258065,LeBron James,llema_q233
191,Spiderman can shoot 10 webs per second. He has 1000 webs. How many seconds does it take for him to shoot all his webs?,"def solution():
    #Spiderman can shoot 10 webs per second
    webs_per_second = 10
    #He has 1000 webs
    total_webs = 1000
    #The answer is
    result = total_webs / webs_per_second
    return result",100.0,Spiderman,mathwell_q189
306,"Every Pokémon is assigned a type. There are 18 Pokémon of a type other than Electric, Fire, or Water. There are 10 Electric-type, 13 Fire-type, and 5 Water-type Pokémon. How many Pokémon are of a type other than Electric, Fire, or Water?","def solution():
    #Total number of Pokés
    total_pokes = 18
    #Number of Electric-type
    electric = 10
    #Number of Fire-type
    fire = 13
    #Number of Water-type
    water = 5
    #Number of Pokémon of a type other than Electric, Fire, or Water
    other_types = total_pokes  - electric - fire - water
    return other_types",-10,Pokémon,llema_q306
937,"There are 4 Ninja Turtles. 2 of them are wearing red, 1 of them is wearing blue, and 1 of them is wearing yellow. How many Ninja Turtles are not wearing red?","def solution():
    #Total Ninja Turtles
    total_turtles = 4
    #Ninja Turtles wearing red
    red_turtles = 2
    #Ninja Turtles wearing blue
    blue_turtles = 1
    #Ninja Turtles wearing yellow
    yellow_turtles = 1
    #The answer is
    result = total_turtles - red_turtles
    return result",2,Ninja Turtles,mathwell_q905
222,"Ice cream cake flavor pie costs$3.00 and ice cream pie costs$1.50.


What is the difference in money spent on these two pies?","def solution():
    #Prize of ice cream cake flavor pie
    ice_cream_cake_flavor_pie_prize = 3
    #Prize of ice cream pie
    ice_cream_pie_prize = 1.50
    #The answer is
    result = ice_cream_cake_flavor_pie_prize - ice_cream_pie_prize
    return result",1.5,ice cream,llema_q222
168,Serena Williams has 20 Grand Slam singles titles. She won 10 of them on clay courts and 5 of them on hard courts. How many of her Grand Slam singles titles were won on grass courts?,"def solution():
    # Serena Williams has 20 Grand Slam singles titles in total
    total_titles = 20
    # She won 10 of them on clay courts
    clay_court_titles = 10
    # She won 5 of them on hard courts
    hard_court_titles = 5
    # The number of titles she won on grass courts is the total minus the ones she won on clay and hard courts
    grass_court_titles = total_titles - clay_court_titles - hard_court_titles
    return grass_court_titles
print(solution())",5,Serena Williams,mammoth_q168
1125,2000 people are on a 747. 1200 of them are in first class. 600 are in business class. 200 are in premium economy. The rest are in economy class. How many people are in economy class?,"def solution():
    #Total number of people on the 747
    total_people = 2000
    #People in first class
    people_first_class = 1200
    #People in business class
    people_business_class = 600
    #People in premium economy
    people_premium_economy = 200
    #The answer is
    result = total_people - people_first_class - people_business_class - people_premium_economy
    return result",0,planes,mathwell_q1085
232,"Iron Man is on Mars. He has 2844424 pounds of iron on Mars. He has 200,000 pounds of iron on Earth. How many pounds of Iron Man's iron must he ship from Mars to Earth to equal the amount of iron he has on Mars?","def solution():
    #Iron Man has 2844424 pounds of iron on Mars.
    irons_mars = 2844424
    #Iron Man has 200000 pounds of iron on Earth.
    irons_earth = 200000
    #The answer is
    return - irons_earth + irons_mars",2644424,Iron Man,llema_q232
1087,"An airplane can fly 600 miles per hour. It is 1,000 miles from its destination. How many hours does it take for it to get there?","def solution():
    #An airplane can fly 600 miles per hour
    airplane_speed = 600
    #It is 1,000 miles from its destination
    miles_to_destination = 1000
    #The answer is
    result = miles_to_destination / airplane_speed
    return result",1.6666666666666667,planes,llama_q1077
841,"Iron Man can fly 1000 feet per second. He has to fly to the moon, which is 238,900 miles away from Earth. How long will it take him to get there?","def solution():
    #Iron Man can fly 1000 feet per second
    feet_per_second = 1000
    #The moon is 238,900 miles away from Earth
    miles_to_moon = 238900
    #1 mile = 5280 feet
    feet_per_mile = 5280
    #The answer is
    result = miles_to_moon * feet_per_mile / feet_per_second
    return result",1261392.0,Iron Man,llama_q837
684,The volleyball team has 12 players. 8 players are on the court and 4 are on the bench. How many players are on the bench?,"def solution():
    #The volleyball team has 12 players
    players_total = 12
    #8 players are on the court
    players_court = 8
    #4 are on the bench
    players_bench = players_total - players_court
    return players_bench",4,volleyball,llama_q681
314,Captain Marvel is 2000 years old. She ages 100 years per decade. How old is she in 1000 years?,"def solution():
    #Captain Marvel is 2000 years old
    age_2000 = 2000
    #She ages 100 years per decade
    age_per_decade = 100
    #1000 years is 10 decades
    decades_1000_years = 10
    #The answer is
    result = age_2000 + age_per_decade * decades_1000_years
    return result",3000,Captain Marvel,mathwell_q309
978,"Ash Ketchum has 100 Poké Balls. 
He uses 20 of them to catch 20 Pikachus. 
He then uses 30 of them to catch 30 Squirtles. 
How many Poké Balls does he have left?","def solution():
    #Ash Ketchum started with 100 Poké Balls
    poke_balls_initial = 100
    #He used 20 of them to catch 20 Pikachus
    poke_balls_used_pikachu = 20
    #He used 30 of them to catch 30 Squirtles
    poke_balls_used_squirtle = 30
    #The answer is
    result = poke_balls_initial - poke_balls_used_pikachu - poke_balls_used_squirtle
    return result",50,Pokémon,mathwell_q946
596,"Harry Potter has received a list of 50 items he needs to purchase for his Christmas shopping. To complete his shopping list, he needs to buy 10 books and 40 magazines. How many of each will Harry need to buy?","def solution():
    #Total items on Harry's shopping list
    shopping_list_total=50
    #Harry needs to buy 10 books
    books_needed=10
    #And 40 magazines
    magazines_needed=40
    #The answer is
    result = shopping_list_total - books_needed - magazines_needed
    return result ",0,Harry Potter,llema_q595
1260,Captain America has 100 vibranium shields. He uses 20 vibranium shields to fight the Red Skull. He uses 30 vibranium shields to fight the Winter Soldier. How many vibranium shields does he have left?,"def solution():
    #Captain America has 100 vibranium shields
    vibranium_shields_initial = 100
    #He uses 20 vibranium shields to fight the Red Skull
    vibranium_shields_red_skull = 20
    #He uses 30 vibranium shields to fight the Winter Soldier
    vibranium_shields_winter_soldier = 30
    #The answer is
    result = vibranium_shields_initial - vibranium_shields_red_skull - vibranium_shields_winter_soldier
    return result",50,Captain America,mathwell_q1211
