,0
1256,"
{
  ""question"": ""At a cheerleading competition, the Dragonflies squad is performing a pyramid formation that requires 3 cheerleaders at the base, 2 cheerleaders on the second level, and 1 cheerleader at the top. After the performance, they decide to do a larger pyramid for their final pose that uses twice as many cheerleaders at each level. How many cheerleaders are needed for the larger pyramid?"",
  ""solution"": ""def solution():\n    # Number of cheerleaders at the base level for the initial pyramid\n    base_cheerleaders_initial = 3\n    # Number of cheerleaders at the second level for the initial pyramid\n    second_level_cheerleaders_initial = 2\n    # Number of cheerleaders at the top for the initial pyramid\n    top_cheerleader_initial = 1\n    \n    # The final pyramid has twice as many cheerleaders at each level\n    # Calculating the number of cheerleaders for the larger pyramid\n    base_cheerleaders_final = base_cheerleaders_initial * 2\n    second_level_cheerleaders_final = second_level_cheerleaders_initial * 2\n    top_cheerleader_final = top_cheerleader_initial * 2\n    \n    # Total cheerleaders needed for the larger pyramid\n    total_cheerleaders_final = base_cheerleaders_final + second_level_cheerleaders_final + top_cheerleader_final\n    \n    # The answer is\n    return total_cheerleaders_final\n\n# Calling the function to get the result\nnumber_of_cheerleaders = solution()\nprint(f\""The number of cheerleaders needed for the larger pyramid is: {number_of_cheerleaders}\"")"",
  ""answer"": ""12"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of cheerleaders needed for the larger pyramid by multiplying the number of cheerleaders at each level of the initial pyramid by 2 and then adding them up, which gives a total of 12 cheerleaders (6 for the base, 4 for the second level, and 2 for the top).""
}
"
1257,"
{
  'question': 'In a soccer tournament, the Eagles scored twice as many goals as the Panthers. The Panthers scored 5 goals less than the Tigers, and the Tigers scored 12 goals. How many goals did the Eagles score?',
  'solution': 'def solution():\n    # The Tigers scored 12 goals\n    goals_tigers = 12\n    # The Panthers scored 5 less than the Tigers\n    goals_panthers = goals_tigers - 5\n    # The Eagles scored twice as many as the Panthers\n    goals_eagles = goals_panthers * 2\n    # The answer is the number of goals scored by the Eagles\n    return goals_eagles\n\n# Example usage:\n# print(solution())\n# Output should be the number of goals Eagles scored',
  'answer': '14',
  'accuracy': 1.0,
  'explanation': 'The solution calculates the number of goals the Panthers scored by subtracting 5 from the Tigers\' 12 goals (12 - 5 = 7). Then, based on the question, the Eagles scored twice as many as the Panthers (7 * 2), which is correctly calculated as 14 goals for the Eagles.'
}
"
1258,"{'question': 'Black Panther has collected 50 units of Vibranium. Shuri, his sister, uses 15 units to upgrade his suit. Then, Black Panther mines 10 more units from the Great Mound. Later, he donates 20 units to the Wakandan Outreach Program. How many units of Vibranium does Black Panther have now?', 'solution': 'def solution():\n    # Black Panther starts with 50 units of Vibranium\n    initial_vibranium = 50\n    \n    # Shuri uses 15 units for the suit upgrade\n    suit_upgrade = 15\n    \n    # Subtract the used Vibranium units for the suit upgrade from the initial amount\n    remaining_vibranium_after_upgrade = initial_vibranium - suit_upgrade\n    \n    # Black Panther mines 10 more units\n    new_mined_vibranium = 10\n    \n    # Add the newly mined Vibranium to the remaining amount after the suit upgrade\n    total_vibranium_after_mining = remaining_vibranium_after_upgrade + new_mined_vibranium\n    \n    # Black Panther donates 20 units to the outreach program\n    donation = 20\n    \n    # Subtract the donated Vibranium from the total after mining\n    final_vibranium = total_vibranium_after_mining - donation\n    \n    # The final amount of Vibranium Black Panther has is the result\n    return final_vibranium', 'answer': '25', 'accuracy': 1.0, 'explanation': 'The solution for this question correctly follows the sequence of events that affect the total amount of Vibranium: starting with the initial amount, subtracting what was used for the suit upgrade, adding the amount mined, and finally subtracting the amount donated. The correct final amount of Vibranium Black Panther has, 25 units, is correctly calculated.'}"
1259,"
{
  ""question"": ""Superman is helping to rebuild a bridge. The bridge needs a total of 120 steel beams. On the first day, Superman places 30 beams. Each following day, he doubles the amount of beams he places from the previous day. How many more beams does Superman need to place after the second day?"", 
  ""solution"": ""def solution():\n    # On the first day, Superman places 30 beams.\n    beams_day_one = 30\n    # On the second day, he doubles the number of beams from the previous day.\n    beams_day_two = beams_day_one * 2\n    # Total beams needed for the bridge.\n    total_beams_needed = 120\n    # Beams placed after the second day is the sum of beams placed on day one and day two.\n    beams_placed_after_day_two = beams_day_one + beams_day_two\n    # The answer is the remaining beams needed after the second day.\n    result = total_beams_needed - beams_placed_after_day_two\n    return result"",
  ""answer"": ""30"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of beams Superman places on the second day by doubling the amount from the first day (30 beams * 2 = 60 beams). Then, it correctly sums the number of beams placed on the first and second days (30 beams + 60 beams = 90 beams). Lastly, it correctly subtracts the total beams placed after the second day from the total beams needed (120 beams - 90 beams = 30 beams), which is the correct answer.""
}
"
1260,"{'question': 'In a Fortnite match, Max collected 300 wood, 200 brick, and 100 metal for building materials. During a battle, he used 50 wood, 30 brick, and 20 metal. How many building materials does Max have left of each type?', 'solution': ""def solution():\n    # Max's initial materials\n    wood_collected = 300\n    brick_collected = 200\n    metal_collected = 100\n    \n    # Materials used during a battle\n    wood_used = 50\n    brick_used = 30\n    metal_used = 20\n    \n    # Calculate the materials left after the battle\n    wood_left = wood_collected - wood_used\n    brick_left = brick_collected - brick_used\n    metal_left = metal_collected - metal_used\n    \n    # The answer is a tuple containing materials left (wood, brick, metal)\n    result = (wood_left, brick_left, metal_left)\n    return result"", 'answer': '(250, 170, 80)', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the materials Max collected and used during the battle, and then accurately calculates the materials left for each type by subtracting the respective used materials from the collected ones, resulting in the correct remaining amounts of each material.'}"
1261,"
{
  ""question"": ""In the game of Fortnite, Jamie finds 3 treasure chests. Each chest contains 50 gold coins. During the game, she spends 120 gold coins on upgrades. How many gold coins does Jamie have left at the end of the game?\n\n"
1262,"{'question': 'Super Mario collected 120 coins while playing through the Mushroom Kingdom. He spent 50 coins to buy a power-up and another 30 coins on a 1-up mushroom. How many coins does Super Mario have left?', 'solution': 'def solution():\n    # Super Mario initially collected 120 coins\n    total_coins = 120\n    # He spent 50 coins on a power-up\n    power_up_cost = 50\n    # He spent another 30 coins on a 1-up mushroom\n    one_up_mushroom_cost = 30\n    # To find out how many coins he has left, we subtract the coins spent from the total\n    coins_left = total_coins - power_up_cost - one_up_mushroom_cost\n    # The answer is the amount of coins left\n    return coins_left', 'answer': '40', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the initial number of coins and the costs for the power-up and the 1-up mushroom. It then correctly subtracts the costs from the initial number of coins to determine the number of coins Super Mario has left.'}"
1263,"{'question': 'Two trains are traveling towards each other on parallel tracks. Train A is traveling at 40 miles per hour, and Train B is traveling at 60 miles per hour. They start off 200 miles apart. After how many hours will they meet?', 'solution': 'def solution():\n    # Train A speed\n    train_a_speed = 40  # in miles per hour\n    # Train B speed\n    train_b_speed = 60  # in miles per hour\n    # Initial distance between the trains\n    initial_distance = 200  # in miles\n    \n    # The relative speed at which the trains are closing in on each other\n    closing_speed = train_a_speed + train_b_speed  # in miles per hour\n    \n    # The time it takes for the trains to meet is the initial distance\n    # divided by the closing speed\n    time_to_meet = initial_distance / closing_speed  # in hours\n    \n    # The answer is\n    return time_to_meet\n\n# Calling the function to test\nprint(solution())', 'answer': '2', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the necessary variables for the speed of both trains, calculates the relative closing speed, and divides the initial distance by the relative closing speed to find the correct time of 2 hours when the trains will meet.'}"
1264,"{'question': 'Jenny is baking chocolate chip cookies for a school bake sale. She has enough dough to make 60 cookies. If she puts 5 chocolate chips in each cookie, how many chocolate chips will she need in total?', 'solution': 'def solution():\n    # Jenny has enough dough to make 60 cookies\n    number_of_cookies = 60\n    # She puts 5 chocolate chips in each cookie\n    chips_per_cookie = 5\n    # The total number of chocolate chips needed is\n    total_chocolate_chips = number_of_cookies * chips_per_cookie\n    return total_chocolate_chips\n\n# Call the function and print the result\nprint(solution())', 'answer': '300', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of chocolate chips by multiplying the number of cookies Jenny can make (60) by the number of chocolate chips per cookie (5), arriving at the correct answer: 60 * 5 = 300.'}"
1265,"{'question': 'Taylor Swift decides to give a special concert to her fans. Initially, 500 tickets are sold. However, the demand was so high, 300 more tickets were released and subsequently sold out. Each ticket cost $150. At the end of the concert, Taylor plans to donate 10% of the total sales to a charity. How much money does she donate to charity?\n\n', 'solution': 'def solution():\n    # Initially sold tickets\n    initial_tickets = 500\n    # Additional tickets sold due to high demand\n    additional_tickets = 300\n    # Each ticket costs $150\n    ticket_cost = 150\n    # Total number of tickets sold\n    total_tickets = initial_tickets + additional_tickets\n    # Total sales amount\n    total_sales = total_tickets * ticket_cost\n    # Taylor plans to donate 10% of the total sales\n    charity_donation = total_sales * 0.10\n    # Return the amount donated to charity\n    return charity_donation\n\n# Uncomment the line below to test the function\n# print(solution())', 'answer': '12000', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of tickets sold by adding the initial tickets to the additional tickets. It then calculates the total sales by multiplying the total number of tickets by the cost per ticket. Finally, it correctly calculates the donation to charity by taking 10% of the total sales. The mathematical operations result in the correct answer of $12,000 donated to charity.'}"
1266,"
{
  ""question"": ""Captain Marvel is helping to organize a space race. There are 5 planets participating in the race. Earth has prepared 3 spaceships, Mars has prepared 4, Jupiter has doubled what Earth and Mars have combined, and Saturn has 2 fewer spaceships than Jupiter. How many spaceships has Neptune prepared if the total number of spaceships in the race is 40?"",
  ""solution"": ""def solution():\n    # Earth has prepared 3 spaceships\n    earth_spaceships = 3\n    # Mars has prepared 4 spaceships\n    mars_spaceships = 4\n    # Jupiter has double the combined spaceships of Earth and Mars\n    jupiter_spaceships = (earth_spaceships + mars_spaceships) * 2\n    # Saturn has 2 fewer spaceships than Jupiter\n    saturn_spaceships = jupiter_spaceships - 2\n    # Total number of spaceships in the race is 40\n    total_spaceships = 40\n    # Spaceships that Neptune has prepared\n    neptune_spaceships = total_spaceships - (earth_spaceships + mars_spaceships + jupiter_spaceships + saturn_spaceships)\n    # The answer is\n    return neptune_spaceships\n\n# Example call to the function\nneptune_fleet = solution()\nprint(\""Neptune has prepared {} spaceships for the race.\"".format(neptune_fleet))"",
  ""answer"": ""7"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of spaceships prepared by each planet by using the information given in the problem. It accurately finds the number by Earth and Mars, doubles it for Jupiter, subtracts two for Saturn and then subtracts the sum of these spaceships from the total to find Neptune's spaceships, arriving at the correct answer of 7 spaceships for Neptune.""
}
"
1267,"{'question': 'Mrs. Johnson baked 60 cookies for the school bake sale. If she splits the cookies into bags with 5 cookies each, how many bags of cookies can she make?', 'solution': 'def solution():\n    # Mrs. Johnson has 60 cookies\n    total_cookies = 60\n    # Each bag contains 5 cookies\n    cookies_per_bag = 5\n    # To find out how many bags she can make, we divide the total number of cookies by the number of cookies in each bag\n    num_bags = total_cookies / cookies_per_bag\n    return num_bags', 'answer': '12', 'accuracy': 1.0, 'explanation': 'The solution is accurate. Mrs. Johnson has 60 cookies and if she puts 5 cookies in each bag, we divide 60 by 5 to find out that she can make 12 bags of cookies.'}"
1268,"{'question': 'Mrs. Smith baked 60 cookies for the bake sale. She sold 2/3 of them in the morning and the rest in the afternoon. How many cookies did Mrs. Smith sell in the afternoon?', 'solution': 'def solution():\n    # Mrs. Smith baked 60 cookies\n    total_cookies = 60\n    # She sold 2/3 of them in the morning\n    morning_fraction = 2 / 3\n    morning_cookies_sold = total_cookies * morning_fraction\n    # The number of cookies sold in the afternoon is the rest of the cookies\n    afternoon_cookies_sold = total_cookies - morning_cookies_sold\n    # The answer is\n    result = afternoon_cookies_sold\n    return result', 'answer': '20', 'accuracy': 1.0, 'explanation': 'The solution for this question correctly calculates the fraction of cookies sold in the morning by multiplying 2/3 with the total number of cookies. It then finds the number of cookies sold in the afternoon by subtracting the number of cookies sold in the morning from the total. Since 2/3 of 60 is 40, the remaining 1/3 is 20, which is the correct answer for cookies sold in the afternoon.'}"
1269,"{'question': 'The cheerleading team is making personalized ribbons for a competition. They start with 150 ribbons. If each squad member makes 5 ribbons and there are 10 members on the team, how many ribbons will they have in total?', 'solution': 'def solution():\n    #Initial number of ribbons\n    initial_ribbons = 150\n    #Each member makes 5 ribbons\n    ribbons_per_member = 5\n    #There are 10 members on the team\n    team_members = 10\n    #The total number of ribbons made by the team is\n    ribbons_made = ribbons_per_member * team_members\n    #The total number of ribbons in the end will be\n    result = initial_ribbons + ribbons_made\n    return result', 'answer': '200', 'accuracy': 1.0, 'explanation': 'The solution calculates the number of ribbons made by the team correctly by multiplying the number of ribbons each member makes by the number of team members. It then adds that to the initial number of ribbons to calculate the total number of ribbons they will have in the end, which matches the answer provided.'}"
1270,"
{
    'question': 'A soccer team has played 15 games this season. They won twice as many games as they lost and tied 3 games. How many games did the soccer team win?', 
    'solution': ""def solution():\n    # Total games played\n    total_games = 15\n    # Tied games\n    tied_games = 3\n    # Let's assume the number of lost games is x\n    # Therefore, the number of won games is 2*x\n    # The total number of games is the sum of won, lost, and tied games: 2*x + x + 3 = 15\n    \n    # To find the number of lost games (x), we first isolate x in the equation:\n    # 3*x + 3 = 15\n    # 3*x = 15 - 3\n    # 3*x = 12\n    # x = 12 / 3\n    lost_games = (total_games - tied_games) / 3\n    \n    # Since the team won twice as many as they lost, we simply double the number of lost games to find the number of won games\n    won_games = 2 * lost_games\n    return int(won_games)\n\n# Call the function to get the number of games the soccer team won\ngames_won = solution()\nprint(f'The soccer team won {games_won} games.')"", 
    'answer': '8', 
    'accuracy': 1.0, 
    'explanation': 'The solution correctly sets up the equation to solve for the number of lost games, x, considering that the team won twice as many games as they lost and tied 3 games. They then use this value to calculate the correct number of won games, which matches the provided answer.'
}
"
1271,"
{
  ""question"": ""At a birthday party, there are 3 large pizzas cut into 8 slices each. If each child eats 2 slices of pizza and there are 10 children at the party, will there be any pizza slices left? If so, how many?"",
  ""solution"": ""def solution():\n    # Total number of slices from 3 large pizzas, 8 slices each\n    total_slices = 3 * 8\n    # Each child eats 2 slices\n    slices_per_child = 2\n    # There are 10 children at the party\n    number_of_children = 10\n    # Total slices eaten by the children\n    slices_eaten = slices_per_child * number_of_children\n    # The answer is\n    slices_left = total_slices - slices_eaten\n    return slices_left\n\n# Uncomment the following to test the function\n# print(solution())"",
  ""answer"": ""4"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution is accurate. It correctly calculates the total number of pizza slices available (3 large pizzas * 8 slices each = 24 slices), and then subtracts the total slices consumed by the children (10 children * 2 slices each = 20 slices). Therefore, 24 slices - 20 slices eaten by the children leaves 4 slices of pizza remaining.""
}
"
1272,"
{
  'question': 'Olivia has a box of cat treats. If she gives 5 treats to each of her 4 cats every day, the treats will last for 16 days. How many treats are in the box?',
  'solution': 'def solution():\n    # Olivia gives 5 treats to each of her 4 cats\n    treats_per_cat = 5\n    number_of_cats = 4\n    # The treats will last for 16 days\n    days = 16\n\n    # First calculate the total treats given each day\n    total_treats_per_day = treats_per_cat * number_of_cats\n\n    # Then multiply by the number of days to find the total treats in the box\n    total_treats_in_box = total_treats_per_day * days\n    return total_treats_in_box\n\n# Call the function and print the result\nprint(solution())',
  'answer': '320'
}
"
1273,"
{
  ""question"": ""Spiderman was helping to clear the debris after a battle in the city. He found 15 large pieces of debris that each weighed the same. If the total weight of the debris was 1,200 pounds, how much did each piece of debris weigh?"",
  ""solution"": ""def solution():\n    # Total large pieces of debris\n    total_pieces = 15\n    # The total weight of the debris\n    total_weight = 1200\n    # The answer is the weight of each piece\n    weight_per_piece = total_weight / total_pieces\n    return weight_per_piece"",
  ""answer"": ""80"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the weight of each piece of debris by dividing the total weight of the debris (1,200 pounds) by the total number of pieces (15), which results in each piece weighing 80 pounds.""
}
"
1274,"
{
  ""question"": ""Wonder Woman is helping to build a new superhero headquarters. She has to distribute 600 bricks equally among 4 construction sites. If she has already delivered 150 bricks to the first site, how many bricks does she need to deliver to each of the remaining three sites?"",
  ""solution"": ""def solution():\n    # Total number of bricks that need to be distributed\n    total_bricks = 600\n    \n    # Number of construction sites\n    construction_sites = 4\n    \n    # Bricks already delivered to the first site\n    bricks_delivered_first_site = 150\n    \n    # Bricks left to be distributed among the remaining sites\n    bricks_left = total_bricks - bricks_delivered_first_site\n    \n    # Number of bricks to be delivered to each of the remaining sites\n    bricks_per_remaining_site = bricks_left // (construction_sites - 1)\n    return bricks_per_remaining_site\n\n# Uncomment the line below to test the function\n# print(solution())"",
  ""answer"": ""150"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly defines the total number of bricks and subtracts the bricks already delivered to the first site to find out how many bricks are left. It then correctly computes the number of bricks to be delivered to each of the remaining sites by dividing the bricks left by the number of remaining sites (4 - 1). The end result is 450 bricks to be distributed among 3 sites, which is 150 bricks per site.""
}
"
1275,"{'question': 'Alex is playing Minecraft and decides to create a garden. She wants to plant an equal number of roses and tulips in 4 rows. If she has a total of 24 flowers, how many flowers will be in each row?', 'solution': 'def solution():\n    # Alex has 24 flowers in total\n    total_flowers = 24\n    # She wants to plant them in 4 rows\n    rows = 4\n    # Calculate the number of flowers per row by dividing the total by the number of rows\n    flowers_per_row = total_flowers / rows\n    # The answer is\n    return flowers_per_row', 'answer': '6', 'accuracy': 1.0, 'explanation': 'The solution calculates the correct number of flowers per row by dividing the total number of flowers (24) by the number of rows (4), which equals 6 flowers per row.'}"
1276,"
{
  ""question"": ""Alex has collected 64 blocks of wood from the forest in Minecraft. She uses 8 blocks to make a crafting table and a chest. Each crafted item needs 4 blocks of wood. After building her crafting station, she decides to build some ladders, which require 7 sticks each. If she can make 4 sticks from one block of wood, how many ladders can she build with the remaining wood?"",
  ""solution"": ""def solution():\n    # Alex starts with 64 blocks of wood\n    wood_blocks = 64\n\n    # Crafting table and chest together need 8 blocks (4 blocks for each)\n    crafting_table_blocks = 4\n    chest_blocks = 4\n    used_blocks = crafting_table_blocks + chest_blocks\n\n    # Remaining blocks after building crafting table and chest\n    remaining_blocks = wood_blocks - used_blocks\n\n    # She can make 4 sticks from one block of wood\n    sticks_per_block = 4\n    sticks_from_remaining_blocks = remaining_blocks * sticks_per_block\n\n    # Each ladder requires 7 sticks\n    sticks_per_ladder = 7\n\n    # The number of ladders Alex can build is the total sticks divided by sticks per ladder\n    number_of_ladders = sticks_from_remaining_blocks // sticks_per_ladder\n\n    return number_of_ladders\n\n# Let's call the function and print the result\nprint(solution())"",
  ""answer"": ""32"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly determines that Alex uses a total of 8 blocks to make a crafting table and a chest. With the remaining 56 blocks of wood, Alex makes 4 sticks per block, resulting in 224 sticks (56 blocks * 4 sticks/block). Since each ladder requires 7 sticks, Alex can make 224 // 7 = 32 ladders with the remaining sticks, which matches the answer given.""
}
"
1277,"
{
  ""question"": ""Wonder Woman is on a mission to save a group of citizens. She saves 120 citizens each day. After three days, a superhero friend helps her and triples the number of citizens they can save together. How many citizens have they saved after the fourth day?"",
  ""solution"": ""def solution():\n    # Wonder Woman saves 120 citizens each day\n    citizens_saved_per_day = 120\n    # Number of days she saved citizens alone\n    days_saving_alone = 3\n    # Wonder Woman's superhero friend helps and triples the number of citizens saved\n    multiplier_with_friend = 3\n    \n    # Calculating the total citizens saved by Wonder Woman alone\n    total_citizens_saved_alone = citizens_saved_per_day * days_saving_alone\n    # Calculating the total citizens saved with her superhero friend on the fourth day\n    citizens_saved_with_friend = citizens_saved_per_day * multiplier_with_friend\n    \n    # The answer is the sum of the citizens saved alone and the citizens saved with her friend\n    result = total_citizens_saved_alone + citizens_saved_with_friend\n    return result\n\n# Calling the function to get the result\nprint(solution())"",
  ""answer"": ""720"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of citizens saved by Wonder Woman alone over the course of three days and then adds the number of citizens saved with the help of her friend on the fourth day, arriving at the correct total number of citizens saved.""
}
"
1278,"
{
  ""question"": ""Captain America is training for an upcoming mission and decides to run laps around a 5-mile track. He completes 4 laps in the morning. In the afternoon, he decides to run 3 more laps. How many miles does Captain America run in total?"",
  ""solution"": ""def solution():\n    # One lap around the track is 5 miles\n    miles_per_lap = 5\n    # Captain America runs 4 laps in the morning\n    morning_laps = 4\n    # He runs 3 more laps in the afternoon\n    afternoon_laps = 3\n    # Total number of laps\n    total_laps = morning_laps + afternoon_laps\n    # Total miles run is the number of laps times miles per lap\n    total_miles = total_laps * miles_per_lap\n    return total_miles"",
  ""answer"": ""35"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the total number of laps Captain America runs by adding the laps from the morning to those in the afternoon. Then, it multiplies the total laps by the miles per lap to arrive at the correct total mileage.""
}
"
1279,"{'question': ""Taylor Swift is planning a concert tour consisting of 30 concerts across the country. Each concert venue can hold 12,000 fans. However, due to special arrangements and stage design, only 85% of the available seats can be used at each venue. How many fans in total can attend Taylor Swift's concerts across the country?"", 'solution': ""def solution():\n    # Number of concerts\n    concerts = 30\n    # Each concert venue's capacity\n    venue_capacity = 12000\n    # Only 85% of the available seats can be used\n    usable_seats_percentage = 0.85\n    # Usable seats at each venue\n    usable_seats = venue_capacity * usable_seats_percentage\n    # Total number of fans who can attend\n    total_fans = concerts * usable_seats\n    return total_fans"", 'answer': '306000', 'accuracy': 1.0, 'explanation': ""The solution correctly calculates the usable seats at each venue by multiplying the venue capacity by 85% (0.85). It then multiplies the number of usable seats by the number of concerts to get the total number of fans who can attend across the country.""}"
1280,"
{
  'question': 'Captain Marvel is on a mission to collect rare crystals from different planets. She found 12 crystals on planet Xandar, 7 crystals on planet Hala, and twice as many crystals on planet Torfa as on Hala. How many crystals did Captain Marvel collect in total?',
  'solution': 'def solution():\n    # Number of crystals found on planet Xandar\n    crystals_xandar = 12\n    # Number of crystals found on planet Hala\n    crystals_hala = 7\n    # Number of crystals found on planet Torfa, which is twice as many as on Hala\n    crystals_torfa = 2 * crystals_hala\n    # Total number of crystals is the sum from all planets\n    total_crystals = crystals_xandar + crystals_hala + crystals_torfa\n    return total_crystals\n\n# Uncomment the following line to see the result:\n# print(solution())',
  'answer': '33',
  'accuracy': 1.0,
  'explanation': 'The solution correctly calculates the number of crystals Captain Marvel found on each planet and accurately sums them up to find the total. The calculation method follows the information given in the question correctly, resulting in the correct answer of 33 crystals in total.'
}
"
1281,"{'question': 'Serena Williams played a series of tennis matches at a tournament. She won 18 matches and lost 3 times as many as she won. How many matches did she lose, and what is the total number of matches she played?', 'solution': 'def solution():\n    # Serena won 18 matches\n    won_matches = 18\n    # She lost 3 times the number she won\n    lost_matches = 3 * won_matches\n    # Total matches is the sum of won and lost matches\n    total_matches = won_matches + lost_matches\n    return lost_matches, total_matches', 'answer': '(54, 72)', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates that Serena Williams lost 3 times as many matches as she won, which is 3 * 18 = 54 matches lost. Then it correctly sums up the matches won and lost to find the total number of matches played, which is 18 + 54 = 72 matches.'}"
1282,"
{
  ""question"": ""In a magical forest, a group of 25 unicorns is playing. Each unicorn has 4 horseshoes that are encrusted with 6 shiny diamonds each. How many total diamonds are there on all the unicorns' horseshoes?"",
  ""solution"": ""def solution():\n    # There are 25 unicorns in the group\n    number_of_unicorns = 25\n    # Each unicorn has 4 horseshoes\n    horseshoes_per_unicorn = 4\n    # Each horseshoe is encrusted with 6 diamonds\n    diamonds_per_horseshoe = 6\n    # The total number of diamonds is equal to the product of the number of unicorns,\n    # the horseshoes on each unicorn, and the number of diamonds on each horseshoe\n    total_diamonds = number_of_unicorns * horseshoes_per_unicorn * diamonds_per_horseshoe\n    return total_diamonds"",
  ""answer"": ""600"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the total number of diamonds by multiplying the number of unicorns by the number of horseshoes per unicorn and then by the number of diamonds per horseshoe, resulting in the correct amount of total diamonds.""
}
"
1283,"
{
  ""question"": ""Superman helps a construction crew by moving bricks. He needs to move 500 bricks from one side of the construction site to the other. If Superman can carry 50 bricks in each trip, how many trips does Superman need to make to move all the bricks?"", 
  ""solution"": ""def solution():\n    # Number of bricks Superman needs to move\n    total_bricks = 500\n    # Number of bricks Superman can carry per trip\n    bricks_per_trip = 50\n    # Calculating the number of trips\n    # The answer is the total bricks divided by the number of bricks per trip\n    trips = total_bricks / bricks_per_trip\n    return trips"", 
  ""answer"": ""10"", 
  ""accuracy"": 1.0, 
  ""explanation"": ""The solution is correct. It takes the total number of bricks Superman needs to move and divides it by the number of bricks he can carry per trip to determine how many trips he must make, which is indeed 10 trips.""
}
"
1284,"
{
    ""question"": ""Superman is helping to build a new skyscraper. He can lift 10 steel beams per hour and he works for 4 hours a day. If the skyscraper needs a total of 120 steel beams, how many days will it take for Superman to finish lifting all the beams?\n\n"",
    ""solution"": ""def solution():\n    # Superman lifts 10 steel beams per hour\n    beams_per_hour = 10\n    # He works 4 hours a day\n    hours_per_day = 4\n    # Total steel beams needed for the skyscraper\n    total_beams = 120\n    \n    # Beams Superman can lift per day\n    beams_per_day = beams_per_hour * hours_per_day\n    # Number of days to lift all beams\n    days_needed = total_beams // beams_per_day\n    if total_beams % beams_per_day != 0:  # If there is a remainder, we need an extra day\n        days_needed += 1\n\n    return days_needed\n\n# Now calling the function and printing the result\nprint(solution())"",
    ""answer"": ""3"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution for this question is accurate. It correctly calculates the number of beams Superman lifts per day (10 beams/hour * 4 hours/day = 40 beams/day) and then determines how many days it would take to lift all 120 beams. Since 120 is divisible by 40, it takes exactly 3 days for Superman to finish lifting all the beams.""
}
"
1285,"
{
  ""question"": ""The Wildcats cheerleading team is making a formation for their routine. They want to form 3 rows. In the first row, there are 5 cheerleaders. The second row has twice as many cheerleaders as the first row. The third row has 3 less than the second row. How many cheerleaders are in the third row?"",
  ""solution"": ""def solution():\n    # The first row has 5 cheerleaders\n    first_row = 5\n    # The second row has twice as many cheerleaders as the first row\n    second_row = 2 * first_row\n    # The third row has 3 less than the second row\n    third_row = second_row - 3\n    # The answer is\n    result = third_row\n    return result"",
  ""answer"": ""7"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of cheerleaders in the second row by doubling the number of cheerleaders in the first row, and then correctly finds the number of cheerleaders in the third row by subtracting 3 from the second row. The third row has 2 * 5 - 3 = 10 - 3 = 7 cheerleaders.""
}
"
1286,"
{
  ""question"": ""Ash caught 15 Pokémon in the morning and then traded some of them to Misty. If he has 8 Pokémon left, how many Pokémon did he trade to Misty?"",
  ""solution"": ""def solution():\n    # Ash caught 15 Pokémon in the morning\n    pokemon_caught = 15\n    # He has 8 Pokémon left after trading some to Misty\n    pokemon_left = 8\n    # The answer is the number of Pokémon he traded away\n    pokemon_traded = pokemon_caught - pokemon_left\n    # Returning the number of Pokémon traded\n    return pokemon_traded"",
  ""answer"": ""7"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of Pokémon traded to Misty by subtracting the number of Pokémon Ash has left from the number of Pokémon he caught in the morning.""
}
"
