,0
913,"{'question': 'A group of 10 paleontologists discovered 3 different types of dinosaur bones. They found 20 T-Rex bones, 15 Triceratops bones, and 10 Brachiosaurus bones. If each paleontologist takes home one bone of each type, how many bones are left in the discovery site?', 'answer': '15', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains context appropriate for a classroom setting, is not strange or unrealistic within the context of a fictional scenario, is free from grammar errors and typos, and requires mathematical operations (subtraction in this case) to arrive at the final correct answer.'}"
914,"
{
   ""question"": ""Captain America has 60 shields made of vibranium. Each shield has 5 stars on it. How many stars are there in total?"",
   ""answer"": ""300"",
   ""appropriateness"": 1.0,
   ""explanation"": ""This question is appropriate for K-8 students as it requires using multiplication, a mathematical operation that falls within the curriculum standards for this grade level. It is not strange or unrealistic within the context of a fictional story (Captain America and his shield are common in comics and movies), it does not contain content that is unsuitable for the classroom, and there are no grammatical errors or typos.""
}
"
915,"
{
  ""question"": ""In a soccer tournament, the Blue team has scored 12 goals in the first three matches. They scored 2 goals in the fourth match, 3 goals in the fifth match, and 4 goals in the sixth match. How many total goals has the Blue team scored in the tournament so far?"",
  ""answer"": ""21"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains no inappropriate content, is realistic within a fictional context, is free from grammar errors and typos, and requires mathematical operations (addition) to arrive at the final correct answer.""
}
"
916,"
{
  ""question"": ""Barbie has 24 dresses in her closet. She decides to give 7 of the dresses to her friends. How many dresses does Barbie have left?"",
  ""answer"": ""17"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, only involves basic subtraction which is suitable for the age group, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires a mathematical operation to arrive at the final correct answer.""
}
"
917,"{
  'question': 'A car rental company has 30 cars. They rent out 10 cars on Monday and 15 cars on Tuesday. 5 cars are returned on Wednesday. How many cars are available for rent on Thursday?',
  'answer': '10',
  'appropriateness': 1.0,
  'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is realistic within a common life context, is free from grammar errors and typos, and requires mathematical operations—specifically, subtraction and addition—to arrive at the final correct answer.'
}"
918,"{
    'question': 'Harry Potter has 24 galleons. He spends 8 galleons on a new wand and 10 galleons on a magical potion. How many galleons does he have left?', 
    'answer': '6', 
    'appropriateness': 1.0, 
    'explanation': 'This question is appropriate for K-8 students as it involves basic subtraction, is within the realm of fictional realism acceptable in an educational setting (referencing a popular children\'s book series), contains language that is appropriate for the classroom, and has no grammar errors or typos.'
}"
919,"{'question': 'A dog breeder has 24 puppies. They want to divide them into 4 equal groups to train them separately. How many puppies will be in each group?', 'answer': '6', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.'}"
920,"{'question': 'Superman can travel at 10,000 miles per hour. How long will it take him to fly from Metropolis to Gotham if the distance between the two cities is 500 miles?', 'answer': '0.05', 'appropriateness': 1.0, 'explanation': 'The question is at an appropriate mathematical level for K-8 students, involving division to calculate time given speed and distance. The content is suitable for a classroom setting, it is not strange for a fictional scenario involving a well-known superhero, contains no grammar errors or typos, and requires a mathematical operation to solve for the correct answer.'}"
921,"
{
    ""question"": ""Captain America has 500 shields in his inventory. He gives 137 shields to Black Widow and 201 shields to Falcon. How many shields does Captain America have left?"",
    ""answer"": ""162"",
    ""appropriateness"": 1.0,
    ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, involves basic subtraction which is suitable for the target age range, contains appropriate language, is not excessively strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
922,"{'question': 'Ash has caught 50 Pokémon. He releases 10 of them, and then catches 20 more. How many Pokémon does Ash have now?', 'answer': '60', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic within the fictional setting of Pokémon, is free from grammatical errors and typos, and requires basic mathematical operations of subtraction and addition to arrive at the final correct answer.'}"
923,"
{
  ""question"": ""Iron Man can fly at a speed of 500 miles per hour. He travels for 4 hours and 30 minutes. How far has he traveled?"",
  ""answer"": ""2250"",
  ""appropriateness"": 0.0,
  ""explanation"": ""This question is not appropriate because the answer provided is incorrect, which may confuse students. The correct calculation would be to multiply 500 miles per hour by 4.5 hours, resulting in 2250 miles. The original answer seems to have confused the multiplication operation.""
}
"
924,"{'question': 'A paleontologist found 3 different types of dinosaur bones. There were 15 Triceratops bones, 20 Stegosaurus bones, and 10 Tyrannosaurus Rex bones. How many dinosaur bones did the paleontologist find in total?', 'answer': '45', 'appropriateness': 1.0, 'explanation': 'This question is educational appropriate as it is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, the scenario is not strange or unrealistic, is free from grammar errors and typos, and requires simple addition to arrive at the final correct answer.'}"
925,"
{
  'question': ""Delta Airline's flight to Tokyo takes 12 hours. The plane travels at an average speed of 550 miles per hour. How far is Tokyo from Delta Airline's departure city?"", 
  'answer': '6600',
  'appropriateness': 1.0,
  'explanation': 'The question is appropriate as it involves a realistic travel scenario and requires a student to understand and apply multiplication to find the total distance (distance = speed × time). It contains suitable content for a K-8 classroom, has no grammar errors or typos, and does not contain any of the elements that would make it inappropriate for educational settings.'
}
"
926,"{
  'question': 'Taylor has 80 pieces of candy. She wants to make goodie bags with 10 pieces of candy in each bag. How many bags can she make?',
  'answer': '8',
  'appropriateness': 1.0,
  'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.'
}"
927,"
{
  ""question"": ""An ice cream truck has 200 ice cream cones. There are 4 flavors: vanilla, chocolate, strawberry, and mint. If there are equal amounts of each flavor, how many ice cream cones of each flavor are there?"",
  ""answer"": ""There are 50.0 ice cream cones of each flavor."",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (division) to arrive at the final correct answer.""
}
"
928,"{'question': 'John has 24 pieces of candy. He wants to divide them equally among his 4 friends. How many pieces of candy will each friend get?', 'answer': '6', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate content, is realistic and feasible, is free from grammar errors and typos, and requires mathematical operations to solve, specifically division.'}"
929,"
{
    ""question"": ""An ice cream shop sells 3 flavors of ice cream: vanilla, chocolate, and strawberry. If they sell 50 cups of vanilla, 30 cups of chocolate, and 20 cups of strawberry every day, how many cups of ice cream do they sell in total each day?"",
    ""answer"": ""100"",
    ""appropriateness"": 1.0,
    ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains language suitable for a classroom setting, is realistic, is free from grammatical errors and typos, and it requires basic addition to arrive at the final correct answer.""
}
"
930,"
{
    ""question"": ""Serena Williams is playing in a tennis tournament. She wins 80% of her matches. If she plays in 10 matches, how many matches will she win?"",
    ""answer"": ""8"",
    ""appropriateness"": 1.0,
    ""explanation"": ""This question requires a student to apply the concept of percentages, which is appropriate for the upper K-8 mathematics curriculum. It involves a realistic situation, contains no inappropriate language, is free of grammatical errors, and requires a mathematical operation (finding 80% of 10) to arrive at the final correct answer.""
}
"
931,"
{
  'question': 'A train traveling at a speed of 80 km/hour covers a distance of 240 km. How long does it take for the train to complete the journey?',
  'answer': '3',
  'appropriateness': 1.0,
  'explanation': 'This question is appropriate for a K-8 student as it involves a basic division problem, which is within the scope of mathematical operations students at this level can handle. The scenario is realistic, the content is appropriate, there are no grammatical errors or typos, and it does not contain any concept that is beyond the K-8 math curriculum.'
}
"
932,"
{
  ""question"": ""Ash has 6 Pikachu, each with a different level of CP (Combat Power). \n\nTheir CP levels are 1000, 1200, 800, 1500, 900, and 1100. \n\nWhat is the average CP of Ash's Pikachu?"",
  ""answer"": ""1083.3333333333333"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is at an appropriate mathematical difficulty level for K-8 students, involves relevant mathematical operations (adding numbers and dividing the sum by the count of numbers), is not strange or unrealistic within the context of the Pokémon universe, contains no inappropriate language or content, is grammatically correct, and is free from typographical errors.""
}
"
933,"
{
  ""question"": ""Super Mario has collected 24 coins in World 1-1. He collects 6 coins in World 1-2, 10 coins in World 1-3, and loses 2 coins in World 1-4. How many coins does he have in total?"",
  ""answer"": ""38"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question involves basic addition and subtraction, which is appropriate for a K-8 mathematical setting. It adheres to the fictional setting rule, as a large number of coins can be collected in video games, and it is not strange or unrealistic in that context. It does not contain inappropriate content or grammatical errors and does indeed require mathematical operations to arrive at the correct answer.""
}
"
934,"{'question': 'The field hockey team has 18 players. The coach wants to split them evenly into 3 teams for practice. How many players will be on each team?', 'answer': '6', 'appropriateness': 1.0, 'explanation': 'This question is appropriately challenging for K-8 students as it involves simple division, which is within the expected mathematical operations for this age group. It is also realistic, contains no inappropriate content, no grammatical errors or typos, and requires students to perform a mathematical operation to solve the problem.'}"
935,"
{
  ""question"": ""Alice baked 24 cookies. She gave 6 cookies to her friend and ate 2 cookies herself. She then divided the remaining cookies equally among her family members. If Alice has 4 family members and they all ate the same number of cookies, how many cookies did each family member get?"",
  ""answer"": ""4"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, involves basic subtraction and division which are within the math operations appropriate for this age group, contains appropriate language, is based in a realistic everyday scenario, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
936,"
{
  ""question"": ""A plane flying from New York to Los Angeles travels at a speed of 500 mph. The distance between the two cities is approximately 2,500 miles. How many hours will it take for the plane to complete the journey?"",
  ""answer"": ""5"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is at an appropriate level for K-8 students as it involves basic division, which is within the skill set of these grade levels. It contains appropriate language, is realistic and grounded in a real-world scenario, and is free from grammar errors and typos.""
}
"
937,"{'question': 'Superman can fly at a speed of 1000 miles per hour. If he flies for 3 hours and takes a break for 30 minutes, how far has he traveled?', 'answer': '3000', 'appropriateness': 0.0, 'explanation': 'The question is flagged as not appropriate due to a factual error in the solution. The provided answer '2500' is incorrect and hence can be misleading. Superman flies for 3 hours at 1000 miles per hour, which equals 3000 miles since the break does not affect the total distance flown. It is essential to provide accurate solutions to avoid confusion and to reinforce proper mathematical understanding.'}"
938,"
{
  ""question"": ""Captain Marvel can fly at a speed of 5000 miles per hour. She is flying from New York to Los Angeles, which is a distance of 2500 miles. How long will it take her to fly from New York to Los Angeles?"",
  ""answer"": ""0.5"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is appropriately leveled for K-8 students as it involves basic division and is within the conceptual range of operations such as speed and time calculation. The context, while fictional, is understandable and engaging for students, and the problem does not contain inappropriate content, grammatical errors, or typos, and it does require a mathematical operation to solve.""
}
"
939,"
{
  ""question"": ""Michael Phelps can swim 200 meters in 1 minute. How long will it take him to swim 1000 meters?"",
  ""answer"": ""5"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, is realistic since it provides factual data about a swimmer's speed, is free from grammar errors and typos, and requires mathematical operations (division or multiplication) to arrive at the final correct answer.""
}
"
940,"
{
  ""question"": ""In a lacrosse game, a player has 3 shots on goal and scores in 2 of them. What is the player's shooting percentage?"",
  ""answer"": ""66.66666666666666"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is at an appropriate educational level for a K-8 student, requiring knowledge of ratios, division, and percentages, which are typically taught before the end of 8th grade. It also contains appropriate language, is not unrealistic or strange, is free from grammar errors and typos, and requires a mathematical operation to determine the answer.""
}
"
941,"
{
  'question': 'The Power Rangers need to save the world from an evil monster. They each have 10 energy points, and they need a total of 50 energy points to defeat the monster. How many Power Rangers need to team up to defeat the monster?',
  'answer': '5',
  'appropriateness': 1.0,
  'explanation': 'This question is appropriate for K-8 students as it involves basic division (50 energy points needed / 10 energy points per Ranger), which is a mathematical operation covered within the K-8 range. The scenario is fictional and involves a popular children’s characters, which is engaging for students and falls within the allowable exaggeration for fictional settings. It also does not contain inappropriate content, grammatical errors, or typos, and it requires a mathematical operation to solve.'
}
"
942,"
{
  ""question"": ""Mario needs to collect 100 coins to win the game. He collects 10 coins with each jump. How many jumps does Mario need to make to collect all the coins he needs to win?"",
  ""answer"": ""10"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic within the context of a video game setting, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
943,"{'question': 'In the 2021 NBA Finals, LeBron James scored a total of 168 points across 6 games. If he scored an equal number of points in each game, how many points did he score per game?', 'answer': '28', 'appropriateness': 1.0, 'explanation': 'This question is appropriate as it is related to a realistic context, does not contain any inappropriate content, and requires students to apply division, which is a mathematical operation within the scope of K-8 math education. It does not contain any grammatical errors or typos and presents a situation that can be solved by performing basic arithmetic.'}"
944,"
{
  ""question"": ""Harry Potter has 15 chocolate frogs. He eats 3 chocolate frogs each day before going to bed. How many days will his chocolate frogs last?"",
  ""answer"": ""5"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic within the context of the fictional Harry Potter universe, is free from grammar errors and typos, and requires basic division—one of the mathematical operations appropriate for students in this age group—to arrive at the final correct answer.""
}
"
945,"
{
  ""question"": ""In Fortnite, a player starts with 100 health points. Each time they get hit by an opponent, they lose 20 health points. If the player is hit 5 times, how many health points do they have left?"",
  ""answer"": ""0"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is based on a fictional setting familiar to many young students, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
946,"{
    'question': 'There are 200 cars in a parking lot. 50 of the cars are red and the rest are blue. How many blue cars are in the parking lot?', 
    'answer': '150', 
    'appropriateness': 1.0, 
    'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic (assuming a simple context where cars can only be red or blue for the sake of the problem), is free from grammar errors and typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.'
}"
947,"
{
  ""question"": ""Hello Kitty collected 50 stickers. She gave 10 stickers to her friend, 5 stickers to her sister, and 15 stickers to her cousin. How many stickers does she have left?"",
  ""answer"": ""20"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, entails simple subtraction, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
948,"{'question': 'During a basketball game, the Lakers made a total of 84 points. LeBron James scored 35 points, and Anthony Davis scored 20 points. How many points were scored by the rest of the Lakers team?', 'answer': '29', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, involves simple subtraction which is a suitable operation for the age group, contains appropriate language, is realistic, is free from grammar errors and typos, and requires a mathematical operation to arrive at the final correct answer.'}"
949,"
{
  ""question"": ""A car rental company charges a base fee of $50 plus $0.25 per mile driven. If a customer rents a car and drives 200 miles, how much will they be charged?"",
  ""answer"": ""100"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
950,"
{
  ""question"": ""A local ice cream shop sells 4 different flavors of ice cream: vanilla, chocolate, strawberry, and mint. Each flavor costs $3 per scoop. If a customer buys 2 scoops of each flavor, how much will their total bill be?"",
  ""answer"": ""24"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, revolves around a realistic and relatable scenario, is free from grammar errors and typos, and requires mathematical operations (multiplication and addition) to arrive at the final correct answer.""
}
"
951,"{'question': 'LeBron James is trying to improve his free throw shooting percentage. He made 20 out of 25 free throws in practice yesterday. What percentage of free throws did he make in practice?', 'answer': '80', 'appropriateness': 1.0, 'explanation': 'This question is appropriate for K-8 students as it deals with calculating percentages, a topic that is often included in the math curriculum for late elementary to middle school levels. The context is realistic and non-violent, and it requires performing division and multiplication to convert a fraction to a percentage, which are operations at a suitable level of difficulty for K-8 students. The question is free from grammar errors and typos.'}"
952,"{'question': 'The Miami Heat scored an average of 103 points in their last 5 games. In their next game, they scored 115 points. What is their new average score for the last 6 games?', 'answer': '105', 'appropriateness': 0.0, 'explanation': 'The answer provided is incorrect, which could lead to confusion for K-8 students. The correct solution involves multiplication to find the total points scored in the last 5 games (5 games * 103 points/game) and addition to include the points from the next game, followed by division to find the new average (total points/6 games). This requires a calculator or advanced arithmetic skills that might be too demanding for K-8 students.'}"
953,"{'question': 'Patrick Mahomes has thrown for 4000 yards in the NFL season so far. He needs to throw for 1000 more yards to break the single-season passing yardage record. If there are 4 games remaining in the season, how many yards per game does he need to average to break the record?', 'answer': '-83.33333333', 'appropriateness': 0.0, 'explanation': 'The question is flagged as educationally inappropriate because the provided answer is factually incorrect and unrealistic as it suggests Patrick Mahomes would need to throw for negative yardage per game, contradicting the scenario of needing to acquire more yards to break a record. Additionally, the mathematical operation is within the grasp of K-8 students, but the inaccuracy of the given answer renders the question inappropriate without a correct solution.'}"
954,"{'question': 'Thor is trying to catch Mjolnir, his hammer, which he threw into the air. If the hammer was thrown at a velocity of 100 meters per second and Thor is standing 50 meters away, how many seconds will it take for him to catch it?', 'answer': '0.5', 'appropriateness': 0.0, 'explanation': 'This question is inappropriate because it is based on an understanding of physics that is not typically covered in the K-8 curriculum, specifically the relationship between velocity, distance, and time. Without additional context or formulas, this problem is more suited for students studying physics or more advanced mathematics, and thus too difficult for a K-8 student.'}"
955,"
{
  ""question"": ""A swimmer can swim 100 meters in 1 minute. How many meters can they swim in 10 minutes?"",
  ""answer"": ""1000"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (multiplication) to arrive at the final correct answer.""
}
"
956,"
{
  ""question"": ""There are 15 cats living in a shelter. 1/3 of the cats are black, while 2/5 of the cats are white. What fraction of the cats are neither black nor white?"",
  ""answer"": ""0.26666666666666666"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, dealing with common fractions and subtraction. The content is appropriate, it is based on realistic numbers of cats for a shelter, it contains no grammar errors or typos, and it requires mathematical operations involving fractions to find the correct answer.""
}
"
957,"{'question': 'A train leaves station A traveling at a speed of 50 miles per hour. Another train leaves station B traveling in the same direction at a speed of 70 miles per hour, 2 hours after the first train left. If the distance between the two stations is 400 miles, how long will it take for the second train to catch up to the first train?', 'answer': '8', 'appropriateness': 0.0, 'explanation': 'This question is too hard for K-8 students as it involves relative speed and the concept of one object catching up to another, which are not typically covered until more advanced algebra courses. Additionally, finding the time it takes for the second train to catch up requires setting up equations and solving a system of equations, which is beyond the basic operations allowable in a K-8 classroom (addition, subtraction, multiplication, division, fractions, decimals).'}
"
958,"{'question': 'Serena Williams has played 100 tennis matches in her career, winning 80% of them. How many matches has she won?', 'answer': '80', 'appropriateness': 1.0, 'explanation': 'This question is appropriate for K-8 students as it involves basic percentage calculation that can be done without a calculator - a skill that is typically covered in this educational range. The content is appropriate, realistic, free from grammar errors and typos, and it requires mathematical operations to arrive at the final correct answer.'}"
959,"{'question': 'Thor, the God of Thunder, has 500 bolts of lightning. He uses 50 bolts per day to power his hammer. How many days can Thor power his hammer with his lightning bolts?', 'answer': '10', 'appropriateness': 1.0, 'explanation': 'The question is written at an appropriate mathematical difficulty for K-8 students, includes appropriate language, and although it uses a fictional character and scenario, this level of exaggeration is acceptable for creating engaging word problems for students. It also contains no grammar errors or typos, and requires division, which is a mathematical operation suitable for K-8 students to practice.'}"
960,"
{
  ""question"": ""Wonder Woman has 4 lassos. Each lasso can bind 8 criminals. If she uses all 4 lassos, how many criminals can she bind in total?"",
  ""answer"": ""32"",
  ""appropriateness"": 0.0,
  ""explanation"": ""Despite the mathematical question being appropriately leveled for K-8 students, this question is not appropriate because it pertains to physically restraining people, which could be considered a form of harm.""
}
"
961,"{'question': 'Spiderman swings at a speed of 50 miles per hour. If he swings for 4 hours, how many miles does he travel?', 'answer': '200', 'appropriateness': 1.0, 'explanation': 'This question is appropriate for K-8 students as it involves simple multiplication, a math operation within the grasp of the targeted age group. It contains a realistic scenario within the fictional context of Spiderman, is free from inappropriate content and grammatical errors, and requires a mathematical operation to solve.'}"
962,"
{
  ""question"": ""Iron Man has 10 different suits. He gives 3 suits to Captain America and 2 suits to Black Widow. How many suits does Iron Man have left?"",
  ""answer"": ""5"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, involves basic subtraction, contains appropriate language, is set in a fictional context which is acceptable, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
963,"{'question': 'Captain America has 100 shields. He gives 25 shields to Bucky and 15 shields to Falcon. How many shields does Captain America have left?', 'answer': '60', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic within the context of a fictional setting, is free from grammar errors and typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.'}"
964,"
{
  ""question"": ""In Minecraft, Steve has 64 blocks of dirt. He wants to build a square base for his house that is 8 blocks wide and 8 blocks long. How many blocks of dirt will Steve have left after building the base of his house?"",
  ""answer"": ""0"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is based on a popular game that is familiar to students which makes it engaging and relatable, is free from grammar errors and typos, and requires mathematical operations (multiplication and subtraction) to arrive at the final correct answer.""
}
"
965,"
{
  ""question"": ""The Mighty Morphin Power Rangers have a total of 30 Megazords. Each Megazord is made up of 5 Zords. How many Zords do they have in total?"",
  ""answer"": ""150"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is appropriate for K-8 students as it involves basic multiplication (30 Megazords times 5 Zords each), contains language suitable for the classroom setting, is not strange or unrealistic within the context of a fictional scenario, does not have grammar errors or typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
966,"
{
  ""question"": ""Taylor Swift is on tour and has 100 tickets for her next concert. 20 of the tickets were given away to fans. 15 tickets were sold online. If the remaining tickets were sold at the door, how many tickets were sold at the door?"",
  ""answer"": ""65"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is realistic, is free from grammar errors or typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.""
}
"
967,"
{
  ""question"": ""There are 5 bags of candy, each with a different number of pieces. The first bag has 20 pieces, the second has 30 pieces, the third has 15 pieces, the fourth has 25 pieces, and the fifth has 10 pieces. If 35 pieces of candy are given away, how many pieces of candy are left in total?"",
  ""answer"": ""65"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (addition and subtraction) to arrive at the final correct answer.""
}
"
968,"
{
  ""question"": ""Spiderman swung 200 meters on his webs to reach the villain's hideout. He then swung 150 meters to the police station. If he swings 80% of the distance he covered to return to his home, how far did he swing in total?"",
  ""answer"": ""630"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question involves addition and finding a percentage of a total, which are both math operations suitable for K-8 students. Additionally, it is framed in an engaging, fictional scenario that contains realistic mathematics despite its fictional nature and does not contain content inappropriate for the classroom. There are no grammatical errors, and the student can solve the question without the use of a calculator.""
}
"
969,"
{
  ""question"": ""The Ninja Turtles are training their martial arts skills. Their sensei, Master Splinter, wants them to perform a sequence of 3 kicks, 2 punches, and 1 jump. If Leonardo practices the sequence 4 times, how many kicks, punches, and jumps did he perform in total?"",
  ""answer"": ""[12, 8, 4]"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students (involving basic multiplication and addition), contains appropriate language, is in a fictional setting with exaggeration that's acceptable, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.""
}
"
970,"{'question': 'Hello Kitty has 24 stickers. She receives 8 more stickers from her friend. She then gives half of her stickers to her little sister. How many stickers does Hello Kitty have left?', 'answer': '16', 'appropriateness': 1.0, 'explanation': 'The mathematical operations required for this question (addition and division by 2) are appropriate for K-8 students. The question features a realistic and relatable scenario, it contains no inappropriate content, no grammatical errors or typos, and requires mathematical operations to arrive at the final correct answer.'}"
971,"{
    'question': 'Captain America has 120 shields. He gives 30 shields to Iron Man and 20 shields to Black Widow. How many shields does Captain America have left?', 
    'answer': '70', 
    'appropriateness': 1.0, 
    'explanation': 'This question is appropriate for K-8 students as it involves basic subtraction and does not include any strange or unrealistic elements, inappropriate content, grammatical errors or typos. It also requires mathematical operations to solve.'
}"
972,"
{
  ""question"": ""During a basketball game, a player scored 14 points in the first quarter, 8 points in the second, 12 points in the third, and 6 points in the fourth. How many points did the player score during the entire game?"",
  ""answer"": ""40"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic (as scoring these amounts in a basketball game is plausible), is free from grammar errors and typos, and requires mathematical operations (addition) to arrive at the final correct answer.""
}
"
973,"
{
    ""question"": ""Naruto can perform 5 jutsu in 10 minutes. How long will it take him to perform 20 jutsu?"",
    ""answer"": ""40"",
    ""appropriateness"": 1.0,
    ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, involves relatable fictional content that does not include exaggerations outside the realm of the fictional setting, contains appropriate language, is free from grammar errors and typos, and requires a simple mathematical operation (multiplication) to arrive at the final correct answer.""
}
"
974,"{'question': 'Batman wants to stock up on his supply of batarangs. He needs 50 batarangs for each of his 10 missions. He already has 20 batarangs in his inventory. How many more batarangs does he need?', 'answer': '480', 'appropriateness': 1.0, 'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language (despite referencing a fictional character), is not strange or unrealistic within that fictional context, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.'}"
975,"
{
  ""question"": ""Black Panther has 1000 vibranium suits in his secret stash. He gives 150 suits to his sister Shuri to study and improve. He then gives 200 suits to his ally, Iron Man, to help in a battle. How many vibranium suits does Black Panther have left in his stash?"",
  ""answer"": ""650"",
  ""appropriateness"": 1.0,
  ""explanation"": ""This question is written at an appropriate mathematical difficulty for K-8 students, includes fictional yet engaging context with characters that may interest students, contains appropriate language, is free from grammar errors and typos, and requires mathematical subtraction to arrive at the final correct answer.""
}
"
976,"```
{
  'question': 'LeBron James scored 30 points in the first game of the season. He scored 35 points in the second game and 40 points in the third game. What was the total number of points scored by LeBron in these three games?',
  'answer': '105',
  'appropriateness': 1.0,
  'explanation': 'This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.'
}
```"
977,"{
  'question': 'Pikachu is trying to catch all 151 original Pokémon. So far, he has caught 78. How many more does he need to catch to complete his goal?',
  'answer': '73',
  'appropriateness': 1.0,
  'explanation': 'This question is suitable for K-8 students as it involves basic subtraction, which is appropriate for the educational level. It is also thematic and engaging without being strange or unrealistic within the context of the Pokémon world, contains no inappropriate content or language, and does not require any advanced mathematical operations or the use of a calculator.'
}"
