,question,solution,answer,topic,question_number
460,The parking lot at the mall has 2000 parking spaces. 80% of the parking spaces are for cars and 20% of the parking spaces are for trucks. 1000 cars are parked in the mall. How many trucks are in the parking lot?,"def solution():
    #2000 is the total number of parking spaces
    total_parking_spaces = 2000
    #80% of the parking spaces are for cars and 20% of the parking spaces are for trucks
    car_parking_spaces = 0.8 * total_parking_spaces
    truck_parking_spaces = 0.2 * total_parking_spaces
    #1000 cars are parked in the mall
    cars_parked = 1000
    #The answer is
    trucks_parked = truck_parking_spaces - cars_parked
    return trucks_parked",-600.0,cars,question_66
609,"In the 1991 Iron Man comic, ""Armor Wars"", Tony Stark, a.k.a. Iron Man, had 12 suits of armor. He had to destroy 2/3 of them to prevent them from falling into the wrong hands. How many suits of armor does he have left?","def solution():
    #Tony Stark had 12 suits of armor
    suits_of_armor_initial = 12
    #He had to destroy 2/3 of them
    suits_of_armor_destroyed = 2/3 * suits_of_armor_initial
    #The answer is
    result = suits_of_armor_initial - suits_of_armor_destroyed
    return result",4.0,Iron Man,question_67
1303,100 cars are in a parking lot. 20 more cars come and park. 35 cars leave. How many cars are left?,"def solution():
    #100 cars are in a parking lot
    cars_in_lot = 100
    #20 more cars come and park
    cars_arrive = 20
    #35 cars leave
    cars_leave = 35
    #The answer is
    result = cars_in_lot + cars_arrive - cars_leave
    return result",85,cars,question_68
37,The Bears have 22 players on the field. The Lions have 20 players. 1/3 of the Bears and 1/5 of the Lions are quarterbacks. How many quarterbacks are there in total?,"def solution():
    #The Bears have 22 players
    bears_players = 22
    #The Lions have 20 players
    lions_players = 20
    #1/3 of the Bears are quarterbacks
    bears_quarterbacks = bears_players / 3
    #1/5 of the Lions are quarterbacks
    lions_quarterbacks = lions_players / 5
    #The answer is
    result = bears_quarterbacks + lions_quarterbacks
    return result",11.333333333333332,football,question_69
175,Superman can fly 1500 miles per hour. How far can he fly in 3.5 hours?,"def solution():
    #Superman can fly 1500 miles per hour
    speed = 1500
    #He flies for 3.5 hours
    time = 3.5
    #The answer is
    result = speed * time
    return result",5250.0,Superman,question_70
1026,A 10-car train is 1500 feet long. A 20-car train is 2500 feet long. How much longer is a 20-car train than a 10-car train?,"def solution():
    #10-car train is 1500 feet long
    ten_car_train_length = 1500
    #20-car train is 2500 feet long
    twenty_car_train_length = 2500
    #The answer is
    result = twenty_car_train_length - ten_car_train_length
    return result",1000,cars,question_71
8,A Pokémon trainer has 30 Pokéballs. They use 2 Pokéballs to catch 2 Pikachus and 3 Pokéballs to catch 3 Squirtles. How many Pokéballs do they have left?,"def solution():
    #The trainer started with 30 Pokéballs
    pokeballs_initial = 30
    #They used 2 Pokéballs to catch 2 Pikachus
    pokeballs_used_pikachus = 2
    #They used 3 Pokéballs to catch 3 Squirtles
    pokeballs_used_squirtles = 3
    #The answer is
    result = pokeballs_initial - pokeballs_used_pikachus - pokeballs_used_squirtles
    return result",25,Pokémon,question_72
783,"A volleyball team has 12 players. 4 of them are setters, 5 of them are outside hitters, and 3 of them are middle blockers. How many players are not in any of these three positions?","def solution():
    #The volleyball team has 12 players
    total_players = 12
    #4 of them are setters
    setters = 4
    #5 of them are outside hitters
    outside_hitters = 5
    #3 of them are middle blockers
    middle_blockers = 3
    #The players not in any of these three positions is
    result = total_players - setters - outside_hitters - middle_blockers
    return result",0,volleyball,question_73
440,24000 people live in a small town. 25% of the population is under the age of 10. 10% of the population is over the age of 65. 65% of the population is between the ages of 10 and 65. How many people are between the ages of 10 and 65?,"def solution():
    #Total population
    total_population = 24000
    #Percentage of the population under 10
    under_10 = 25
    #Percentage of the population over 65
    over_65 = 10
    #Percentage of the population between 10 and 65
    between_10_65 = 65
    #The answer is
    result = (between_10_65 / 100) * total_population
    return result",15600.0,,question_74
122,Pikachu and Charmander are fighting. Pikachu has 200 HP. Charmander has 150 HP. Pikachu's Thunderbolt attack does 40 damage. Charmander's Ember attack does 25 damage. How many rounds of Thunderbolt and Ember does it take for one of them to faint?,"def solution():
    #Pikachu's HP
    pikachu_hp = 200
    #Charmander's HP
    charmander_hp = 150
    #Pikachu's Thunderbolt does 40 damage
    pikachu_attack = 40
    #Charmander's Ember does 25 damage
    charmander_attack = 25
    #The answer is
    result = (pikachu_hp - charmander_hp) / pikachu_attack + (charmander_hp - pikachu_hp) / charmander_attack
    return result",-0.75,Pokémon,question_75
352,"In the Mushroom Kingdom, there are 200 toads. 25% of them are in the Mushroom Forest, 50% of them are in the Flower Field, and the rest are in the Lava Cave. How many toads are in the Lava Cave?","def solution():
    #Total number of toads
    total_toads = 200
    #Percentage of toads in the Mushroom Forest
    mushroom_forest_toads = 0.25
    #Percentage of toads in the Flower Field
    flower_field_toads = 0.50
    #Percentage of toads in the Lava Cave
    lava_cave_toads = 1.0 - mushroom_forest_toads - flower_field_toads
    #The answer is
    result = total_toads * lava_cave_toads
    return result",50.0,Super Mario,question_76
504,"Thor, the God of Thunder, is a 6'3"" tall.  He is 12"" taller than his brother Loki.  How tall is Loki?","def solution():
    #Thor is 6'3"" tall
    thor_height = 6.3
    #Loki is 12"" shorter
    loki_height = thor_height - 12
    return loki_height",-5.7,Thor,question_77
944,"A swimmer is 1000 meters from the shore. The swimmer swims 200 meters, then 300 more than that. How far is the swimmer from the shore?","def solution():
    #The swimmer is 1000 meters from the shore
    distance_from_shore_initial = 1000
    #The swimmer swims 200 meters
    distance_swum_1 = 200
    #Then 300 more than that
    distance_swum_2 = 300
    #The answer is
    result = distance_from_shore_initial - distance_swum_1 - distance_swum_2
    return result",500,swimming,question_78
60,"A herd of unicorns has 100 unicorns. 25 of the unicorns are pink, 23 of the unicorns are purple, and 12 of the unicorns are both pink and purple. How many unicorns are neither pink nor purple?","def solution():
    #total number of unicorns
    total_unicorns = 100
    #number of pink unicorns
    pink_unicorns = 25
    #number of purple unicorns
    purple_unicorns = 23
    #number of unicorns that are both pink and purple
    both_unicorns = 12
    #number of unicorns that are neither pink nor purple
    neither_unicorns = total_unicorns - pink_unicorns - purple_unicorns + both_unicorns
    return neither_unicorns",64,unicorns,question_79
1231,Naruto ate 30 ramen noodles on Tuesday. He ate 10 more on Wednesday and 20 more on Thursday. How many ramen noodles did he eat in total?,"def solution():
    #Naruto ate 30 ramen noodles on Tuesday
    ramen_noodles_tuesday = 30
    #He ate 10 more on Wednesday
    ramen_noodles_wednesday = 10
    #And 20 more on Thursday
    ramen_noodles_thursday = 20
    #The answer is
    result = ramen_noodles_tuesday + ramen_noodles_wednesday + ramen_noodles_thursday
    return result",60,Naruto,question_80
208,The soccer team has 20 players. 10 of the players are on the field and the rest are on the bench. 3 of the players on the bench are goalies. How many players on the bench are not goalies?,"def solution():
    #20 players in total
    total_players = 20
    #10 players on the field
    players_on_field = 10
    #10 players on the bench
    players_on_bench = total_players - players_on_field
    #3 of the players on the bench are goalies
    goalies = 3
    #The rest are not goalies. The answer is
    result = players_on_bench - goalies
    return result",7,soccer,question_81
87,"Thor, the God of Thunder, is a powerful deity.  He can hurl his hammer, Mjolnir, at 1000 miles per hour.  If he hurls it at that speed, how long, in seconds, does it take to travel 1000 miles? (Hint: the answer is not 1000.  Thor's hammer does not travel in a straight line.  It follows a parabolic trajectory.)","def solution():
    # g is the acceleration due to gravity, 9.8 m/s^2
    g = 9.8
    # v is the initial velocity, 1000 mph = 447 m/s
    v = 1000 / 2.23694 * 447
    # t is the time it takes for the hammer to travel 1000 miles
    t = 2 * (447 ** 2) / g
    return t",40777.34693877551,Thor,question_82
705,Barbie has 300 pink pearls. She wears 30 of them in a necklace. She wears 20 of them in a bracelet. She wears 10 of them in a crown. How many pearls does she have left?,"def solution():
    #Barbie started with 300 pearls
    pearls_initial = 300
    #She wore 30 in a necklace
    pearls_necklace = 30
    #She wore 20 in a bracelet
    pearls_bracelet = 20
    #She wore 10 in a crown
    pearls_crown = 10
    #The answer is
    result = pearls_initial - pearls_necklace - pearls_bracelet - pearls_crown
    return result",240,Barbie,question_83
1353,A plane flies 1200 miles in 3 hours. How many miles does it fly in 11 hours?,"def solution():
    #The plane flies 1200 miles in 3 hours
    miles_per_hour = 1200 / 3
    #It flies for 11 hours
    hours = 11
    #The answer is
    result = miles_per_hour * hours
    return result",4400.0,planes,question_84
413,The 24-member swim team has 12 boys and the rest are girls. 1/3 of the girls are 10 years old. 1/2 of the 10-year-old girls have a sister on the team. How many 10-year-old girls with a sister on the team are there?,"def solution():
    #The team has 24 members
    total_members = 24
    #12 of them are boys
    boys = 12
    #The rest are girls
    girls = total_members - boys
    #1/3 of the girls are 10 years old
    ten_year_old_girls = girls / 3
    #1/2 of the 10-year-old girls have a sister on the team
    sisters = ten_year_old_girls / 2
    #The answer is
    result = int(sisters)
    return result",2,swimming,question_85
