,question,solvability,explanation
1017,Batman has 1000 batarangs. 200 of them are the exploding kind. 300 of them are the smoke kind. 500 of them are the regular kind. How many batarangs are the smoke kind?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. The number of smoke kind batarangs is clearly stated as 300.
1018,Thor is the God of Thunder. He is 2000 feet tall. He is 2000 feet taller than the Empire State Building. How tall is the Empire State Building?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By stating that Thor is 2000 feet taller than the Empire State Building, it is implied that the height of the Empire State Building is 2000 feet less than Thor's height, which is 2000 feet."
1019,"Batman has 1000 batarangs. 200 of them are in the Batcave, 300 of them are in the Batmobile, 200 of them are in the Batwing, and the rest are in the Batboat. How many batarangs are in the Batboat?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By adding up the batarangs in the Batcave, Batmobile, and Batwing, we can subtract from the total to get the remaining number in the Batboat."
1020,"Captain America, the superhero, is 100 years old. He was 25 years old when he first became a superhero. How many years has he been a superhero?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the age when Captain America first became a superhero (25 years old) from his current age (100 years old), we can find out how many years he has been a superhero."
1021,"A lacrosse team has 11 players. 3 of the players are from the attack, 4 of the players are from the midfield, and 4 of the players are from the defense. 

How many players are on the lacrosse team?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. Although it seems redundant since the team's total number of players is given at the beginning, the addition of the number of players in different positions confirms this total."
1022,"Barbie has 1000 toys. 200 of the toys are cars. 300 of the toys are dolls. 500 of the toys are bikes. 

How many toys does Barbie have that are not cars, dolls, or bikes?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By adding up the toys that are cars, dolls, and bikes, and subtracting from the total, we can find out how many toys are not in those categories."
1023,Wonder Woman has 1000 lassos.  She uses 200 to capture criminals.  She then gives 300 to the Justice League.  How many lassos does she have left?,1.0,This question arrives at one correct answer and contains all the information needed to solve it
1024,"A pizza is cut into 8 slices. 3 of the slices have pepperoni, 2 of the slices have mushrooms, and 1 of the slices has pineapple. How many slices of pizza do not have toppings?",0.0,"The question is ambiguous because it doesn't specify whether the slices with different toppings are mutually exclusive or if the toppings can occur together on the same slice, so it is not possible to determine the exact number of slices without toppings."
1025,The University of Virginia men's lacrosse team has 40 players. 10 of the players are from Virginia. 15 of the players are from New York. 12 of the players are from Maryland. The rest of the players are from New Jersey. How many players are from New Jersey?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The total number of players is given, and the number of players from three states is provided. By subtracting the sum of the players from Virginia, New York, and Maryland from the total number of players, we can determine how many players are from New Jersey."
1026,Iron Man is a superhero who flies around in a high-tech suit. He has 200 repulsor blasts. He uses 100 of them to fight the bad guys. He then recharges his suit and has 50% more repulsor blasts. How many repulsor blasts does he have now?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. After using 100 blasts, he has 100 left. Recharging adds 50% more, which is calculable."
1027,"A cat has 7 toes on each paw. 
How many toes does a 3-legged cat have?",1.0,"Despite the unusual number of toes for a cat, the question is solvable as it provides the necessary information. It states the number of toes on each paw and the number of paws the cat has. The multiplication of 7 toes per paw times 3 paws leads to a single correct answer."
1028,"A plane can carry 200 people. 1/3 of the passengers are in first class, 1/2 of the first class passengers are men. 1/4 of the men in first class are wearing hats. How many men in first class on the plane are not wearing hats?",1.0,"This question is solvable. It contains all the necessary information and the calculations do not lead to negative or impossible numbers. The solver must deal with the rounding down of fractional passengers appropriately, assuming whole numbers for passengers."
1029,A bakery bakes 1200 chocolate chip cookies on Monday. 1500 on Tuesday. 1800 on Wednesday. 2100 on Thursday. 2400 on Friday. How many cookies did the bakery bake that week?,1.0,This question arrives at one correct answer by summing the number of cookies baked each day. It contains all the information necessary to solve the problem.
1030,"In Fortnite, there are 4 players in a squad. 2 of the players are on a mission. 1 of the players is on a different mission. 1 of the players is in the base. How many players are not in the base?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. We have a total of 4 players, 1 player is in the base, so the remaining 3 players are not in the base."
1031,"A trainer has 500 Pokémon. 200 of the Pokémon are Pikachus. 100 of the Pokémon are Squirtles. 150 of the Pokémon are Charmanders. How many of the Pokémon are not Pikachus, Squirtles, or Charmanders?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the sum of Pikachus, Squirtles, and Charmanders from the total number of Pokémon, we can find out how many are not of these three types."
1032,A Minecraft player has 1000 blocks. He uses 200 blocks to build a house. He uses 100 blocks to build a fence. He uses 100 more blocks to build a garden. How many blocks does he have left?,1.0,"This question is solvable. It gives the total number of blocks the player starts with and outlines the specific amounts used for different construction projects. By subtracting the total amount of blocks used from the initial quantity, the student can arrive at a single correct answer for the number of blocks remaining."
1033,Barbie has 1000 outfits. 40% of them are for the summer. 20% of the summer outfits are in the Hamptons. How many of Barbie's summer outfits in the Hamptons are there?,1.0,"This question has one correct answer. It contains all the necessary information required to solve the problem: the total number of outfits, the percent that are for summer, and the percent of those that are located in the Hamptons. No negative numbers or undefined variables are involved."
1034,"Taylor Swift has 12000 Twitter followers. 20% of her followers are from the US, 40% are from the UK, and 10% are from Australia. The rest of her followers are from Canada. How many of her followers are from Canada?",1.0,"This question arrives at one correct answer. The total percentage of followers from the US, UK, and Australia is given, which allows us to calculate the remaining percentage of followers from Canada."
1035,"A bakery has 1000 cookies. 200 of the cookies are chocolate chip, 300 of them are oatmeal raisin, and the rest are peanut butter. How many peanut butter cookies are there?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the total number of chocolate chip and oatmeal raisin cookies from the total number of cookies, we can find the number of peanut butter cookies."
1036,A pizza is cut into 12 slices. 4 slices are eaten. How many slices are left?,1.0,This question arrives at one correct answer and contains all the information needed to solve it
1037,Harry Potter has 50 galleons. 10 galleons are in his vault at Gringotts. 20 galleons are in his piggy bank. 5 galleons are in his pockets. How many galleons does he have in total?,0.0,"This question is not solvable as presented because it contains conflicting information. It states that Harry has 50 galleons in total, but also lists amounts in different locations which sum to only 35 galleons (10 + 20 + 5), which cannot then add up to 50 galleons in total. There is either missing information or a mistake in the wording of the problem."
1038,"Thor, the God of Thunder, has 500 lightning bolts. He uses 200 lightning bolts to fight the Frost Giants. He then uses 300 lightning bolts to fight the Dark Elves. How many lightning bolts does he have left?",0.0,"The question cannot be solved as stated because it would require Thor to use a total of 500 lightning bolts (200 + 300), which would leave him with a negative number of lightning bolts. Since it's not possible to have a negative count of physical items like lightning bolts, the problem is unsolvable without revising the numbers or assuming Thor can go into a negative lightning bolt count."
1039,Barbie has 1000 shoes. 200 of the shoes are high heels. 300 of the shoes are sneakers. 100 of the shoes are boots. The rest of the shoes are sandals. How many of the shoes are sandals?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The number of each type of shoe is given, and they can be subtracted from the total to find the remaining number of sandals."
1040,Hello Kitty has 1000 yen. She spends 200 yen on a new bow. How many yen does she have left?,1.0,This question arrives at one correct answer and contains all the information needed to solve it
1041,"Harry Potter, Ron Weasley, and Hermione Granger each have 100 galleons. Ron Weasley has 20 more galleons than Hermione Granger. How many galleons does Harry Potter have?",1.0,"This question gives contradictory information but is still solvable. It initially states that each character has 100 galleons, which directly answers the question about Harry Potter's galleons. The statement about Ron having 20 more galleons than Hermione is unnecessary for solving the question about Harry's galleons."
1042,"Superman is 10,000 feet above the ground. He flies 2,000 feet down, and then 1,000 feet back up. 
How high is he now?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting and then adding the respective feet, we can easily calculate Superman's height above the ground."
1043,"Wonder Woman can run 2000 meters in 10 minutes.
She can run 1000 meters in 5 minutes.
How many meters can she run in 15 minutes?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. Since the rates of running are consistent, we can infer that Wonder Woman can run at a rate of 200 meters per minute (2000 meters / 10 minutes). Therefore, in 15 minutes, she can run 200 meters/minute * 15 minutes = 3000 meters."
1044,"Hello Kitty has 5000 yen. 
She spends 1000 yen on a new bow. 
She spends 2000 yen on a new dress. 
How much money does she have left?",1.0,This question arrives at one correct answer and contains all the information needed to solve it. Hello Kitty starts with 5000 yen and spends a total of 1000 + 2000 = 3000 yen. Subtracting the spent amount from the initial amount will give the money left.
1045,Patrick Mahomes threw 50 touchdowns in 2018. He threw 42 in 2019. He threw 38 in 2020. How many touchdowns did he throw in total?,1.0,This question arrives at one correct answer and contains all the information needed to solve it
1046,"Iron Man has 120 repulsor blasts. He uses 20 in the morning, 25 in the afternoon, and 10 in the evening. How many repulsor blasts does he have left?",1.0,This question arrives at one correct answer and contains all the information needed to solve it
1047,"Naruto has 200 ryo. He spends 20 ryo on ramen, 40 ryo on a new headband, and 30 ryo on a new kunai. How much ryo does he have left?",1.0,This question arrives at one correct answer and contains all the information needed to solve it
1048,Patrick Mahomes has 5000 yards. 2000 of them are rushing yards. 10% of the passing yards are interceptions. 400 more rushing yards are lost. How many total yards does Patrick Mahomes have?,0.0,"The question provides unnecessary information about the percentage of interceptions without explaining how this affects the total yards. It also does not clearly state whether the '400 more rushing yards lost' should be subtracted from the total yardage. As a result, the question cannot be solved with one clear answer."
1049,"Serena Williams has 23 Grand Slam titles. 11 of the titles are from Wimbledon, 6 are from the Australian Open, 3 are from the French Open, and the rest are from the US Open. How many titles does she have from the US Open?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. Simply add the quantities from Wimbledon, the Australian Open, and the French Open, then subtract that sum from the total Grand Slam titles."
1050,A soccer team has 11 players. 2 of the players are goalies. 3 of the players are defenders. 5 of the players are midfielders. How many players are forwards?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. There are 11 players in total, and by subtracting the goalies, defenders, and midfielders, we can determine that there is 1 player left who must be a forward."
1051,"Super Mario has 1000 coins. He spends 200 coins on a mushroom, 300 coins on a fire flower, and 100 coins on a star. How many coins does he have left?",1.0,This question arrives at one correct answer and contains all the information needed to solve it
1052,"Hello Kitty has 1000 yen. 
She spends 200 yen on a new bow. 
She spends 300 yen on a new dress. 
How much money does she have left?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The initial amount is given, and the amounts spent are specified, allowing for a simple subtraction to find the remaining yen."
1053,Naruto ate 12 ramen noodles for lunch. He ate 5 more ramen noodles for dinner. How many ramen noodles did he eat in all?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. The total number of ramen noodles eaten is the sum of the noodles eaten at lunch and dinner.
1054,Captain Marvel has 1000 punches. She uses 100 punches to defeat a villain.  Then she uses 200 punches to defeat another villain.  How many punches does she have left?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. Captain Marvel starts with 1000 punches, uses 100 punches first, then 200 punches next. The student can simply subtract the used punches from the total to find the number of punches left."
1055,"A candy store has 1000 lollipops. 200 of them are red, 300 of them are blue, and the rest are green. How many green lollipops are there?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. It states the total number of lollipops and the quantities of red and blue lollipops, allowing us to calculate the green lollipops."
1056,A dog has 4 legs. A human has 2 legs. 1000 dogs and 1000 humans are at a park. How many more legs do the dogs at the park have than the humans?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The number of legs each dog has and the number of legs each human has is given, as well as the total number of each at the park, allowing a student to calculate the total number of legs for both and find the difference."
1057,"A pizza is cut into 8 slices. 

4 of the slices are pepperoni. 

2 of the slices are mushroom. 

1 of the slices is pepperoni and mushroom. 

1 of the slices is just cheese. 

How many slices of pizza have toppings?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The total number of slices with toppings equals the sum of slices with pepperoni, mushroom, and cheese, including the slice that has both pepperoni and mushroom. All slices listed have toppings, so the answer is 8."
1058,A cat has 7 toes on each paw. How many toes does a 3-legged cat have?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The number of toes per paw is provided, and the number of paws is stated. Multiplying these values gives the total number of toes."
1059,"2000 planes are in the air. 1000 of them are Boeings, 500 of them are Airbuses, and the rest are McDonnell-Douglas. How many McDonnell-Douglas planes are in the air?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the number of Boeings and Airbuses from the total number of planes, we can determine the number of McDonnell-Douglas planes."
1060,"A lacrosse team has 15 players. 
Each player has 2 sticks. 
Each stick has 12 strings. 
How many strings are on all of the sticks?",1.0,This question provides all the necessary information and operations to arrive at a single correct answer without ambiguity. It involves simple multiplication: 15 players times 2 sticks per player times 12 strings per stick.
1061,Captain America can punch 25 times per minute. 50% of his punches are jabs. 25% of his punches are hooks. 25% of his punches are uppercuts. How many uppercuts can he throw in 10 minutes?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. It provides the number of punches per minute and the percentage of uppercuts, so the number of uppercuts can be calculated straightforwardly."
1062,"1200 dogs are at the dog park. 200 of them are pugs, 300 of them are golden retrievers, and 100 of them are dachshunds. How many of the dogs are not pugs, golden retrievers, or dachshunds?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. We subtract the total number of pugs, golden retrievers, and dachshunds from the total number of dogs at the park to get the answer."
1063,Steph Curry has 2000 points. He scores 200 more points in each of the next 10 games. How many points does he have now?,0.0,"The question seems to attempt to describe a scenario where the number of points increases over successive games, yet it fails to establish a clear initial point reference for these increases. Specifically, the wording '200 more points in each of the next 10 games' is ambiguous. It is unclear whether '200 more' is relative to the points scored in the previous game or just an additional flat amount of 200 points each game. To make this solvable, it needs to specify if Steph Curry scores 200 points in addition to a certain amount each game or if it is a fixed 200 points per game."
1064,Super Mario has 1000 coins. He is to pay 100 coins to the toll booth and 200 coins to the orphanage. How many coins does he have left?,1.0,This question arrives at one correct answer and contains all the information needed to solve it
1065,Spiderman has 120 spiderwebs. He used 20 spiderwebs to stop 20 bad guys. 10 of the bad guys got away. How many spiderwebs does he have left?,1.0,"The number of bad guys that got away does not change the number of webs used. The problem states Spiderman started with 120 webs and used 20, so it is solvable by subtracting the webs used from the starting amount. The question has one correct answer and all the information needed to solve it."
1066,"Black Panther is 123,000,000 miles from Wakanda. He can travel at 12,000,000 miles per hour. How many hours will it take him to get to Wakanda?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By dividing the distance by the speed, students can find the time it takes Black Panther to reach Wakanda."
1067,Black Panther can run 1000 miles in 20 minutes. How many miles can he run in 4 hours?,1.0,This question can be solved by converting the time from minutes to hours and using a ratio or unit rate to determine the total distance that can be covered in the given time span. There is enough information provided and the situation does not bring up any concern about negative numbers.
1068,Batman can punch 20 times per minute. He fights for 5 minutes. How many punches does he throw?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the number of punches Batman can throw per minute by the number of minutes he fights, we can determine the total punches thrown."
1069,"A cat has 9 lives. 3 of the lives are black, 4 of the lives are white, and 2 of the lives are calico. How many of the lives are not black, white, or calico?",1.0,"This question arrives at one correct answer, which is 0, by adding up the black, white, and calico lives and determining that all 9 lives have been accounted for with no lives remaining to be any other color or type."
1070,"Serena Williams is 6'2"" tall. Her sister, Venus, is 6'1"" tall. How many more inches is Serena taller than Venus?",1.0,This question arrives at one correct answer and contains all the information needed to solve it. The height difference is a simple subtraction problem.
1071,A dog has 4 legs. 2 of the legs are in the front. 2 of the legs are in the back. How many legs does a dog have in the front and in the back?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. The sum of legs in the front and back is clearly defined and is equal to the total number of legs a dog has.
1072,"Wonder Woman is a superhero. She has 12 lassos, 15 swords, and 20 shields. How many weapons does she have in total?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By simply adding up the items given (lassos, swords, and shields), we can get the total count of weapons."
1073,"Naruto has 1000 ryo. 200 ryo are in the village, 300 ryo are in the Land of Waves, and the rest are in the Land of Fire. How many ryo does Naruto have in the Land of Fire?",1.0,"This question arrives at one correct answer and contains all the information necessary to solve it. The total amount of ryo Naruto has is given, as well as the amounts in two specific locations. By subtracting the amounts in the village and the Land of Waves from the total, one can find the remaining amount in the Land of Fire."
1074,A paleontologist is on an expedition in the Gobi Desert. He discovers 1000 dinosaur bones. 200 of them are from a Tyrannosaurus Rex. 300 of them are from a Triceratops. 500 of them are from a Brachiosaurus. How many dinosaur bones are from a different species of dinosaur?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The number of bones from each species is given, and the total number of bones is given. Subtracting the sum of the specific species' bones from the total will provide the number of bones from different species."
1075,Wonder Woman can lasso 20 villains in 10 seconds. How many villains can she lasso in 30 seconds?,1.0,"This question allows for a direct linear extrapolation based on the provided information. It implies a consistent rate of lassoing, and the time interval is a simple multiple of the original. Therefore, it has one correct answer and contains all the necessary information to solve it."
1076,I have 1000 pieces of candy. I ate 100 pieces on Tuesday. I ate 200 pieces on Wednesday. I ate 300 pieces on Thursday. How many pieces of candy do I have left?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. A total of 600 pieces (100 on Tuesday, 200 on Wednesday, 300 on Thursday) have been eaten which can be subtracted from the initial 1000 pieces."
1077,"Captain Marvel can punch 20 times a second. If she's punching for 20 seconds, how many punches does she throw?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The rate is given (20 punches per second), and the duration is provided (20 seconds), which allows for a straightforward multiplication to find the total number of punches."
1078,"Barbie has 1000 shoes. 200 of them are high heels. 300 of them are sneakers. 500 of them are flip flops. How many of the shoes are not high heels, sneakers, or flip flops?",,
1079,"Black Panther has 1000 vibranium nuggets. He used 500 to make a new suit, 200 to make a new helmet, and 300 to make a new necklace. How many vibranium nuggets does he have left?",0.0,"This question has an issue because after using 500 nuggets for a suit, 200 for a helmet, and 300 for a necklace, Black Panther would have used a total of 1000 nuggets, which means he has 0 nuggets left. However, the language 'How many vibranium nuggets does he have left?' implies that there should be some nuggets remaining. This seems to be a trick question, but it is not framed as such, and the expectation in math word problems is that there would be a positive quantity remaining unless the context clearly sets up a scenario with zero or negative results."
1080,Thor is the God of Thunder. He has 10000 thunderbolts. He uses 1000 thunderbolts to destroy a fortress. He uses 2000 thunderbolts to destroy a castle. How many thunderbolts does he have left?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it: the total number of thunderbolts Thor starts with and the number of thunderbolts used for two actions. By subtracting the thunderbolts used for each action from the total, we can find the number of thunderbolts Thor has left."
1081,"A Pokémon trainer has 30 Pokémon. 10 of them are Pikachus, 10 of them are Squirtles, and 10 of them are Charmanders. How many of the trainer's Pokémon are not Pikachus, Squirtles, or Charmanders?",0.0,"The question presents conflicting scenarios. It implies that all 30 Pokémon are accounted for as Pikachus, Squirtles, or Charmanders. Thus, asking for the number of Pokémon that are not one of these types does not make sense, as it contradicts the initial statement that all Pokémon belong to one of these three types."
1082,"Patrick Mahomes has 42 touchdowns. 15 of the touchdowns are rushing, 20 are passing, and the rest are from a fumble recovery. How many touchdowns are from a fumble recovery?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. We know the total number of touchdowns and the specific numbers for rushing and passing touchdowns, allowing us to calculate the remaining touchdowns from fumble recoveries."
1083,A cat has 20 toys. It loses 4 toys. It then gains 12 toys. How many toys does the cat have now?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. It presents a clear sequence of events that can be applied algebraically (20 - 4 + 12) to get the final number of toys.
1084,"Patrick Mahomes, the quarterback for the Kansas City Chiefs, is the best quarterback in the NFL. He has 50,000 passing yards. He has 20,000 more rushing yards than he has passing yards. 

How many total yards does Patrick Mahomes have?",0.0,"The question contains an error in stating that Mahomes has 20,000 more rushing yards than passing yards, which is highly improbable given typical football statistics, and it might lead to confusion. Furthermore, the initial statement about him being the best is subjective and irrelevant to solving the problem. If the number of rushing yards was realistic and objective, along with discarding the subjective claim, the problem could be considered solvable."
1085,"Captain Marvel can punch 1000 times in a minute. 
If she punches 1000 times in a minute for 10 minutes, how many punches has she thrown?",1.0,This question contains all the information necessary to solve the problem. Multiplying the number of punches per minute by the number of minutes gives the total number of punches.
1086,Iron Man can fly 500 miles per hour. He needs to fly 3000 miles to get to the Avengers. How many hours will it take him to get to the Avengers?,1.0,This question arrives at one correct answer by dividing the total distance (3000 miles) by the speed (500 miles per hour). It contains all the necessary information needed to solve it.
1087,"Black Panther has 200 vibranium-powered punches. He uses 100 punches in the morning, 50 punches in the afternoon, and 25 punches in the evening. How many vibranium-powered punches does he have left?",1.0,This question arrives at one correct answer and contains all the information needed to solve it. The total number of punches used in a day is given which can be subtracted from the initial amount to find the number of punches left.
1088,"A dog is 30 inches tall. 
A wolf is 50% taller than a dog. 
A giraffe is 200% taller than a wolf. 
How many inches tall is a giraffe?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. First, calculate how tall the wolf is: A wolf is 50% taller than a dog, so it's 30 inches + (50% of 30 inches) = 30 inches + 15 inches = 45 inches tall. Then calculate how tall the giraffe is: A giraffe is 200% taller than a wolf, so it's 45 inches + (200% of 45 inches) = 45 inches + 90 inches = 135 inches tall."
1089,Iron Man has 32000 experience points. He needs 50000 experience points to get to the next level. He also needs 20000 experience points to enchant a pickaxe. How many more experience points does he need to get to the next level and enchant a pickaxe?,0.0,"This question potentially contains conflicting information. It's not clear whether the experience points needed for enchanting a pickaxe are included in or separate from the experience points needed for reaching the next level. If they are separate, the question is solvable, but if enchanting the pickaxe requires experience points that would also count towards reaching the next level, then the question is missing information about whether these are two separate goals that can be pursued independently. Without a clear understanding of whether the experience points are cumulative or can overlap, it is not possible to definitively solve the problem."
1090,"Steve is mining in Minecraft. He has 1000 blocks of dirt, 2000 blocks of cobblestone, 3000 blocks of sand, and 4000 blocks of gravel. How many blocks does he have in total?",1.0,This question arrives at one correct answer and contains all the information needed to solve it by adding up the number of blocks of each type.
1091,Naruto has 300 ryo. He spends 100 ryo on a new headband and 200 ryo on a new outfit. How much ryo does he have left?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. Naruto starts with 300 ryo, and the amounts spent on each item are given, allowing for a simple subtraction to find the amount remaining."
1092,"A candy store has 100 lollipops. 50 of the lollipops are red. 30 of the lollipops are blue. 20 of the lollipops are green. How many of the lollipops are not red, blue, or green?",0.0,"The question states there are 100 lollipops in total and then gives the counts of red, blue, and green lollipops. However, the sum of the red, blue, and green lollipops exceeds the total number of lollipops given (50+30+20=100), leaving no room for any lollipops that are not red, blue, or green. There seems to be conflicting information, so the problem is not solvable as it stands."
1093,Batman has 200 Batarangs. He used 100 of them to fight 100 criminals. He then used 50 of them to fight 50 more criminals. How many Batarangs does he have left?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. It does not result in a negative number, and the arithmetic operations are clearly defined."
1094,"1000 unicorns are grazing in a field. 200 of the unicorns are pink, 300 are purple, 400 are blue, and the rest are yellow. How many yellow unicorns are there?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. The numbers given for pink, purple, and blue unicorns add up to less than the total number of unicorns, so subtracting the sum of the pink, purple, and blue unicorns from the total will yield the number of yellow unicorns without resulting in a negative number."
1095,"A soccer team has 25 players. 10 of the players are forwards, 8 of the players are midfielders, and the rest are defenders. 3 of the defenders are goalies. How many defenders that are not goalies are on the team?",1.0,"The question arrives at one correct answer and contains all necessary information. We can calculate the total number of defenders by subtracting the number of forwards and midfielders from the total players, and then subtract the goalies from that number to find the number of defenders who are not goalies."
1096,"The New England Patriots have 50000 fans. 20000 of them are in New England, 10000 of them are in New York, and the rest are in other states. 2000 of the fans in other states are in California. How many fans are in other states besides California?",1.0,This question arrives at one correct answer and contains all the information needed to solve it. The problem is clearly defined and solvable using basic subtraction operations.
1097,"A field hockey team has 15 players. 
3 of the players are 16 years old, 4 are 17, 5 are 18, and the rest are 15. 
How many players are 15?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the number of players of other ages from the total, we can find out how many are 15."
1098,"Steph Curry has 10000 points. 2000 of his points are from 3-pointers, 4000 are from 2-pointers, and the rest are from free throws. How many of his points are from free throws?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the points from 3-pointers and 2-pointers from the total points, we can find the points from free throws."
1099,Super Mario has 2000 coins. He spends 500 coins on mushrooms. He spends 300 coins on fire flowers. He spends 100 coins on star power. How many coins does he have left?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. You subtract the total coins spent from the initial amount to find the remaining coins.
1100,"Serena Williams has 23 Grand Slam titles. 

She has 7 more Grand Slam titles than Venus Williams. 

How many Grand Slam titles does Venus Williams have?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the 7 extra titles Serena has from her total of 23, we can calculate the number of titles Venus has."
1101,"There are 100 planes at the airport. 40 of the planes are 747s, 30 are 737s, and the rest are 777s. How many 777s are there?",1.0,"This question is solvable because it provides all necessary information. There's a total of 100 planes, and the number of 747s and 737s are given. By subtracting the sum of 747s and 737s from the total, you can find the number of 777s."
1102,Captain America can punch 20 times in 10 seconds. How many times can he punch in 1 minute?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. To determine how many times Captain America can punch in one minute, we need to know how many 10-second intervals are in a minute and then multiply the number of punches he can do in 10 seconds by this number."
1103,"Captain America has 100 vibranium shields. 25 of the shields are in his vault, 30 of the shields are in his quinjet, and the rest are in his apartment. How many shields are in his apartment?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. We know the total number of shields and the number of shields in two locations, which allows us to calculate the remaining number of shields in the apartment."
1104,"The lacrosse team has 12 players. 4 of them are from Maryland, 5 of them are from Virginia, and the rest are from Pennsylvania. How many players are from Pennsylvania?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the number of players from Maryland and Virginia from the total number of players, we can find out the number of players from Pennsylvania."
1105,The cheerleading squad has 120 members. 30 of them are in the 11th grade. 40 are in the 12th grade. 50 are in the 9th grade. How many members are in the 10th grade?,1.0,"The question can be solved by subtracting the sum of 11th, 12th, and 9th graders from the total number of members. All necessary information is present and the answer will be a non-negative integer."
1106,A swimmer swims 1000 meters per hour.  How many hours does the swimmer take to swim 5000 meters?,1.0,This question arrives at one correct answer and contains all the information needed to solve it. The swimmer's speed is 1000 meters per hour and the total distance to be covered is given as 5000 meters. The number of hours can be found by dividing the total distance by the swimmer's speed.
1107,The Ninja Turtles are in a pizza eating contest.  Leonardo ate 20 slices of pizza.  Donatello ate 15 slices.  Raphael ate 25 slices.  Michelangelo ate 12 slices.  How many slices of pizza did the Ninja Turtles eat in total?,1.0,This question arrives at one correct answer and contains all the information needed to solve it
1108,"Barbie has 1000 pink outfits. 200 of them are tops. 300 of them are skirts. 400 of them are dresses. 100 of them are pants. How many pink outfits are not tops, skirts, dresses, or pants?",1.0,"This question arrives at one correct answer. By adding the specific types of outfits together (200 tops + 300 skirts + 400 dresses + 100 pants = 1000), you get the total number of outfits, which can be subtracted from the total amount of outfits (1000) to determine how many are not specified types (tops, skirts, dresses, or pants). In this case, the answer is zero, which is a non-negative number and is valid in the context of the problem."
1109,1200 people were at a soccer game. 150 left when it started to rain. 200 more left when the rain got heavier. 100 of the people who left returned when the rain stopped. How many people were at the soccer game at the end?,1.0,"This question arrives at one correct answer and contains all the information needed to solve it. Initial attendees minus those who left, plus those who returned provides a clear method for solution without resulting in any negative numbers."
1110,"The field hockey team has 15 players. 8 of the players are in 10th grade, 4 of the players are in 11th grade, and the rest of the players are in 12th grade. How many players are in 12th grade?",1.0,"This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the sum of 10th and 11th-grade players from the total number of players, we can find out the number of 12th-grade players."
1111,"The Power Rangers have 100 zords. 

The Red Ranger has 20 more zords than the Blue Ranger. 

The Blue Ranger has 10 more zords than the Yellow Ranger. 

The Yellow Ranger has 5 more zords than the Pink Ranger. 

How many zords does the Pink Ranger have?",0.0,"The problem as stated leads to a fractional result, which does not make sense in the context of the whole number of items (zords). Hence, the question either contains an error in the total number of zords stated, or there is missing information about the distribution of zords or the involvement of additional rangers."
