,question_number,question,grade,answer,math_topic
2070,question_2070,Melanie has pieces of train track that are 8 inches long that she is connecting together to form a track that her train can travel on. Martin is also trying to construct a track for his train but is using track pieces that are 20 inches long. How long will the shortest track be if the track that Melanie builds ends up being the same length as Martin's track?,6,40 (inches),LCM
2071,question_2071,"At the movie theatre, they give out a free drink to every 75th customer and a free bag of popcorn to every 30th customer. On Monday 3,000 customers came to the theatre. How many people received both free items?",6,20 (people),Common-Division
2072,question_2072,"Henry and Margo both began traveling around a circular track. Henry is riding his bike, and Margo is walking. It takes Henry 7 minutes to make it all the way around, and Margo takes 12 minutes. How much time will pass until they meet at the starting line?",6,84 (minutes),LCM
2073,question_2073,Two neon signs are turned on at the same time. both signs blink as they are turned on. One sign blinks every 9 seconds. The other sign blinks every 15 seconds. In how many seconds will they blink together again?,6,45 (seconds),LCM
2074,question_2074,"The school cafeteria serves tacos every sixth day and cheeseburgers every eighth day. If tacos and cheeseburgers are both on today's menu, how many days will it be before they are both on the menu again?",6,24 (days),LCM
2075,question_2075,Two clocks are turned on at the same time. One clock chimes every 15 minutes. The other clock chimes every 25 minutes. In how many minutes will they chime together?,6,75 (minutes),LCM
2076,question_2076,"Jenny goes to dance class every 6 days, karate class every 12 days, and to the library every 18 days. On December 1st she went to both classes and the libary. How many days from December 1st will she do both classes and go to the library?",6,36 (days),LCM
2077,question_2077,The Math Counts Club had a party at school. There were 20 cookies and 40 slices of pizza to be shared equally. Each student had the same number of whole cookies and the same number of slices of pizza with nothing left over. What is the greatest number of cookies and pizza slices the students can each get?,6,20 (slices),GCD
2078,question_2078,"Tim has a bag of 36 orange-flavoured sweets and Peter has a bag of 44 grape-flavoured sweets. They have to divide up the sweets into small trays with equal number of sweets; each tray containing either orange-flavoured or grape-flavoured sweets only. If there is no remainder, what is the largest possible number of sweets in each tray?",6,4 (sweets),GCD
2079,question_2079,"Martin is pasting pieces of square colored paper of equal size onto a board measuring 72 cm by 90 cm. If only whole square pieces are used, and the board is to be completely covered, what is the largest possible length of the side of each square colored paper?",6,18 (cm),GCD
2080,question_2080,Two wires with lengths of 448 cm and 616 cm are to be cut into pieces of all the same length without remainder. What is the greatest possible length of the pieces?,6,56 (cm),GCD
2081,question_2081,"Janice and Jasmine were each given a piece of ribbon of equal length. Janice cuts her ribbons into equal lengths of 2 m, while Jasmine cuts her ribbons into equal lengths of 5 m. If there was no remainder in both cases, what is the shortest possible length of ribbon given to them?",6,10 (m),LCM
2082,question_2082,"On a track for remote-controlled racing cars, racing car A completes the track in 28 seconds, while racing car B completes it in 24 seconds. If they both start at the same time, after how many seconds will they be side by side again?",6,168 (seconds),LCM
2083,question_2083,Samantha has two pieces of cloth. One piece is 72 inches wide and the other piece is 90 inches wide. She wants to cut both pieces into strips of equal width that are as wide as possible. How wide should she cut the strips?,6,18 (inches),GCD
2084,question_2084,Rosa is making a game board that is 16 inches by 24 inches. She wants to use square tiles. What is the largest tile she can use?,6,8 (tiles),GCD
2085,question_2085,I am planting 50 apple trees and 30 peach trees. I want the same number and type of trees per row. What is the maximum number of trees I can plant per row?,6,10 (trees),GCD
2086,question_2086,"Three pieces of timber 42 m, 49 m and 63 m long have to be divided into planks of the same length. What is the greatest possible length of each plank?",6,7 (m),GCD
2087,question_2087,Fabric is sold in stores from bolts that are 45 or 60 inches wide. What is the width of the widest strips of fabric you can cut from either bolt without wasting any of the fabric if each strip has the same width?,6,15 (inches),GCD
2088,question_2088,"The parents are making sandwiches for the class picnic. They have 72 turkey slices, 48 cheese slices, and 96 tomato slices. What is the greatest number of sandwiches they can make if each sandwich has the same filling?",6,24 (sandwiches),GCD
2089,question_2089,Two bicycle enthusiasts are leaving Cincinnati at the same time. One is biking 840 miles to Boston. The other is biking 440 miles to Atlanta. What is the greatest number of miles a day each can bike if they want to cover equal distances each day?,6,40 (miles),GCD
2090,question_2090,A fruit salad made on a TV cooking program requires chunks of cantaloupe and honeydew. What is the greatest number of servings you can make using all of the fruit if you have 30 chunks of cantaloupe and 42 chunks of honeydew?,6,6 (servings),GCD
2091,question_2091,"Jessica wants of make a garland out of 8 roses, 12 daisies and 48 marigolds. How many arrangements can she make with those flowers so that, there is no flower left.",6,4 (arrangements),GCD
2092,question_2092,A teacher is to arrange 60 boys and 72 girls in rows. He wishes to arrange them in such a way that only boys or girls will be there in a row. Find the greatest number of students that could be arranged in a row.,6,12 (students),GCD
2093,question_2093,"A chef only had 3 apples so he ordered 2 more bags. If each bag has 9 apples, how many apples does he have total?",3,21 (apples),Addition
2094,question_2094,"Edward earned 8 dollars for every lawn he mowed. If he mowed 5 lawns and he already had 7 dollars saved up, how much money does he have total?",3,47 (dollars),Addition
2095,question_2095,"It takes 4 ounces of cheese to make a burrito and 9 ounces for a taco. If you wanted 7 burritos and 1 taco, how many ounces of cheese would you need?",3,37 (ounces of cheese),Addition
2096,question_2096,"At a comic convention Janet wanted to buy 8 comics, but each one costs 4 dollars, plus it costs 2 to even get in. How much money should she take with her so she can get in and buy what she wants?",3,34 (dollars),Addition
2097,question_2097,Olivia had 7 math problems to complete. She spent about 4 minutes on each problem and then she spent 3 minutes checking her answers. How many minutes did she spend total?,3,31 (minutes),Addition
2098,question_2098,Before lunch a waitress had already earned $5 in tips. After lunch she had 7 customers and each customer gave her a 2 dollar tip. How much money did she earn total?,3,19 (dollars),Addition
2099,question_2099,At band practice there were 4 rows of students with 8 students in each row and then another 9 students in the back. How many students were there total?,3,41 (students),Addition
2100,question_2100,A lawn care company bought 4 lawnmower blade for $8 each. They also bought a spool of weed eater string for $7. How much money did they spend on supplies?,3,39 (dollars),Addition
2101,question_2101,While playing a game Frank defeated 6 enemies. Each enemy earned him 9 points. Then he got another 8 points for completing the level. How many points did he earn total?,3,62 (points),Addition
2102,question_2102,Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?,3,12 (pieces),Addition
2103,question_2103,A baker made 2 batches of chocolate chip cookies. Each batch had 3 cookies in it. Then he made an additional 4 oatmeal cookies just in case someone didn't want chocolate chip. How many cookies did he bake total?,3,10 (cookies),Addition
2104,question_2104,"A music teacher had 2 recorders, but she decided to buy 9 more boxes with each box having 3 recorders in it. How many recorders did she have after buying the 9 boxes?",3,29 (recorders),Addition
2105,question_2105,A florist needed to use 2 pounds of fertilizer for 9 days and then on the final day use the normal amount plus another 4 pounds. How many pounds of fertilizer will she use all together?,3,22 (pounds of fertilizer),Addition
2106,question_2106,"A clothing company used 2 buttons on jeans and 5 buttons on shirts. If they made 9 shirts and 1 pair of jeans, how many buttons would they use total?",3,47 (buttons),Addition
2107,question_2107,"Amy worked as a sacker at the grocery store where she made $2/hr. If she worked for 7 hours and also made $9 in tips, how much money did she earn?",3,23 (dollars),Addition
2108,question_2108,"A report said that each day the average Youtube viewer watches 2 videos with each video lasting 7 minutes. Additionally they also watch 3 minutes of ads. According to the report, how many minutes total do people spend on Youtube?",3,17 (minutes),Addition
2109,question_2109,"Zoe bought an app that cost $5 dollars. Then each month you have to pay $8 to play online. If she played the game online for 2 months, how much money would she have spent total for the app and the online access?",3,21 (dollars),Addition
2110,question_2110,Adam had 8 boxes of toys. Each box had 6 toys. Later Adam bought 5 more toys. How many toys did he have total?,3,53 (toys),Addition
2111,question_2111,Edward spent $2 on a board game and then he bought 4 action figures for $7 each. How much money did he spend on the game and figures?,3,30 (dollars),Addition
2112,question_2112,A company was offering a special on cell phones for $2 each. But only if you spent 7 dollars a month for 4 months. How much would it end up costing you total if you bought 1 phone?,3,30 (dollars),Addition
2113,question_2113,A pet store sold 2 kittens and 1 puppy over the weekend. The kittens sold for $6 each and the puppy sold for $5. How much money did they earn from selling the pets?,3,17 (dollars),Addition
2114,question_2114,At the arcade Amy had 6 tickets she saved from the last time she went. This time she played a game 7 times and earned 5 tickets each time she played. How many tickets does she have now?,3,41 (tickets),Addition
2115,question_2115,"A malt shop used 4 ounces of chocolate syrup in their shakes and 6 ounces of syrup on their cones. If they sold 2 shakes and 1 cone, how many ounces of chocolate would they use total?",3,14 (ounces of chocolate),Addition
2116,question_2116,A grocery store had forty-nine bottles of regular soda and thirty-five bottles of diet soda. How many bottles did they have total?,2,84 (bottles),Addition
2117,question_2117,"While playing a game Sam had ninety-two points. If he scored another three points, how many points would he have total?",2,95 (points),Addition
2118,question_2118,In the first half of a trivia game Kaleb scored forty-three points. In the second half he scored twenty-three points. How many points did he score total?,2,66 (points),Addition
2119,question_2119,Mike owned sixty-four baseball cards. For his birthday he got eighteen more. How many cards does Mike have total?,2,82 (cards),Addition
2120,question_2120,For a party Henry spent forty-five dollars on food and thirty-three dollars on drinks. How much did Henry spend total?,2,78 (dollars),Addition
2121,question_2121,A restaurant sold seventy-seven sodas in the morning and nineteen in the afternoon. How many sodas did they sell total?,2,96 (sodas),Addition
2122,question_2122,A store has fifty-six shirts. Later they got in eleven more shirts. How many shirts does the store have now?,2,67 (shirts),Addition
2123,question_2123,Bianca spent twenty-two minutes drawing at school and nineteen minutes drawing at home. How many minutes total did she spend drawing?,2,41 (minutes),Addition
2124,question_2124,There were sixty-one people in line at lunch when twenty-two more got in line. How many people were there total in line?,2,83 (people),Addition
2125,question_2125,A fast food restaurant sold fifty-eight small hotdogs and twenty-one large hotdogs. How many hotdogs did they sell total?,2,79 (hotdogs),Addition
2126,question_2126,Henry had $54. Later he sold some of his old toys and got another $2. How much money does he have total?,2,56 (dollars),Addition
2127,question_2127,An aquarium had ten fish in it. Later they added three fish. How many fish are in the aquarium now?,2,13 (fish),Addition
2128,question_2128,Isabel had sixty-eight pieces of candy. Her friend gave her twenty-five more pieces. How many pieces of candy did Isabel have total?,2,93 (pieces of candy),Addition
2129,question_2129,Maria had fifty sheets of paper in her desk and forty-one more in her backpack. How many did she have total?,2,91 (sheets of paper),Addition
2130,question_2130,On Facebook Debby had sixty-three photos of her friends and twenty-three photos of her family. How many photos did she have total?,2,86 (photos),Addition
2131,question_2131,Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars. How much money does he have total?,2,92 (dollars),Addition
2132,question_2132,Debby received twenty-one text messages before noon and another eighteen after noon. How many text messages did Debby receive total?,2,39 (text messages),Addition
2133,question_2133,At the fair Amy started with thirty-three tickets and then bought twenty-one more. How many tickets did Amy have total?,2,54 (tickets),Addition
2134,question_2134,Mike collected seventy-one cans to recycle on Monday and twenty-seven more on Tuesday. How many cans did Mike collect all together?,2,98 (cans),Addition
2135,question_2135,A baker already had seventy-eight cakes but made nine extra. How many cakes did the baker have total?,2,87 (cakes),Addition
2136,question_2136,A pet store had sixty-four birds that talked and thirteen that didn't. How many birds did the pet store have total?,2,77 (birds),Addition
2137,question_2137,"At the zoo Zoe took sixty-seven pictures. If her sister took another seventeen pictures, how many did they take total?",2,84 (pictures),Addition
2138,question_2138,At the arcade Henry had won fifty-eight tickets. Later he won forty more tickets. How many tickets did Henry have total?,2,98 (tickets),Addition
2139,question_2139,Katie had seventy-two DS games and her friend had twenty-three games. How many do they have total?,2,95 (DS games),Addition
2140,question_2140,Sam was playing basketball with his friend. Sam scored seventy-five points and his friend scored twelve points. How many points did they score total?,2,87 (points),Addition
2141,question_2141,While exercising Paul did fifty-nine push-ups in the morning and thirty-eight more in the afternoon. How many push-ups did Paul do total?,2,97 (push-ups),Addition
2142,question_2142,A farmer planted twenty seeds on Wednesday and another two seeds on Thursday. How many seeds did he plant total?,2,22 (seeds),Addition
2143,question_2143,Haley watched TV for six hours on Saturday and three hours on Sunday. How many hours did Haley watch TV total?,1,9 (hours),Addition
2144,question_2144,Jerry walked nine miles on Monday and nine more on Tuesday. How many miles did Jerry walk?,1,18 (miles),Addition
2145,question_2145,Gwen had ten fish and her sister had five fish. How many fish did they have total?,1,15 (fish),Addition
2146,question_2146,Victor had $10. For his allowance he got another $8. How much money does he have total?,1,18 (dollars),Addition
2147,question_2147,For Halloween Frank got ten pounds of candy and Gwen got seven pounds of candy. What is the combined weight they received?,1,17 (pounds),Addition
2148,question_2148,Roger was packing up his old toys. He filled eleven boxes with action figures and two boxes with old games. How many boxes did he pack total?,1,13 (boxes),Addition
2149,question_2149,A store sold eight cold drinks and three hot drinks. How many drinks did they sell total?,1,11 (drinks),Addition
2150,question_2150,"A pet store had six kittens. If they got another three kittens, how many would they have total?",1,9 (kittens),Addition
2151,question_2151,"Faye had seven books. If she bought twelve more at a yard sale, how many would she have total?",1,19 (books),Addition
2152,question_2152,John has twelve shirts. Later he bought four more shirts. How many shirts does John have total?,1,16 (shirts),Addition
2153,question_2153,Robin drank seven bottles of water in the morning and seven in the afternoon. How many bottles did Robin drink total?,1,14 (bottles),Addition
2154,question_2154,Roger went to the movies fifteen times last year and three times this year. How many times did Roger go to the movies all together?,1,18 (times),Addition
2155,question_2155,"Olivia picked up sixteen pieces of paper from the floor. If Edward picked up three pieces, how many did they pick up total?",1,19 (pieces of paper),Addition
2156,question_2156,Victor had nine books. During the book fair he bought three more. How many books did Victor have total?,1,12 (books),Addition
2157,question_2157,Katie had twelve pencils in her desk and three more in her backpack. How many did she have total?,1,15 (pencils),Addition
2158,question_2158,"Debby had twelve pounds of flour. If she bought another four pounds, how many pounds would she have total?",1,16 (pounds),Addition
2159,question_2159,At the fair Haley went on six rides in the day and three at night. How many rides did Haley go on total?,1,9 (rides),Addition
2160,question_2160,"Lana had eleven DS games. If she bought two more games, how many would she have total?",1,13 (DS games),Addition
2161,question_2161,Jerry owned seven video games. For his birthday he got two more. How many games did Jerry have total?,1,9 (games),Addition
2162,question_2162,A clown gave away eleven balloons to girls and three balloons to boys. How many balloons did he give away total?,1,14 (balloons),Addition
2163,question_2163,There were ten people on the bus. At the next stop three more people got on the bus. How many people are there on the bus now?,1,13 (people),Addition
2164,question_2164,Oliver collected two seashells from the beach on Monday and two more on Tuesday. How many seashells did Oliver collect all together?,1,4 (seashells),Addition
2165,question_2165,For Halloween Faye scored 47 pieces of candy. She ate 25 pieces the first night and then her sister gave her 40 more pieces. How many pieces of candy does Faye have now?,2,62 (pieces of candy),TVQ-Final
2166,question_2166,"A waiter had 47 customers to wait on. If 41 customers left and he got another 20 customers, how many customers would he have?",2,26 (customers),TVQ-Final
2167,question_2167,"For the school bake sale Katie made 26 cupcakes. If she sold 20 of them and then made 20 more, how many cupcakes would she have?",2,26 (cupcakes),TVQ-Final
2168,question_2168,"Adam had 5 dollars. At the store he spent $2 on a new game. If he got another 5 dollars for his allowance, how much money does he have now?",2,8 (dollars),TVQ-Final
2169,question_2169,"Tiffany was playing a video game and had 43 lives. In a hard part of the game she lost 14 lives. If she got 27 more lives in the next level, how many lives would she have?",2,56 (lives),TVQ-Final
2170,question_2170,"A teacher had 38 worksheets to grade. If she graded 4, but then another 15 were turned in, how many worksheets would she have to grade?",2,49 (worksheets),TVQ-Final
2171,question_2171,"A book store had 4 books in the bargin bin. If they sold 3 books, but then put 10 more in the bin, how many books would be in the bin?",2,11 (books),TVQ-Final
2172,question_2172,"Bianca had 45 coloring books. If she gave away 6 of them, but then bought 20 more, how many would she have total?",2,59 (coloring books),TVQ-Final
2173,question_2173,"Adam had 33 books. If he sold 11 of them and used the money he earned to buy 23 new books, how many books would Adam have?",2,45 (books),TVQ-Final
2174,question_2174,"At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line?",2,10 (people),TVQ-Final
2175,question_2175,In fourth grade there were 35 students at the start of the year. During the year 10 students left and 10 new students came to school. How many students were in fourth grade at the end?,2,35 (students),TVQ-Final
2176,question_2176,"Robin had 30 songs on her mp3 player. If she deleted 8 old songs from it and then added 10 new songs, how many songs does she have on her mp3 player?",2,32 (songs),TVQ-Final
2177,question_2177,"The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have?",2,38 (apples),TVQ-Final
2178,question_2178,"Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day, how many carrots would she have total?",2,31 (carrots),TVQ-Final
2179,question_2179,"John had 33 socks. If he threw away 19 old ones that didn't fit and bought 13 new ones, how many socks would he have?",2,27 (socks),TVQ-Final
2180,question_2180,"Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more, how many bottles would she have?",2,47 (bottles),TVQ-Final
2181,question_2181,"Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have?",2,58 (dollars),TVQ-Final
2182,question_2182,"A florist had 50 roses. If she sold 15 of them and then later picked 21 more, how many roses would she have?",2,56 (roses),TVQ-Final
2183,question_2183,"At the arcade Dave won 11 tickets. If he spent 5 tickets on a beanie and later won 10 more tickets, how many would he have?",2,16 (tickets),TVQ-Final
2184,question_2184,"A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin, how many would be in the bin?",2,36 (oranges),TVQ-Final
2185,question_2185,"Vanessa uploaded twenty-three pictures from her phone and seven from her camera to Facebook. If she sorted the pics into five different albums with the same amount of pics in each album, how many pictures were in each of the albums?",3,6 (pictures),Common-Division
2186,question_2186,"For a birthday party Cody bought thirty regular sodas and five diet sodas. If his fridge would only hold seven on each shelf, how many shelves would he fill up?",3,5 (shelves),Common-Division
2187,question_2187,"Paul made forty-four dollars mowing lawns and twenty-eight dollars weed eating. If he only spent nine dollar a week, how long would the money last him?",3,8 (weeks),Common-Division
2188,question_2188,"The school's baseball team had two new players and twenty-two returning players. If the coach put them into groups with three players in each group, how many groups would there be?",3,8 (groups),Common-Division
2189,question_2189,"Kaleb had saved up thirty-nine dollars. If he received another twenty-five dollars for his allowance, how many eight dollar toys could he buy?",3,8 (toys),Common-Division
2190,question_2190,"The school's debate team had thirty-one boys and thirty-two girls on it. If they were split into groups of nine, how many groups could they make?",3,7 (groups),Common-Division
2191,question_2191,"Chloe and her friends were recycling paper for their class. For every six pounds they recycled they earned 1 point. If Chloe recycled twenty-eight pounds and her friends recycled two pounds, how many points did they earn?",3,5 (points),Common-Division
2192,question_2192,"A group of nine friends went into a restaurant. The chef already had two chicken wings cooked but cooked twenty-five more for the group. If they each got the same amount, how many would each person get?",3,3 (chicken wings),Common-Division
2193,question_2193,"A pet shelter had twenty-three puppies when another two were brought in. If five puppies a day are adopted, how long would it take for all of them to be adopted?",3,5 (days),Common-Division
2194,question_2194,"Haley's old washing machine could only wash seven pieces of clothing at a time. If she had to wash two shirts and thirty-three sweaters, how many loads would she have to do?",3,5 (loads),Common-Division
2195,question_2195,"Dave was organizing his baseball cards in a binder with eight on each page. If he had three new cards and thirteen old cards to put in the binder, how many pages would he use?",3,2 (pages),Common-Division
2196,question_2196,"Ned was helping the cafeteria workers pick up lunch trays, but he could only carry eight trays at a time. If he had to pick up twenty-seven trays from one table and five trays from another, how many trips will he make?",3,4 (trips),Common-Division
2197,question_2197,"At a company picnic three managers and three employees decided to start a game of volleyball. If they split into three teams, how many people would be on each team?",3,2 (people),Common-Division
2198,question_2198,"A vase can hold nine flowers. If you had four carnations and twenty-three roses, how many vases would you need to hold the flowers?",3,3 (vases),Common-Division
2199,question_2199,"For homework Megan had thirty-six math problems and twenty-eight spelling problems. If she can finish eight problems in an hour, how long will it take her to finish all the problems?",3,8 (hours),Common-Division
2200,question_2200,"Gwen's class is going on a field trip to the zoo. If each van can hold seven people and there are thirty-three students and nine adults going, how many vans will they need?",3,6 (vans),Common-Division
2201,question_2201,"For Halloween Isabel received sixteen pieces of candy from neighbors and five pieces from her older sister. If she only ate three pieces a day, how long would the candy last her?",3,7 (days),Common-Division
2202,question_2202,"While playing at the arcade, Kaleb won eight tickets playing 'whack a mole' and seven tickets playing 'skee ball'. If he was trying to buy candy that cost five tickets a piece, how many could he buy?",3,3 (pieces of candy),Common-Division
2203,question_2203,"Chloe was making baggies of cookies with seven cookies in each bag. If she had thirty-four chocolate chip cookies and twenty-nine oatmeal cookies, how many baggies could she make?",3,9 (baggies),Common-Division
2204,question_2204,"At the town carnival Billy rode the ferris wheel seven times and the bumper cars three times. If each ride cost five tickets, how many tickets did he use?",3,50 (tickets),Multiplication
2205,question_2205,"Wendy was playing a video game where she scores five points for each treasure she finds. If she found four treasures on the first level and three on the second, what would her score be?",3,35 (points),Multiplication
2206,question_2206,"Paul bought six boxes of chocolate candy and four boxes of caramel candy. If each box has nine pieces inside it, how much candy did he have total?",3,90 (pieces of candy),Multiplication
2207,question_2207,"At Billy's Restaurant a group with two adults and five children came in to eat. If each meal cost three dollars, how much was the bill?",3,21 (dollars),Multiplication
2208,question_2208,"While playing a trivia game, Adam answered five questions correct in the first half and five questions correct in the second half. If each question was worth five points, what was his final score?",3,50 (points),Multiplication
2209,question_2209,Haley's favorite band was holding a concert where tickets were four dollars each. Haley bought three tickets for herself and her friends and five extra tickets in case anyone else wanted to go. How much did she spend?,3,32 (dollars),Multiplication
2210,question_2210,"Luke was putting his spare change into piles. He had five piles of quarters and five piles of dimes. If each pile had three coins in it, how many coins did he have total?",3,30 (coins),Multiplication
2211,question_2211,Victor and his friend were buying trick decks from the magic shop for eight dollars each. How much did they spend if Victor bought six decks and his friend bought two decks?,3,64 (dollars),Multiplication
2212,question_2212,"Katie was selling her necklaces at a garage sale. She sold four bead necklaces and three gem stone necklaces. If each necklace cost three dollars, how much money did she earn?",3,21 (dollars),Multiplication
2213,question_2213,"Tiffany had six pages of math homework and four pages of reading homework. If each page had three problems on it, how many problems did she have to complete total?",3,30 (problems),Multiplication
2214,question_2214,Zoe was unboxing some of her old winter clothes. She found eight boxes of clothing and inside each box there were four scarves and six mittens. How many pieces of winter clothing did Zoe have total?,3,80 (pieces of winter clothing),Multiplication
2215,question_2215,"Gwen was organizing her book case making sure each of the shelves had exactly four books on it. If she had five shelves of mystery books and three shelves of picture books, how many books did she have total?",3,32 (books),Multiplication
2216,question_2216,"While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?",3,24 (songs),Multiplication
2217,question_2217,"April's discount flowers was having a sale where each flower was eight dollars. If Vanessa bought three roses and three daisies, how much did she spend?",3,48 (dollars),Addition
2218,question_2218,"Rachel bought seven new chairs and three new tables for her house. If she spent four minutes on each piece furniture putting it together, how many minutes did it take her to finish?",3,40 (minutes),Multiplication
2219,question_2219,"Kaleb was collecting cans for recycling. On Saturday he filled five bags up and on Sunday he filled five more bags. If each bag had four cans in it, how many cans did he pick up total?",3,40 (cans),Multiplication
2220,question_2220,"A waiter had five tables he was waiting on, with five women and three men at each table. How many customers total did the waiter have?",3,40 (customers),Multiplication
2221,question_2221,Dave was working as a sacker at a grocery store where he made six dollars an hour. On Monday he worked six hours and on Tuesday he worked two hours. How much money did Dave make in those two days?,3,48 (dollars),Multiplication
2222,question_2222,A store had eighty-seven coloring books in stock. They ended up putting them on sale and getting rid of thirty-three of them. The put the ones they still had onto shelves with six on each shelf. How many shelves did they use?,3,9 (shelves),Common-Division
2223,question_2223,Amy was planting vegetables in her garden. She started with one hundred one seeds and planted forty-seven of them in the big garden and in each of her small gardens put six seeds each. How many small gardens did Amy have?,3,9 (small gardens),Common-Division
2224,question_2224,"A waiter had sixty-two customers in his section. If seventeen of them left and the rest of his tables had nine people at each table, how many tables did he have?",3,5 (tables),Common-Division
2225,question_2225,"Tom had thirty-six pieces of clothing to wash. He put eighteen of them in one load, but decided to split the rest into two equal loads. How many pieces of clothing could go in each of the small loads?",3,9 (pieces of clothing),Common-Division
2226,question_2226,Nancy had forty-three files on her computer. She deleted thirty-one of them and put the rest into folders with six files in each one. How many folders did Nancy end up with?,3,2 (folders),Common-Division
2227,question_2227,"Mike made ninety dollars mowing lawns over the summer. If he spent forty-five dollars buying new mower blades, how many five dollar games could he buy with the money he had left?",3,9 (games),Common-Division
2228,question_2228,A pet store had forty-five puppies. In one day they sold thirty-nine of them and put the rest into cages with two in each cage. How many cages did they use?,3,3 (cages),Common-Division
2229,question_2229,"Faye picked eighty-eight flowers for her friend's wedding. She was making bouquets with five flowers in each one. If forty-eight of the flowers wilted before the wedding, how many bouquets could she still make?",3,8 (bouquets),Common-Division
2230,question_2230,"Tom bought sixty-three tickets at the state fair. He spent fourteen tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost seven tickets, how many rides could he go on?",3,7 (rides),Common-Division
2231,question_2231,"Amy baked fifty cupcakes for her school's bake sale. If her brother, Todd, ate five of them, how many packages could she make if she put five cupcake in each package?",3,9 (packages),Common-Division
2232,question_2232,"Roger had sixty-three dollars. If he spent forty-eight bucks on a new game, how many three dollar toys could he buy with the money he had left?",3,5 (toys),Common-Division
2233,question_2233,"Roger is at the library helping put away books. There are fifty-four book to put away total but a librarian takes nineteen of them and leaves Roger with the rest. If he can fit five books on a shelf, how many shelves will he need?",3,7 (shelves),Common-Division
2234,question_2234,"Paige had one hundred ten homework problems. She finished forty-seven of them but still had seven pages of problems to do. If each page has the same number of problems on it, how many problems are on each page?",3,9 (problems),Common-Division
2235,question_2235,Paige uploaded thirty-five pictures to Facebook. She put fourteen pics into one album and put the rest into three different albums. How many pictures were in each of the three albums?,3,7 (pictures),Common-Division
2236,question_2236,"Faye's team won their baseball game and scored sixty-eight points total. If Faye scored twenty-eight of the points and everyone else scored eight points each, how many players were on her team?",3,5 (players),Common-Division
2237,question_2237,"A company invited sixty-eight people to a luncheon, but fifty of them didn't show up. If the tables they had held three people each, how many tables do they need?",3,6 (tables),Common-Division
2238,question_2238,For Halloween Bianca received seventeen pieces of candy. She ate two pieces then placed the rest into piles with three in each pile. How many piles could she make?,3,5 (piles),Common-Division
2239,question_2239,"The cafeteria had fifty-one apples. For lunch they handed out forty-one to students and decided to use the rest to make pies. If each pie takes five apples, how many pies could they make?",3,2 (pies),Common-Division
2240,question_2240,Jerry was selling his old games. He started out with sixty-eight but sold four of them. He packed the rest up putting eight games into each box. How many boxes did he have to use?,3,8 (boxes),Common-Division
2241,question_2241,"There are fifty-eight students trying out for the school's trivia teams. If twenty-eight of them didn't get picked for the team and the rest were put into five groups, how many students would be in each group?",3,6 (students),Common-Division
2242,question_2242,"A new building needed 14 windows. The builder had already installed 5 of them. If it takes 4 hours to install each window, how long will it take him to install the rest?",3,36 (hours),Multiplication
2243,question_2243,"A painter needed to paint 10 rooms in a building. Each room takes 8 hours to paint. If he already painted 8 rooms, how much longer will he take to paint the rest?",3,16 (hours),Multiplication
2244,question_2244,"In a video game, each enemy defeated gives you 3 points. If a level has 6 enemies total and you destroy all but 2 of them, how many points would you earn?",3,12 (points),Multiplication
2245,question_2245,"Wendy earned 5 points for each bag of cans she recycled. If she had 11 bags, but didn't recycle 2 of them, how many points would she have earned?",3,45 (points),Multiplication
2246,question_2246,"Kaleb bought 14 boxes of chocolate candy and gave 5 to his little brother. If each box has 6 pieces inside it, how many pieces did Kaleb still have?",3,54 (pieces),Multiplication
2247,question_2247,"Adam earned 9 dollars for each lawn he mowed. If he had 12 lawns to mow, but forgot to mow 8 of them, how much money did he actually earn?",3,36 (dollars),Multiplication
2248,question_2248,"A magician was selling magic card decks for 2 dollars each. If he started with 5 decks and by the end of the day he had 3 left, how much money did he earn?",3,4 (dollars),Multiplication
2249,question_2249,"A chef needs to cook 12 potatoes. He has already cooked 6. If each potato takes 6 minutes to cook, how long will it take him to cook the rest?",3,36 (minutes),Multiplication
2250,question_2250,"John had 5 action figures, but needed 7 total for a complete collection. If each one costs $5, how much money would he need to finish his collection?",3,10 (dollars),Multiplication
2251,question_2251,"At lunch a waiter had 10 customers and 5 of them didn't leave a tip. If he got $3 each from the ones who did tip, how much money did he earn?",3,15 (dollars),Multiplication
2252,question_2252,"A worksheet had 4 problems on it. If a teacher had 9 worksheets to grade and had already graded 5 of them, how many more problems does she have to grade?",3,16 (problems),Multiplication
