,question,solution,answer,topic,question_number
323,Wonder Woman can fly at a speed of 100 miles per minute. She needs to fly 3200 miles to reach her destination. How many minutes will it take her to get there?,"def solution():
    #Wonder Woman's speed
    speed = 100 #miles per minute
    #Distance she needs to cover
    distance = 3200 #miles
    #Time = Distance/Speed
    time = distance / speed
    return time
print(solution())",32.0,Wonder Woman,mammoth_q323
1042,Spiderman has 200 spider-webs. He shoots 10 spider-webs at a time. How many spider-webs does he have left after 5 shots?,"def solution():
    #Spiderman started with 200 spider-webs
    spider_webs_initial = 200
    #He shoots 10 spider-webs at a time
    spider_webs_per_shot = 10
    #He shot 5 times
    shots = 5
    #The answer is
    result = spider_webs_initial - spider_webs_per_shot * shots
    return result",150,Spiderman,mathwell_q1005
1113,Batman has 2000 Batarangs. 1000 of them are in his utility belt. 500 of them are in the Batcave. 250 of them are in the Batmobile. How many Batarangs does he have left?,"def solution():
    #Batman has 2000 Batarangs
    batarangs_total = 2000
    #1000 of them are in his utility belt
    batarangs_utility_belt = 1000
    #500 of them are in the Batcave
    batarangs_batcave = 500
    #250 of them are in the Batmobile
    batarangs_batmobile = 250
    #He has
    batarangs_left = batarangs_total - batarangs_utility_belt - batarangs_batcave - batarangs_batmobile
    return batarangs_left",250,Batman,mathwell_q1073
852,The sewer system in New York City contains 400 miles of tunnel. Each of the 4 brothers that will become the Turtle Ninja use exactly 30 miles of the sewer tunnel every day. How many brothers can use their daily allotment of sewer per day?,"def solution():
    #The sewer system in New York City contains 400 miles of tunnel
    sewer_tunnel = 400
    #Each of the 4 brothers that will become the Turtle Ninja use exactly 30 miles of the sewer tunnel every day.
    mileage_used_per_day = 30
    #The answer is
    result = sewer_tunnel / mileage_used_per_day
    return result",13.333333333333334,Ninja Turtles,llema_q849
250,The Ninja Turtles want to buy some pizza. Each Ninja Turtle needs to buy 2 slices. There are a total of 4 Ninja Turtles in the pizzeria. How many slices of pizza are there in the pizzeria?,"def solution():
    #There are 4 Ninja Turtles
    ninja_turtles = 4
    #Each Ninja Turtle wants to buy 2 pizzas
    pizzas_per_ninja_turtle = 2
    #The number of slices of pizza should be two times more than the Ninja Turtles
    pizza_slices = ninja_turtles * pizzas_per_ninja_turtle * 2
    return pizza_slices",16,pizza,llema_q250
100,"Taylor Swift has 11 Grammys, 29 AMAs, 12 CMAs, 8 ACMs and 35 BMAs. How many awards has she won in total?","def solution():
    # Define the number of awards won
    grammys = 11
    amas = 29
    cmas = 12
    acms = 8
    bmas = 35
    
    # Calculate the total number of awards won
    total_awards = grammys + amas + cmas + acms + bmas
    
    # Return the total number of awards won
    return total_awards
print(solution())",95,Taylor Swift,mammoth_q100
256,Wonder Woman can run 20 miles per hour. She ran for 5 hours. How many miles did she run?,"def solution():
    #Wonder Woman can run 20 miles per hour
    miles_per_hour = 20
    #She ran for 5 hours
    hours = 5
    #The answer is
    result = miles_per_hour * hours
    return result",100,Wonder Woman,mammoth_q256
292,A trainer has 600 Pokémon. He releases 120 of them and then 30% of the remaining Pokémon. How many Pokémon are left?,"def solution():
    # The trainer started with 600 Pokémon
    pokemon_initial = 600
    # He released 120 Pokémon
    pokemon_released = 120
    # The remaining Pokémon after releasing 120
    pokemon_remaining_after_release = pokemon_initial - pokemon_released
    # 30% of the remaining Pokémon were released
    pokemon_released_after = pokemon_remaining_after_release * 0.3
    # The remaining Pokémon at the end
    pokemon_remaining = pokemon_remaining_after_release - pokemon_released_after
    # The answer is
    result = pokemon_remaining
    return result",336.0,Pokémon,mammoth_q292
699,Mario's brother-in-law has 600 coins and 3 times as many money bags as Mario. Each bag has 100 coins in it. How many money bags does Mario's brother-in-law have?,"def solution():
    #Total of all money bags is the number of coins divided by the number of coins in each bag
    total_number_money_bags = 600/100
    #Marrio's brother-in-law has 3 times as many money bags as Mario
    mario_money_bags = total_number_money_bags/3
    total_number_money_bags = mario_money_bags
    return total_number_money_bags",2.0,Super Mario,llema_q697
31,"A unicorn has 100 rainbow hairs. They lost 20 hairs on Tuesday, 40 more on Wednesday, and 30 more on Thursday. How many rainbow hairs do they have now?","def solution():
    #The unicorn started with 100 rainbow hairs
    hairs_initial = 100
    #They lost 20 hairs on Tuesday
    hairs_lost_tuesday = 20
    #40 more on Wednesday
    hairs_lost_wednesday = 40
    #30 more on Thursday
    hairs_lost_thursday = 30
    #The answer is
    result = hairs_initial - hairs_lost_tuesday - hairs_lost_wednesday - hairs_lost_thursday
    return result",10,unicorns,mammoth_q31
33,"Wonder Woman has 100 meters of rope. She uses 10 meters of rope to tie up a criminal, 20 meters to swing from a building, and 20 meters to tie up another criminal. How many meters of rope does she have left?","def solution():
    #Wonder Woman started with 100 meters of rope
    rope_initial = 100
    #She used 10 meters to tie up a criminal
    rope_criminal1 = 10
    #20 meters to swing from a building
    rope_building = 20
    #and 20 meters to tie up another criminal
    rope_criminal2 = 20
    #The answer is
    result = rope_initial - rope_criminal1 - rope_building - rope_criminal2
    return result",50,Wonder Woman,mammoth_q33
49,"Taylor Swift was at a music awards show. 500 of her fans in the audience had tattoos. 150 of them also had earrings, but did not have a tattoo. The rest of her fans did not have either a tattoo or earrings. How many of Taylor's fans did not have a tattoo or earrings?","def solution():
    #Taylor Swift was at a music awards show
    taylor_swifts_songs = 45
    #500 of her fans in the audience had tattoos
    tattoos = 500
    #150 of them also had earrings
    earrings = 150
    #The rest of her fans did not have either a tattoo or earrings
    neither = taylor_swifts_songs - tattoos - earrings
    return neither",-605,Taylor Swift,llema_q49
155,"The football team has 11 players on the field. The offense has 5 players and the defense has 6 players. Special teams has 1 player. How many players are on the field that are not on offense, defense, or special teams?","def solution():
    # Total players on the field
    total_players = 11
    # Players on offense, defense, and special teams
    offense_players = 5
    defense_players = 6
    special_teams_players = 1
    # Players on the field that are not on offense, defense, or special teams
    other_players = total_players - offense_players - defense_players - special_teams_players
    return other_players
print(solution())",-1,football,mammoth_q155
905,I was 30 miles away from home. I then drove 40 miles and I finally arrived back home. How many miles did I drive in total?,"def solution():
    #I was 30 miles away from home
    miles_away_from_home = 30
    #I then drove 40 miles
    miles_driven = 40
    #The answer is
    result = miles_away_from_home + miles_driven
    return result",70,soccer,llema_q901
70,Super Mario can jump 10 feet in the air and 15 feet to the side. He is 100 feet away from the princess. How many jumps does it take for Mario to reach the princess?,"def solution():
    # Mario's total distance per jump is the hypotenuse of a right triangle with legs of 10 feet and 15 feet
    jump_distance = ((10**2 + 15**2)**0.5)
    # The number of jumps is the total distance divided by the distance per jump
    num_jumps = 100 / jump_distance
    return num_jumps
print(solution())",5.547001962252291,Super Mario,mammoth_q70
597,"LeBron James has 20,000 points. He scored 5,000 more points than Steph Curry. He scored another 6,000 points. Now he has 9,000 fewer points than Steph Curry. How many points does Stephen Curry have?","def solution():
    #LeBron James has 20,000 points
    lebron_points = 20000
    #He scored 5,000 more points than Steph Curry
    steph_curry_difference = lebron_points + 5000
    #He scored another 6,000 points
    lebron_points += 6000
    #Now he has 9,000 fewer points than Steph Curry
    total_difference = steph_curry_difference + -9000
    #The answer is
    result = lebron_points + total_difference
    return result",42000,LeBron James,llema_q596
181,Iron Man can fly at a speed of 24 km/hour for 1 hour. How far can he fly in 4 hours?,"def solution():
    # Iron Man can fly at a speed of 24 km/hour
    speed = 24
    # for 4 hours, the distance he can fly is
    distance = speed * 4
    # The answer is
    result = distance
    return result",96,Iron Man,mammoth_q181
663,"LeBron James has played in 100 games. He has scored 25 points in 20 of those games, 30 points in 30 of those games, and 40 points in 50 of those games. How many points has he scored in total?","def solution():
    #LeBron James has played in 100 games
    games = 100
    #He has scored 25 points in 20 of those games
    points_25 = 25
    #He has scored 30 points in 30 of those games
    points_30 = 30
    #He has scored 40 points in 50 of those games
    points_40 = 40
    #The answer is
    result = games * (points_25 * 20 + points_30 * 30 + points_40 * 50)
    return result",340000,LeBron James,llama_q660
498,"The Amtrak Acela Express travels from Washington, D.C. to New York City in 2 hours and 45 minutes. The Amtrak Northeast Regional takes 3 hours and 10 minutes to travel the same route. How much faster is the Acela Express than the Northeast Regional?","def solution():
    #Time it takes the Acela Express to travel from Washington, D.C. to New York City
    acela_express_time = 2.75
    #Time it takes the Northeast Regional to travel from Washington, D.C. to New York City
    northeast_regional_time = 3.16666666666666666666666666666667
    #The answer is
    result = northeast_regional_time - acela_express_time
    return result",0.4166666666666665,trains,llama_q497
606,Iron Man is a superhero. He can charge himself 2000 times in 10 minutes. How many times can he charge himself in 2 hours?,"def solution():
    #Iron Man can charge himself 2000 times in 10 minutes
    charges_per_10_minutes = 2000
    #2 hours is 120 minutes
    minutes_2_hours = 120
    #The answer is
    result = (charges_per_10_minutes / 10) * minutes_2_hours
    return result",24000.0,Iron Man,llema_q604
1270,"Fortnite is a battle royale game. 100 players drop from the battle bus. 50 of them are from the USA, 20 of them are from the UK, 15 of them are from Germany, and the rest are from Canada. How many players are from Canada?","def solution():
    #Total players
    total_players = 100
    #50 of them are from the USA
    usa_players = 50
    #20 of them are from the UK
    uk_players = 20
    #15 of them are from Germany
    germany_players = 15
    #The rest are from Canada
    canada_players = total_players - usa_players - uk_players - germany_players
    #The answer is
    result = canada_players
    return result",15,Fortnite,llama_q1255
70,"Thor has $100,000,000. He sells half of his car and half of his motorcycle. Then loses half of the car's worth. How much money does Thor have after the series of transactions?","def solution(): #Thor started with$100,000,000
    thor_cash_initial = 100000000
    #He sells half of his car
    thor_car_price = thor_cash_initial / 2
    #He sells half of his motorcycle
    thor_motorcycle_price = thor_cash_initial / 2
    #Half the price of his car was lost
    thor_car_price_change = thor_car_price / 2
    #The answer is
    result = thor_cash_initial - thor_car_price - thor_motorcycle_price + thor_car_price_change
    return result",25000000.0,"Thor, the God of Thunder",llema_q70
1076,"Captain America has 1000 shields. 500 of them are in the Avengers Tower, 200 of them are in the Avengers Quinjet, and the rest of them are in the Avengers Helicarrier. How many shields are in the Avengers Helicarrier?","def solution():
    #Total shields
    total_shields = 1000
    #Shields in Avengers Tower
    shields_avengers_tower = 500
    #Shields in Avengers Quinjet
    shields_avengers_quinjet = 200
    #Shields in Avengers Helicarrier
    shields_avengers_helicarrier = total_shields - shields_avengers_tower - shields_avengers_quinjet
    return shields_avengers_helicarrier",300,Captain America,llama_q1067
664,"Leonardo has 3000.00. He spends $2500.00 on a new couch, $400.00 on a new TV, and $100.00 on a new sound system. How much money does he have left?","def solution():
    #Leonardo started with $3000
    money_initial = 3000
    #He spent $2500 on a couch
    couch_cost = 2500
    #$400 on a TV
    tv_cost = 400
    #and $100 on a sound system
    sound_system_cost = 100
    #The answer is
    result = money_initial - couch_cost - tv_cost - sound_system_cost
    return result",0,Ninja Turtles,llema_q662
1062,"Steph Curry has 3000 points. 1000 of them are from 2-point shots, 2000 of them are from 3-point shots, and the rest are from free throws. How many points did he score from free throws?","def solution():
    #Steph Curry has 3000 points
    total_points = 3000
    #1000 of them are from 2-point shots
    two_point_shots = 1000
    #2000 of them are from 3-point shots
    three_point_shots = 2000
    #The answer is
    free_throw_points = total_points - two_point_shots - three_point_shots
    return free_throw_points",0,Steph Curry,llama_q1053
31,"There were 5 Rottweilers. 10 Labrador Retrievers showed up. 30 Pugs showed up. 40 Greyhounds showed up. How many Rottweilers, Labradors, Pugs, and Greyhounds are at the dog park?","def solution():
    #There were 5 Rottweilers
    rotts_initial = 5
    #10 Labradors showed up
    labradors_showed_up = 10
    #30 Pugs showed up
    pugs_showed_up = 30
    #40 Greyhounds showed up
    greyhounds_showed_up = 40
    #The answer is
    result = rotts_initial + labradors_showed_up + pugs_showed_up + greyhounds_showed_up
    return result",85,dogs,llema_q31
301,Captain America can run 10 miles per hour. He is 100 miles from the White House. How many hours does it take for him to get there?,"def solution():
    #Captain America can run 10 miles per hour
    captain_speed = 10
    #He is 100 miles from the White House
    miles_to_WhiteHouse = 100
    #The answer is
    result = miles_to_WhiteHouse / captain_speed
    return result",10.0,Captain America,mammoth_q301
143,"Iron Man has to fight 20 bad guys in the morning and 10 more in the afternoon. The next day, he has to fight 5 more bad guys than he did the previous day. How many bad guys did Iron Man have to fight in total?","def solution():
    #Iron Man had to fight 20 bad guys in the morning and 10 more in the afternoon on the first day
    bad_guys_first_day = 20 + 10
    #On the second day, he had to fight 5 more bad guys than the first day
    bad_guys_second_day = bad_guys_first_day + 5
    #The total bad guys Iron Man had to fight is
    result = bad_guys_first_day + bad_guys_second_day
    return result",65,Iron Man,mammoth_q143
152,"If I can buy 20 candies in 30 minutes, how many candies can I buy in 50 minutes?","def solution():
    #I can buy 20 candies in 30 minutes
    candies_in_30_minutes = 20
    #I can buy 50 candies in 30 minutes
    candies_in_50_minutes = (candies_in_30_minutes * 50) / 30
    return candies_in_50_minutes
print(solution())",33.333333333333336,candy,mammoth_q152
287,"Barbie has 100 dollars. She spent 30 dollars on a new dress, 40 dollars on a new car, and 10 dollars on a new purse. How much money does she have left?","def solution():
    #Barbie has 100 dollars
    total_money = 100
    #She spent 30 dollars on a new dress, 40 dollars on a new car, and 10 dollars on a new purse.
    money_spent = 30 + 40 + 10
    #The answer is
    money_left = total_money - money_spent
    return money_left",20,Barbie,mammoth_q287
674,"The King of the Unicorns needs to purchase unicorn food. Red unicorns eat 5 lb per day, and pink unicorns eat 3 lb per day. A gallon of milk weighs 8.643 lbs. How many gallons of milk do the 20 pink unicorns and 17 red unicorns need to eat in one day?","def solution():
    #There are 20 pink unicorns and 17 red unicorns
    pink_unicorns = 20
    red_unicorns = 17
    #A day has 24 hours
    hours_day = 24
    #Unicorns eat 5 lb of food per hour for 24 hours
    food_per_hour = 5
    #Pink unicorns eat 3 lb of food per hour for 24 hours
    food_per_hour_pink = 3
    #A gallon of milk weighs 8.64
    return result",5,unicorns,llema_q672
893,Spiderman has 200 spider webs. He buys 30 more spider webs. He then sells 50 spider webs. How many spider webs does he have left?,"def solution():
    #Spiderman started with 200 spider webs
    spider_webs_initial = 200
    #He bought 30 more
    spider_webs_bought = 30
    #He sold 50
    spider_webs_sold = 50
    #The answer is
    result = spider_webs_initial + spider_webs_bought - spider_webs_sold
    return result",180,Spiderman,llama_q888
760,12 cats eat 400 pounds of cat food every Saturday morning. 15 cats eat 500 pounds of cat food on Sunday morning. How many pounds of cat food are eaten in total?,"def solution():
    #12 cats eat 400 pounds of cat food every Saturday morning
    cat_food_satuday_morning = 12*400
    #15 cats eat 500 pounds of cat food on Sunday morning
    cat_food_sunday_morning = 15*500
    #In total, 
    result = cat_food_satuday_morning + cat_food_sunday_morning
    return result",12300,cats,llema_q757
1313,Spiderman can shoot 10 webs per minute. How many webs can he shoot in 10 minutes?,"def solution():
    #Spiderman can shoot 10 webs per minute
    webs_per_minute = 10
    #The answer is
    result = webs_per_minute * 10
    return result",100,Spiderman,llama_q1298
468,"There are 1000 cars in the town. 
400 of them are sports cars. 
100 of these sports cars are fast. 
12 of the sports cars are fast and have a manual transmission. 
5 of the fast sports cars are red. 
How many fast sports cars are not red?","def solution():
    #There are 1000 cars in the town
    total = 1000
    #400 of them are sports cars
    sports = 400
    #100 of these sports cars are fast
    sports_fast = 100
    #12 of the sports cars are fast and have a manual transmission
    manual = 12
    #5 of the fast sports cars are red
    red = 5
    #The answer is
    fast_not_red = sports_fast - red
    fast_not_red_manual = manual - red
    result = fast_not_red - fast_not_red_manual
    return result",88,cars,llema_q468
589,A steam train has 250 cars. 16 more cars were added on to it. 7 cars were lost. How many cars does the train have now?,"def solution():
    #A steam train initially had 250 cars
    cars_initial = 250
    #16 more cars were added on to it
    cars_added = 16
    #7 cars
    return result",5,trains,llema_q588
826,"There are two dogs. Sparky is 20, but he likes to run.
","def solution():
    #There are two dogs
    dogs = 2
    #Sparky is 20
    spurky = 20
    #He likes to run
    run = 100
    #The
    return result",5,dogs,llema_q823
718,"100 unicorns are in a field. 25 of them are pink, 30 of them are purple, and the rest are white. How many white unicorns are in the field?","def solution():
    #Total unicorns
    total_unicorns = 100
    #Pink unicorns
    pink_unicorns = 25
    #Purple unicorns
    purple_unicorns = 30
    #White unicorns
    white_unicorns = total_unicorns - pink_unicorns - purple_unicorns
    return white_unicorns",45,unicorns,mathwell_q695
467,"100 total points in a basketball game. The winning team scored 80% of their points in the first quarter. The losing team scored the rest in the 3 other quarters and also scored 60% of their points in the last quarter. How many points did each team score total?

","def solution():
    #100 total points in a basketball game
    total_points = 100
    #The winning team scored 80% in the first quarter
    first_quarter = 0.80 * (total_points / 4)
    #The losing team scored the rest
    remaining_points = total_points - first_quarter
    #And 60% of their points in the last quarter
    last_quarter = 0.60 * (remaining_points / 3)
    #The answer is
    result = first_quarter + 2 * last_quarter
    return result",52.0,basketball,llema_q467
222,"A car dealership has 100 cars. 20 of the cars are for 2 people, 60 of the cars are for 4 people, and the rest are for 6 people. How many people can the dealership accommodate?","def solution():
    # The dealership has 100 cars
    cars = 100
    # 20 of the cars are for 2 people
    cars_2_people = 20
    # 60 of the cars are for 4 people
    cars_4_people = 60
    # The rest are for 6 people
    cars_6_people = cars - cars_2_people - cars_4_people
    # The dealership can accommodate
    people = cars_2_people * 2 + cars_4_people * 4 + cars_6_people * 6
    return people",400,cars,mammoth_q222
208,"Wakanda has 20,000,000 citizens. 1,000,000 of them are under the age of 18. How many citizens are over the age of 18?","def solution():
    #Wakanda has 20,000,000 citizens
    wakanda_citizens = 20000000
    #1,000,000 of them are under the age of 18
    under_18_citizens = 1000000
    #How many citizens are over the age of 18?
    result = wakanda_citizens - under_18_citizens
    return result",19000000,Black Panther,llama_q208
360,A bakery baked 120 cookies. They packaged 10 cookies in each box. How many boxes of cookies did they have?,"def solution():
    #The bakery baked 120 cookies
    cookies_baked = 120
    #They packaged 10 cookies in each box
    cookies_per_box = 10
    #The answer is
    result = cookies_baked / cookies_per_box
    return result",12.0,cookies,mathwell_q354
3,"Iron Man can fly 100 miles per minute. 
How many miles does he fly in 5 minutes?","def solution():
    #Iron Man can fly 100 miles per minute
    miles_per_minute = 100
    #He flies for 5 minutes
    minutes = 5
    #The answer is
    result = miles_per_minute * minutes
    return result",500,Iron Man,mammoth_q3
1034,"Thor, the God of Thunder, has 120 thunderbolts. He uses 20 thunderbolts to defeat the Frost Giants. He then uses 30 thunderbolts to defeat the Dark Elves. How many thunderbolts does he have left?","def solution():
    #Thor, the God of Thunder, has 120 thunderbolts
    thunderbolts = 120
    #He uses 20 thunderbolts to defeat the Frost Giants
    thunderbolts_used_frost_giants = 20
    #He then uses 30 thunderbolts to defeat the Dark Elves
    thunderbolts_used_dark_elves = 30
    #The answer is
    result = thunderbolts - thunderbolts_used_frost_giants - thunderbolts_used_dark_elves
    return result",70,"Thor, the God of Thunder",mathwell_q998
113,A car is traveling at a constant speed of 65 miles per hour on a trip. The trip is 3 hours long. How many miles is the car traveling during the trip?,"def solution():
    #The car's speed is 65 miles per hour
    speed = 65
    #The trip is 3 hours long
    time = 3
    #The distance the car travels is speed times time
    distance = speed * time
    return distance
print(solution())",195,cars,mammoth_q113
19,"If a candy weighs 3 grams, how many candies can you get from 1 kilogram of candy?","def solution():
    #1 kilogram is 1000 grams
    total_grams = 1000
    #Each candy weighs 3 grams
    candy_weight = 3
    #The number of candies is the total weight divided by the weight of each candy
    num_candies = total_grams / candy_weight
    return num_candies",333.3333333333333,candy,mammoth_q19
1058,Thor is fighting the Frost Giants. He throws 100 lightning bolts in the first 10 minutes. He throws 200 lightning bolts in the next 10 minutes. How many lightning bolts did he throw in total?,"def solution():
    #Thor threw 100 lightning bolts in the first 10 minutes
    lightning_bolts_10_minutes = 100
    #He threw 200 lightning bolts in the next 10 minutes
    lightning_bolts_20_minutes = 200
    #The answer is
    result = lightning_bolts_10_minutes + lightning_bolts_20_minutes
    return result",300,"Thor, the God of Thunder",llama_q1050
1305,Captain Marvel has 1000 photon blasts. She uses 250 of them to fight Ronan and 400 of them to fight Thanos. How many photon blasts does she have left?,"def solution():
    #Captain Marvel started with 1000 photon blasts
    photon_blasts_initial = 1000
    #She used 250 of them to fight Ronan
    photon_blasts_ronan = 250
    #She used 400 of them to fight Thanos
    photon_blasts_thanos = 400
    #The answer is
    result = photon_blasts_initial - photon_blasts_ronan - photon_blasts_thanos
    return result",350,Captain Marvel,llama_q1290
335,"There are 1000 students at a school. 100 of them are in the Gryffindor house, 200 of them are in the Hufflepuff house, and 300 of them are in the Ravenclaw house. How many students are in the Slytherin house?","def solution():
    #Total students at Hogwarts
    total_students = 1000
    #Students in Gryffindor, Hufflepuff, and Ravenclaw
    gryffindor_students = 100
    hufflepuff_students = 200
    ravenclaw_students = 300
    #Students in Slytherin
    slytherin_students = total_students - gryffindor_students - hufflepuff_students - ravenclaw_students
    return slytherin_students",400,ice cream,mammoth_q335
168,"Wonder Woman is writing a word problem that explains how she can defeat Thanos. A few facts she knows are that: (1) Thanos starts with 1,000,000 Lambda beads. (2) He uses the Lambda beads to create the Infinity Stones. (3) She uses the Infinity Stones to destroy the Infinity Stones. (4) She destroys Thanos's Soul Stone, which takes away his powers from him. (5) The next day, Thanos has 900,000 Lambda beads. Write a script using these facts to determine if Wonder Woman destroyed or created Lambda beads between the first and second day.","def solution():
    #Total Lambda beads at beginning
    beads_initial = 1_000_000
    #Lambda beads after destruction
    beads_destroyed = beads_initial - 900_000
    #Wonder Woman destroyed Lambda beads.
    return beads_destroyed",100000,Wonder Woman,llema_q168
227,"A ice cream shop has 200 flavors. 50 of them are chocolate, 30 of them are strawberry, and the rest are vanilla. How many vanilla flavors does the shop have?","def solution():
    total_flavors = 200
    chocolate = 50
    strawberry = 30
    vanilla = total_flavors - chocolate - strawberry
    return vanilla",120,ice cream,mammoth_q227
622,"Basketball legend, Steph Curry, scored a total of 229 three pointers in the 2015-2016 NBA season. 
How many three pointers did he shoot each game he played?","def solution():
    #Steph Curry made a total of 229 three pointers
    total_three_pointers_made = 229
    #Steph Curry played 77 games that season
    games_played = 77
    #The answer is
    result = total_three_pointers_made / games_played
    return result",2.9740259740259742,Steph Curry,llema_q620
433,"The original Red Ranger, Jason Lee Scott, wants to give Red Ranger power rings to his favorite students at his local school. He has 6 boxes of Red Ranger power rings. He wants to give each 1st-grade student 3 rings, each 2nd-grade student 3 rings, each 3rd-grade student 3 rings, each 4th-grade student 3 rings, and each 5th-grade student 2 rings due to a shortage. 
If there are 20 students in each class, how many Red Ranger power rings were given out?","def solution():
    #Total Red Ranger boxes
    total_boxes = 6
    #Rings in each box
    rings_in_box = 6
    #Total number of Red Ranger power rings
    red_ranger_rings = total_boxes * rings_in_box
    #Number of 1st-grade students
    students_1st_grade = 20
    #Number of 2nd-grade students
    students_2nd_grade = 2
    return result",5,Power Rangers,llema_q433
756,"Iron Man's suit is powered by a nuclear reactor.
At the start of the game, the reactor has 100% power. 
When he uses his jet boots, the reactor power goes down 20%. 
When he uses his repulsor beam, the reactor power goes down 10%. 
How much power is left in the reactor after he uses the jet boots and the repulsor beam?","def solution():
    #At the start of the game, the reactor has 100% power
    reactor_power = 1
    #When he uses his jet boots, the reactor power goes down 20%
    reactor_power -= .2
    #When he uses his repulsor beam, the reactor power goes down 10%
    reactor_power -= .1
    #The answer is
    result = reactor_power
    return result",0.7000000000000001,Iron Man,llema_q753
300,"In 2019, the New England Patriots lost their first two games of the season. Then their coach was fired, and they won their next 8 games, then lost their last game of the season. How many games did they win?","def solution():
    #The New England Patriots started off with 2 losses
    patriots_lost = 2
    #They then won 8 of their next 9 games
    patriots_won = 8
    #How many games did they win? The answer is
    result = patriots_lost + patriots_won
    return result",10,lacrosse,llema_q300
25,"In a field hockey match, Team A scored 5 goals. Team B also scored 5 goals. In the second half, Team B scored 3 more goals than Team A. What was the final score?","def solution():
    #A scored 5 goals and B scored 5 goals
    inital_a_scores = 5
    inital_b_scores = 5
    #B scored 3 more goals than A
    b_scored_more = 3
    #The result is
    result = inital_b_scores - inital_a_scores + b_scored_more
    return result",3,field hockey,llema_q25
830,A T-Rex is 12 feet tall and weighs 6 tons.  A Triceratops is 9 feet tall and weighs 6 tons.  A Velociraptor is 6 feet tall and weighs 0.5 tons.  How much heavier is the T-Rex than the Velociraptor?,"def solution():
    #A T-Rex is 12 feet tall and weighs 6 tons
    trex_height = 12
    trex_weight = 6
    #A Triceratops is 9 feet tall and weighs 6 tons
    triceratops_height = 9
    triceratops_weight = 6
    #A Velociraptor is 6 feet tall and weighs 0.5 tons
    velociraptor_height = 6
    velociraptor_weight = 0.5
    #The answer is
    result = trex_weight - velociraptor_weight
    return result",5.5,dinosaurs,llama_q826
55,Wonder Woman is the Princess of the Amazons. She is very strong and fast. She can run 100 meters in 10 seconds. How fast is she in miles per hour?,"def solution():
    #Convert 100 meters to miles
    meters_to_miles = 100 / 1609.34
    #Convert 10 seconds to hours
    seconds_to_hours = 10 / 3600
    #Calculate the speed in miles per hour
    speed_mph = meters_to_miles / seconds_to_hours
    return speed_mph
print(solution())",22.369418519393044,Wonder Woman,mammoth_q55
244,"There are 20 planes in the sky. 5 are flying north. 7 are flying south. 3 are flying east. 5 are flying west. How many planes are not flying north, south, east, or west?","def solution():
    # Total number of planes
    total_number_planes = 20
    # Number of planes flying north
    planes_north = 5
    # Number of planes flying south
    planes_south = 7
    # Number of planes flying east
    planes_east = 3
    # Number of planes flying west
    planes_west = 5
    #Number of planes not flying north, south, east, or west
    planes_not_moving = total_number_planes - planes_north - planes_south - planes_east - planes_west
    return planes_not_moving",0,planes,llema_q244
891,"If there are 3 red dogs and 4 white dogs and 1 brown dog, what is the ratio of red dogs to white dogs to brown dogs?","def solution():
    return result",5,dogs,llema_q887
639,"The soccer team has 20 players. 
8 of the players are forwards, 6 are midfielders, and 6 are defenders. 
How many goalkeepers are there?","def solution():
    #Total number of players
    total_players = 20
    #Number of forwards, midfielders, and defenders
    forwards = 8
    midfielders = 6
    defenders = 6
    #The answer is
    goalkeepers = total_players - forwards - midfielders - defenders
    return goalkeepers",0,soccer,mathwell_q617
545,"A college football stadium has 17 rows of seats.The first row has 13 seats, and each row has 3 more seats than the one above it. How many seats are there in total?","def solution():
    #Number of rows
    rows = 17
    #Seats in first row
    first_row_seats = 13
    #Seats in second row are 3 more
    second_row_seats = first_row_seats + 3
    #Seats in third row are 3 more
    third_row_seats = second_row_seats + 3
    #Repeat the number of more seats for each row until we get the last row
    last_row_seats = third_row_seats + (3 * (rows - 3))
    #Number of seats is the sum of all seats in the rows
    return result",5,soccer,llema_q545
730,"A lacrosse team has 10 players. They all need to have 2 sticks, 1 helmet, and 1 pair of pads. How many total pieces of equipment do they need?","def solution():
    #The team has 10 players
    players = 10
    #Each player needs 2 sticks, 1 helmet, and 1 pair of pads
    sticks_per_player = 2
    helmets_per_player = 1
    pads_per_player = 1
    #The total number of each item is
    total_sticks = players * sticks_per_player
    total_helmets = players * helmets_per_player
    total_pads = players * pads_per_player
    #The total number of pieces of equipment is
    total_equipment = total_sticks + total_helmets + total_pads
    return total_equipment",40,lacrosse,llama_q727
49,"A pizza is cut into 8 equal slices. 3 slices are pepperoni, 2 slices are cheese, and 3 slices are veggie. How many slices of pepperoni pizza are there?","def solution():
    #The total number of slices
    total_slices = 8
    #The number of pepperoni slices
    pepperoni_slices = 3
    #The number of cheese slices
    cheese_slices = 2
    #The number of veggie slices
    veggie_slices = 3
    #The answer is
    result = pepperoni_slices
    return result",3,pizza,llama_q49
175,"Harry Potter has 1000 galleons. 200 of them are in Gringotts, 300 are in his vault, and the rest are in his pockets. How many galleons does Harry Potter have in his pockets?","def solution():
    # Harry Potter has 1000 galleons
    galleons_total = 1000
    # 200 of them are in Gringotts
    galleons_gringotts = 200
    # 300 are in his vault
    galleons_vault = 300
    # The answer is
    result = galleons_total - galleons_gringotts - galleons_vault
    return result",500,Harry Potter,mammoth_q175
