,question,answer,appropriateness,explanation,solution
397,Thor has 1000 thunderbolts. He uses 500 of them to fight the Frost Giants. He then uses 200 of them to fight the Dark Elves. How many thunderbolts does he have left?,300.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is fictional but not unrealistic within the context of a mythological character, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
398,Hello Kitty has 12 pencils. She bought 3 more pencils. Her friend gave her 5 more pencils. How many pencils does Hello Kitty have now?,20.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves basic addition, contains appropriate language, is not strange or unrealistic, and is free from grammar errors and typos. However, it should be noted that there is an error in the provided 'answer' value, as the correct total of pencils should be 12 + 3 + 5 = 20.",
399,"Thor, the God of Thunder, has 120 thunderbolts. He uses 20 thunderbolts to defeat the Frost Giants. He then uses 30 thunderbolts to defeat the Dark Elves. How many thunderbolts does he have left?",70.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves basic subtraction which is suitable for the age group, contains appropriate language, involves a fictional and not strange or unrealistic scenario for storytelling purposes, is free of grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
400,"Iron Man has 1200 repulsor beams. He used 200 of them on the Hulk, 300 of them on the Abomination, and 100 of them on the Mandarin. How many repulsor beams does he have left?",600.0,0.0,"The question involves a scenario where Iron Man uses his repulsor beams on others, which can be interpreted as an act of violence, although fictional. This content might be considered inappropriate for a K-8 setting as it describes one character causing harm to others.",
401,"Black Panther has 100 vibranium orbs. 25 of them are for healing, 20 of them are for strength, and 10 of them are for both. How many vibranium orbs does Black Panther have for other purposes?",45.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, containing a realistic scenario within a fictional context, uses addition and subtraction of whole numbers, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
402,"LeBron James has 30,000 career points. He has 1,000 more points than the next highest scorer, Kareem Abdul-Jabbar. How many points does Kareem Abdul-Jabbar have?",29000.0,1.0,"This question is well-suited for K-8 students as it involves basic subtraction which is within the math operations appropriate for this grade level. It contains realistic context, is age-appropriate, has no grammatical errors or typos, and requires a mathematical operation to arrive at the final correct answer.",
403,"Iron Man has 5000 vibranium-enhanced armor plates. 2000 of the plates are in his vault, 1000 of them are in the Avengers' vault, and the rest are in S.H.I.E.L.D.'s vault. How many plates are in S.H.I.E.L.D.'s vault?",2000.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves a realistic scenario within the fictional Marvel universe context, contains appropriate language, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
404,"Captain America has 1000 vibranium shields. 200 of them are in his vault, and the rest are in his armory. How many vibranium shields are in his armory?",800.0,1.0,"This question is appropriate for K-8 students as it requires a basic subtraction operation, which is within the mathematical capabilities of students in these grades. The context is based in a fictional universe, which is acceptable for the creation of math word problems for educational purposes. It also contains no typographical or grammatical errors, and it does not include any inappropriate content.",
405,A 10-car train is 1200 feet long. A 20-car train is 2400 feet long. How many feet longer is the 20-car train than the 10-car train?,1200.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, presents a realistic scenario, is free from grammar errors and typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.",
406,"Barbie has 100 pink heels. 25 of them are 3-inch heels, 50 of them are 4-inch heels, and the rest are 5-inch heels. How many 5-inch heels does Barbie have?",25.0,1.0,"This question requires basic subtraction to solve the problem and is mathematically appropriate for K-8 students. The scenario is simple and clearly stated without any strange or unrealistic elements, inappropriate content, grammar errors, or typos. It is suitable for a classroom setting as it tests students' ability to perform arithmetic operations with whole numbers.",
407,"A Creeper has 200 health points. A Skeleton has 100 health points. A Zombie has 150 health points. How many health points do 2 Creepers, 3 Skeletons, and 2 Zombies have?",1000.0,1.0,"This question is appropriate for K-8 students as it involves basic addition and multiplication, with numbers that are within a reasonable range to calculate without a calculator. The scenario, while fictional, is not overly strange within the context of video games, which are familiar to many students. The question is clearly worded with no grammatical errors or typos, and it requires mathematical operation to arrive at the correct answer.",
408,"The cheerleading squad has 200 pom-poms. 100 of the pom-poms are red, 60 of the pom-poms are blue, and the rest are yellow. How many pom-poms are yellow?",40.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, involves subtraction and basic number sense which is suitable for this age group, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
409,"A cat has 9 lives. 

A dog has 3 lives.

How many more lives does a cat have than a dog?",6.0,0.0,"This question contains a factually inaccurate statement which can confuse students about biological facts as neither cats nor dogs have multiple lives. It is based on a common saying rather than reality, and math questions should not reinforce incorrect scientific information.",
410,"A candy store has 1000 lollipops. 200 of them are red, 300 of them are green, and the rest are blue. How many of the lollipops are blue?",500.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, does not contain language related to harming others, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
411,"Pikachu has 100 thunderbolts. He uses 20 thunderbolts on Monday, 15 on Tuesday, and 25 on Wednesday. How many thunderbolts does he have left?",40.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, uses a fictional but commonly known character for engagement, is free from grammar errors and typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.",
412,"A dog has 4 legs. 
A human has 2 legs. 
How many legs do 10 dogs and 10 humans have?",60.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is based in reality, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
413,"1000 unicorns are in a field. 200 of the unicorns are pink, 300 are purple, and the rest are blue. How many unicorns are blue?",500.0,1.0,"This question, while involving a fictional element (unicorns), uses numbers and requires mathematical operations (subtraction) that are appropriate for a K-8 student. It does not contain any inappropriate content, strange or unrealistic facts, grammatical errors or typos, and requires a mathematical operation to solve.",
414,"A Minecraft world has 10000 blocks. 2000 of the blocks are dirt, 3000 are stone, 2000 are cobblestone, and the rest are ores. How many ores are there?",3000.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is suitable for a fictional setting, is free from grammar errors and typos, and requires mathematical operations (subtraction) to arrive at the final correct answer.",
415,200 cats are at the cat cafe. 30 cats are asleep. 60 cats are eating. 20 cats are playing. 10 cats are grooming. How many cats are doing other things?,80.0,1.0,"This question is appropriate for K-8 students as it involves basic arithmetic operations one would learn at an elementary level, such as subtraction. The counting of various categories of animals is a common theme in word problems, and the situation is not strange or unrealistic given the fictional setting. Additionally, the question does not contain any inappropriate content, grammatical errors, or typos, and it requires mathematical operations to arrive at the final correct answer.",
416,Ash has 100 Poké Balls. He uses 20 of them to catch 20 Pidgeys. He then uses 10 of them to catch 10 Rattatas. How many Poké Balls does he have left?,70.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains child-friendly subject matter relevant to a popular children's franchise, is not strange or unrealistic within its fictional context, and is free from grammar errors and typos. It requires basic subtraction operations to arrive at the final correct answer.",
417,Superman can punch 2000 times per minute. How many punches can he throw in 10 minutes?,20000.0,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves a basic multiplication operation, and does not contain inappropriate content or language. Although the scenario is fictional and exaggerates the abilities of a character, it is typical for math word problems to utilize fictional, imaginative settings for the purposes of engagement and context.",
418,"A 25-meter pool is 2.5 times as long as a 10-meter pool. 
How many more meters is the 25-meter pool than the 10-meter pool?",15.0,1.0,"This question is educationally appropriate as it involves basic multiplication and subtraction, which is suitable for K-8 students. The context is realistic, the language is appropriate, it is free of grammatical errors and typos, and it requires mathematical operations to arrive at the correct answer.",
419,"In a lacrosse game, the team scores 3 points for a goal and 1 point for a field goal. If Team A scored 5 goals and 8 field goals while Team B scored 7 goals and 5 field goals, which team won and by how many points?",Team B won by 3 points.,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer. Students are required to compute the points for goals and field goals separately and then compare the totals for each team to determine the winner and the margin of victory.",
420,Thor has 2000 hammers. Each hammer weighs 5 pounds. He wants to carry them in a cart that can hold 200 pounds. How many carts does Thor need to carry all his hammers?,51,0.0,"This question should be flagged as inappropriate because it includes an unrealistic scenario. Thor possessing 2000 hammers is highly exaggerated and not grounded in reality, which could confuse or mislead young students with respect to making real-world connections with mathematics.",
421,"The New England Patriots are playing the Dallas Cowboys. The Patriots have already scored 28 points, and the Cowboys have scored 10. If a touchdown is worth 6 points and a field goal is worth 3 points, how many touchdowns do the Cowboys need to score to tie the game?",3,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students since they are able to use addition and an understanding of scoring in football to solve the problem. It contains appropriate language, the sports scenario is realistic, it is free from grammar errors and typos, and it requires mathematical operations to arrive at the final correct answer.",
422,"In a volleyball tournament, there are 8 teams. Each team plays against every other team once. How many games will be played in total?",28,1.0,"This question is educationally appropriate as it requires an understanding of combinations and can be solved via simple arithmetic suitable for K-8 students. The problem involves logical reasoning and multiplication or addition to find the total number of games. It is not strange or unrealistic, contains no inappropriate content, and does not involve any mathematical calculations that are too difficult for K-8 students, such as advanced probability or calculus.",
423,The Golden State Warriors have played 70 games this season. They have won 45 of those games. What percentage of their games have they won?,64.28571428571429,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves simple division and multiplication to convert a fraction to a percentage (which are concepts typically taught by 8th grade), contains appropriate language, is not strange or unrealistic, and is free from grammar errors and typos.",
424,"Wonder Woman can fly at a speed of 700 miles per hour. She needs to fly from New York City to Los Angeles, which is 2,475 miles away. How long will it take her to make the trip?",3.5357142857142856,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate fictional content that does not strain believability within a super-hero context, is free from grammar errors and typos, and it requires mathematical operations (specifically division) to arrive at the final correct answer.",
425,"The Power Rangers have 6 members in their team. Each Ranger has a different color assigned to them. Red Ranger has 20% more fans than Blue Ranger. Pink Ranger has 15% less fans than Red Ranger. How many fans does Pink Ranger have if Blue Ranger has 10,000 fans?",10200,0.0,"The question is inappropriate for a K-8 classroom setting for two reasons. First, it requires understanding and calculating percentages, which might be too difficult for students in the lower grades of the K-8 range. Second, the calculation involves finding 20% of 10,000 which is 2,000 and then adding that to 10,000 to get 12,000 fans for the Red Ranger. Then, it requires calculating 15% of 12,000, which is 1,800, and subtracting that from 12,000 to arrive at 10,200 fans for the Pink Ranger. The steps involved and the handling of large numbers (10,000 and above) requiring multiplications or percentage calculations would be considered too difficult for most K-8 students without the aid of a calculator.",
426,"Steph Curry made 402 3-pointers in the 2015-2016 NBA season. If he attempted 886 3-pointers that season, what was his 3-point shooting percentage?",45.372460496613996,1.0,"This question is appropriate for K-8 students as it requires understanding of division and percentage calculation, which are topics covered in the K-8 curriculum. It does not contain any inappropriate content, is realistic, free from grammar issues, and involves basic math operations.",
427,"The ACME soccer team has played 10 games this season. They won 6, lost 2, and tied 2. If a win is worth 3 points, a loss is worth 0 points, and a tie is worth 1 point, how many points does the ACME team have?",20,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
428,"A dog shelter has 45 dogs. 25% of the dogs are puppies, 40% are adult dogs, and the remaining dogs are seniors. How many senior dogs are in the shelter?",15.75,0.0,"The question is not appropriate because the answer is not suitable for a K-8 math problem. Calculating percentages of a whole number should result in whole numbers when counting distinct items like dogs, so the answer 15.75 dogs suggests that there is a fraction of a dog, which is not realistic.",
429,"In Wakanda, the Black Panther needs to cross a river that is 25 meters wide. He can jump 5 meters forward in one jump. How many jumps does he need to make to cross the river?",5,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves simple division, contains appropriate language, references a fictional setting but remains realistic within that context, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
430,Wonder Woman has bracelets that can deflect bullets. She has 5 bracelets and each one can deflect up to 10 bullets. How many bullets can she deflect in total with all of her bracelets?,50,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate and engaging superhero language suitable for a fictional scenario within a classroom setting, is free from grammar errors and typos, and requires multiplication, a mathematical operation to arrive at the final correct answer.",
431,Barbie has 1000 outfits in her closet. She needs to pack for a 5-day trip and wants to bring a different outfit each day. How many outfits will she have left in her closet after the trip?,995,1.0,"This question is appropriate for a K-8 student as it involves basic subtraction, which is within the mathematical skill set expected at this grade level. It contains appropriate language, is not strange or unrealistic for a fictional scenario, is free from grammar errors and typos, and requires a simple mathematical operation to arrive at the correct answer.",
432,Naruto has 500 shurikens in his arsenal. He uses 50 shurikens to defeat each enemy. How many enemies can he defeat with all the shurikens he has?,10,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves basic division, contains appropriate language, is not strange or unrealistic within the context of a fictional scenario, is free from grammar errors and typos, and requires mathematical operations to arrive at the correct answer.",
433,"There are 30 unicorns in a magical forest. 10 more unicorns come to join them. Each unicorn has a rainbow-colored horn that is 15 inches long. If the unicorns decide to tie their horns together to form a circle, what is the total length of the horn circle in feet?",157,0.0,"The situation described is unrealistic and strange for an educational setting. Moreover, the problem requires unit conversion from inches to feet, which would be appropriate for K-8 but the given answer is factually incorrect. The correct calculation should be (30+10) * 15 inches = 40 * 15 inches = 600 inches, which divided by 12 (to convert to feet) is 50 feet. Thus, the answer should be 50, not 157.",
434,Captain America is on a mission to save the world. He has to jump across a ravine that is 30 feet wide. He can jump 5 feet on his own. How many more feet does he need to jump to make it across the ravine?,25,1.0,"This question is suitable for K-8 students as it involves a simple subtraction operation, which is within the scope of mathematical operations they learn. The scenario is fictional but not unrealistic to a point of inaccuracy, it contains no inappropriate content, it is free from grammatical errors and typos, and requires a straightforward mathematical operation to solve.",
435,"Serena Williams served 20 aces in her first match and 15 aces in her second match. In total, she served 35 aces in the two matches. How many aces did she serve on average per match?",17.5,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students. It involves basic addition of the two match aces and division to determine the average, both of which are operations suitable for a K-8 math curriculum. The content is appropriate, the scenario is realistic, and the question is free from grammatical errors and typos.",
436,"Iron Man needs to fly from New York to Los Angeles, a distance of 2,500 miles. His suit can fly at a speed of 700 miles per hour. How long will it take him to fly from New York to Los Angeles?",3.5714285714285716,0.0,"The question is not appropriate for a K-8 student because the answer requires working with a long decimal which would be impractical without a calculator, and the conceptual understanding of rates and division to this precision is not typically within a K-8 curriculum.",
437,"Spiderman swung from his web 10 times. He swung 5 times over the city and 5 times over the park. Each time he swung over the city, he traveled 2 miles. Each time he swung over the park, he traveled 1.5 miles. How many miles did Spiderman travel in total?",17.5,1.0,"This question is suitable for K-8 students as it involves basic multiplication and addition. It requires students to use math to calculate the total distance, it's not too difficult or outlandish for a fictional scenario as it does not make any factually inaccurate claims, contains no inappropriate content, has no grammatical errors or typos, and is not a simple reading comprehension problem.",
438,"There are 3 different species of dinosaurs in a park. The first species has 20 individuals, the second has 35 individuals, and the third has 10 individuals. If each individual dinosaur requires 5 pounds of food per day, how many pounds of food are needed to feed all the dinosaurs in the park for one week?",2275,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves realistic (though fictional) context suitable for a classroom, contains appropriate language, is not overly strange despite the fictional element of dinosaurs which is a common and engaging context for children, is free from grammar errors and typos, and requires mathematical operation (multiplication and addition) to arrive at the final correct answer.",
439,Hello Kitty is making bows for her friends. She has 20 pieces of ribbon that are each 5 inches long. She needs 3 inches of ribbon for each bow. How many bows can she make?,33,1.0,"This question involves simple multiplication and division, which are appropriate mathematical operations for K-8 students. The context is realistic and suitable for a classroom setting, with no inappropriate content or strange situations. There are no grammar errors or typos in the question, and it requires a mathematical operation to arrive at the correct answer.",
440,Captain America has 40 shield throws for his next mission. He needs to divide the throws equally between himself and his two teammates. How many throws will each person get?,13.333333333333334,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, as it involves division and the concept of sharing amounts equally, both of which are suitable for this grade level range. The language is appropriate, the scenario, while fictional, is not strange or unrealistic within the context of a superhero story, and no grammatical errors are present. Finally, it requires the student to perform a mathematical operation to arrive at the correct answer.",
441,"Iron Man has defeated 8 villains in his first month of crime-fighting. The next month, he defeats 12 villains. If Iron Man defeats 15% more villains each month, how many villains will Iron Man defeat in his 6th month of crime-fighting?",34.980124999999994,0.0,"This question is too hard for a K-8 student as it involves percentage increase and geometric sequences which are typically not introduced until high school algebra. Furthermore, the answer would be difficult to arrive at without the aid of a calculator, which is not typical for K-8 level math problems. Additionally, the answer being a non-terminating or non-repeating decimal also makes it inappropriate for this grade level.",
442,"There are 3 different types of dinosaurs in a park: T-Rex, Stegosaurus and Triceratops. There are 12 T-Rex, 20 Stegosaurus and 15 Triceratops in the park. If each T-Rex eats 10 pounds of meat per day, each Stegosaurus eats 5 pounds of plants per day and each Triceratops eats 8 pounds of plants per day, how many pounds of food do the dinosaurs need to eat in one day?",340,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, as it involves basic multiplication and addition operations. It contains appropriate language, is set in a fictional context that is not unrealistic for educational purposes, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
443,"Mrs. Johnson has a cat breeding business. She has 15 adult cats and 50 kittens. Each adult cat can produce 6 kittens a year. If all the adult cats produce kittens for 3 years, how many cats will Mrs. Johnson have in total?",335,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, does not contain inappropriate language, is realistically plausible within a fictional setting, is free from grammar errors and typos, and requires multiplication and addition to arrive at the final correct answer.",
444,"Hello Kitty is planning a party and needs to make 50 cupcakes for her guests. She has 2 cups of flour, 1 cup of sugar, and 1/2 cup of butter. If each cupcake requires 1/4 cup of flour, 1/4 cup of sugar, and 1/8 cup of butter, will she have enough ingredients to make all 50 cupcakes?",Hello Kitty does not have enough ingredients to make all 50 cupcakes,0.0,"The question is not appropriate because it misses a definite numerical answer. While it can be solved using multiplication and division, and the concept of fractions is within the scope of K-8 students, the answer provided does not specify how many cupcakes can be made or which ingredient(s) specifically Hello Kitty is short on, which leaves the conclusion open to interpretation rather than providing a clear mathematically-derived answer.",
445,"The lacrosse team at Johns Hopkins University has 25 players. If each player has to pay $20 for equipment, and the coach wants to buy new helmets for $500, how much money does the team need to raise?",1000,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves basic addition and multiplication which are suitable for this grade level, and does not contain any language or scenarios that are strange or unrealistic for a classroom setting. It is free from grammar errors and typos, and it requires mathematical operations to arrive at the final correct answer.",
446,"LeBron James scored 30 points in one game and 25 points in another game. In total, he scored 162 points in the first 10 games of the season. How many points did James score in the other 8 games of the season?",107,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, relates to a real-world context, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (addition and subtraction) to arrive at the final correct answer.",
447,Wonder Woman runs at a speed of 8 miles per hour. She wants to run 24 miles in total. How many hours will it take her to reach her goal?,3,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, is based on a realistic scenario that involves division, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
448,Superman can fly at 1000 miles per hour. How far can he travel in 3 hours?,3000,1.0,"This question is written at an appropriate mathematical difficulty level for K-8 students, contains language that is appropriate and engaging with a fictional setting, is not strange or unrealistic within the context of the fictional superhero world, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
449,"A group of paleontologists have found a dinosaur fossil that is 65 million years old. They want to estimate the length of the dinosaur based on the size of its femur bone. The femur bone is 1.5 meters long, and it is known that the length of a femur bone is about one sixth the length of the entire dinosaur. How long was the dinosaur?",9,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, containing a relevant real-world context that is interesting and educational. It involves multiplication and division with fractions, which are topics covered in K-8 math classes. The question is not strange or unrealistic within the educational context of paleontology, contains no inappropriate language, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
450,"A cheer squad has 20 members. If they split evenly into 4 groups to practice, how many members are in each group?",5,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (division) to arrive at the final correct answer.",
451,"Captain Marvel can fly at a speed of 500 miles per hour. She needs to travel from New York to Los Angeles, which is a distance of 2,500 miles. How long will it take her to get there?",5,1.0,This question is suitable for a K-8 student as it requires the use of division (a basic math operation) to determine the time taken for Captain Marvel to travel from New York to Los Angeles. The scenario is fictional but not unrealistic in the context of a superhero story used for educational purposes. The question is also free from grammatical errors or typos and does not contain any inappropriate content.,
452,Superman lifted a 100-ton boulder with his super strength. He then lifted another boulder that was 50% heavier than the first one. How heavy was the second boulder?,150,1.0,"This question is appropriate for a K-8 student as it involves the mathematical concept of percentage increase, which is within the realm of multiplication and understanding of percentages. It involves a realistic scenario in the context of a fictional superhero story, contains appropriate language, is free from grammar errors and typos, and requires mathematical operations to solve.",
453,"Captain Marvel can fly at a speed of 500 miles per hour. If she flies for 3 hours straight, how far does she travel?",1500,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involving basic multiplication to determine distance traveled. It contains appropriate language, is fictional but not strange or unrealistic within the context of a superhero setting, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
454,Superman can fly at a speed of 800 miles per hour. He wants to travel 2400 miles. How many hours will it take him to get there?,3,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, uses a fictional character but within a realistic mathematical context, is free from grammar errors and typos, and requires mathematical operations (division) to arrive at the final correct answer.",
455,Naruto is going on a mission to the Land of Fire. He and his team need to cross 1000 miles to reach their destination. They travel at a speed of 50 miles per hour. How long will it take them to reach their destination?,20,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic for the intended fictional setting, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer involving division which is appropriate for K-8 students.",
456,Captain America has 60 shields made of vibranium. Each shield has 5 stars on it. How many stars are there in total?,300,1.0,"This question is appropriate for K-8 students as it requires using multiplication, a mathematical operation that falls within the curriculum standards for this grade level. It is not strange or unrealistic within the context of a fictional story (Captain America and his shield are common in comics and movies), it does not contain content that is unsuitable for the classroom, and there are no grammatical errors or typos.",
457,"In a soccer tournament, the Blue team has scored 12 goals in the first three matches. They scored 2 goals in the fourth match, 3 goals in the fifth match, and 4 goals in the sixth match. How many total goals has the Blue team scored in the tournament so far?",21,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains no inappropriate content, is realistic within a fictional context, is free from grammar errors and typos, and requires mathematical operations (addition) to arrive at the final correct answer.",
458,Barbie has 24 dresses in her closet. She decides to give 7 of the dresses to her friends. How many dresses does Barbie have left?,17,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, only involves basic subtraction which is suitable for the age group, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires a mathematical operation to arrive at the final correct answer.",
459,Captain America has 500 shields in his inventory. He gives 137 shields to Black Widow and 201 shields to Falcon. How many shields does Captain America have left?,162,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves basic subtraction which is suitable for the target age range, contains appropriate language, is not excessively strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
460,Iron Man can fly at a speed of 500 miles per hour. He travels for 4 hours and 30 minutes. How far has he traveled?,2250,0.0,"This question is not appropriate because the answer provided is incorrect, which may confuse students. The correct calculation would be to multiply 500 miles per hour by 4.5 hours, resulting in 2250 miles. The original answer seems to have confused the multiplication operation.",
461,"An ice cream truck has 200 ice cream cones. There are 4 flavors: vanilla, chocolate, strawberry, and mint. If there are equal amounts of each flavor, how many ice cream cones of each flavor are there?",There are 50.0 ice cream cones of each flavor.,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic, is free from grammar errors and typos, and requires mathematical operations (division) to arrive at the final correct answer.",
462,"An ice cream shop sells 3 flavors of ice cream: vanilla, chocolate, and strawberry. If they sell 50 cups of vanilla, 30 cups of chocolate, and 20 cups of strawberry every day, how many cups of ice cream do they sell in total each day?",100,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains language suitable for a classroom setting, is realistic, is free from grammatical errors and typos, and it requires basic addition to arrive at the final correct answer.",
463,"Serena Williams is playing in a tennis tournament. She wins 80% of her matches. If she plays in 10 matches, how many matches will she win?",8,1.0,"This question requires a student to apply the concept of percentages, which is appropriate for the upper K-8 mathematics curriculum. It involves a realistic situation, contains no inappropriate language, is free of grammatical errors, and requires a mathematical operation (finding 80% of 10) to arrive at the final correct answer.",
464,"Ash has 6 Pikachu, each with a different level of CP (Combat Power). 

Their CP levels are 1000, 1200, 800, 1500, 900, and 1100. 

What is the average CP of Ash's Pikachu?",1083.3333333333333,1.0,"This question is at an appropriate mathematical difficulty level for K-8 students, involves relevant mathematical operations (adding numbers and dividing the sum by the count of numbers), is not strange or unrealistic within the context of the Pokémon universe, contains no inappropriate language or content, is grammatically correct, and is free from typographical errors.",
465,"Super Mario has collected 24 coins in World 1-1. He collects 6 coins in World 1-2, 10 coins in World 1-3, and loses 2 coins in World 1-4. How many coins does he have in total?",38,1.0,"This question involves basic addition and subtraction, which is appropriate for a K-8 mathematical setting. It adheres to the fictional setting rule, as a large number of coins can be collected in video games, and it is not strange or unrealistic in that context. It does not contain inappropriate content or grammatical errors and does indeed require mathematical operations to arrive at the correct answer.",
466,"Alice baked 24 cookies. She gave 6 cookies to her friend and ate 2 cookies herself. She then divided the remaining cookies equally among her family members. If Alice has 4 family members and they all ate the same number of cookies, how many cookies did each family member get?",4,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, involves basic subtraction and division which are within the math operations appropriate for this age group, contains appropriate language, is based in a realistic everyday scenario, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
467,"A plane flying from New York to Los Angeles travels at a speed of 500 mph. The distance between the two cities is approximately 2,500 miles. How many hours will it take for the plane to complete the journey?",5,1.0,"This question is at an appropriate level for K-8 students as it involves basic division, which is within the skill set of these grade levels. It contains appropriate language, is realistic and grounded in a real-world scenario, and is free from grammar errors and typos.",
468,"Captain Marvel can fly at a speed of 5000 miles per hour. She is flying from New York to Los Angeles, which is a distance of 2500 miles. How long will it take her to fly from New York to Los Angeles?",0.5,1.0,"This question is appropriately leveled for K-8 students as it involves basic division and is within the conceptual range of operations such as speed and time calculation. The context, while fictional, is understandable and engaging for students, and the problem does not contain inappropriate content, grammatical errors, or typos, and it does require a mathematical operation to solve.",
469,Michael Phelps can swim 200 meters in 1 minute. How long will it take him to swim 1000 meters?,5,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, is realistic since it provides factual data about a swimmer's speed, is free from grammar errors and typos, and requires mathematical operations (division or multiplication) to arrive at the final correct answer.",
470,"In a lacrosse game, a player has 3 shots on goal and scores in 2 of them. What is the player's shooting percentage?",66.66666666666666,1.0,"This question is at an appropriate educational level for a K-8 student, requiring knowledge of ratios, division, and percentages, which are typically taught before the end of 8th grade. It also contains appropriate language, is not unrealistic or strange, is free from grammar errors and typos, and requires a mathematical operation to determine the answer.",
471,Mario needs to collect 100 coins to win the game. He collects 10 coins with each jump. How many jumps does Mario need to make to collect all the coins he needs to win?,10,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic within the context of a video game setting, is free from grammar errors and typos, and requires mathematical operations to arrive at the final correct answer.",
472,Harry Potter has 15 chocolate frogs. He eats 3 chocolate frogs each day before going to bed. How many days will his chocolate frogs last?,5,1.0,"This question is written at an appropriate mathematical difficulty for K-8 students, contains appropriate language, is not strange or unrealistic within the context of the fictional Harry Potter universe, is free from grammar errors and typos, and requires basic division—one of the mathematical operations appropriate for students in this age group—to arrive at the final correct answer.",
