,0
76,"
{
  ""question"": ""Super Mario can run 1000 meters in 10 seconds. How many meters can he run in 25 seconds?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It provides a rate of speed for Super Mario and asks for the distance covered in a different amount of time using the same rate.""
}
"
77,"```
{
  'question': 'Batman is 6\' 2"" tall. \nHe was 3\' 7"" tall when he was 5. \nHow many more inches is he now than he was then?',
  'solvability': 1,
  'explanation': 'This question is solvable because it provides both the current height of Batman and his height at age 5. By converting the feet to inches, the difference in height can be calculated, leading to one correct answer.'
}
```"
78,"{
    'question': 'LeBron James has played in 100 games. He has scored 25 points in 20 of those games, 30 points in 30 of those games, and 40 points in 50 of those games. How many points has he scored in total?',
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The total points can be calculated by adding the products of the points scored in each category of games by the number of games in that category.'
}"
79,"{'question': 'A bag of candy has 100 pieces of candy. 20% of them are chocolate. 15% of them are gummies. 10% of them are sour. 5% of them are lollipops. 50% of them are hard candies. How many pieces of candy are not hard candies?', 'solvability': 1, 'explanation': 'The question provides all the needed information to solve the problem by stating the percentage of each type of candy. By summing up the percentages of the chocolate, gummies, sour, and lollipops candies, we can determine the percentage that is not hard candy and then calculate the number of pieces. Additionally, since the question already states that 50% of the candies are hard candies, we can infer that the remaining 50% are not hard candies, thus giving us a clear answer.'}"
80,"
{
  ""question"": ""Iron Man can fly 100 miles per minute. \nHow many miles does he fly in 5 minutes?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the speed (100 miles per minute) by the number of minutes (5), you can find the total distance flown.""
}
"
81,"
{
  ""question"": ""Taylor Swift has 3 albums with 13 songs each. How many songs does she have in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it""
}
"
82,"
{
    ""question"": ""Super Mario has 1000 gold coins. He gives 500 of them to the princess on the first day. On the second day, he gives 200 more to the Toad. How many gold coins does he have left?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It provides an initial amount of gold coins and specifies the exact amounts given away on two occasions.""
}
"
83,"{
    'question': 'A plane can fly 500 miles in 1 hour. How many miles can it fly in 6 hours?',
    'solvability': 1,
    'explanation': 'This question is fundamentally a unitary method problem. It states the distance a plane can fly in a unit of time (1 hour) and asks for the distance it can fly in a different, specific amount of time (6 hours). By multiplying the distance flown in 1 hour by the total number of hours (6), one can arrive at a correct and unique answer. The question contains all the information necessary to solve the problem.'
}"
84,"
{
  ""question"": ""Superman is flying at 300 miles per hour. He has to fly 3,000 miles to get to the location of a meteor shower. How many hours will it take Superman to get to the meteor shower?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The student can divide the total distance (3,000 miles) by the speed (300 miles per hour) to find the time in hours.""
}
"
85,"{
'question': 'A train departs Chicago on time with 100 cars. After 5 minutes, an Amtrak train leaves with 20 more cars than the CSX train. 14 minutes later, a Norfolk-Southern train leaves with twice as many cars as the Amtrak train. What is the maximum number of cars the Norfolk-Southern train can have?',
'solvability': 1,
'explanation': 'The question provides enough information to solve for the maximum number of cars the Norfolk-Southern train can have. It states the CSX train has 100 cars, which means the Amtrak train has 120 cars (20 more than CSX), and therefore the Norfolk-Southern train has twice as many as the Amtrak train, which results in 240 cars (2 times 120). The time of departure for the trains does not affect the number of cars, so it doesn't affect the solvability.' 
}"
86,"
{
  ""question"": ""Power Rangers can morph 10 times in 15 minutes. They morph for 30 minutes each day, 5 days a week. How many times do they morph in a week?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. We can determine the number of morphs per day by doubling the number of morphs possible in 15 minutes, then multiplying that number by 5 to find the total times they morph in a week.""
}
"
87,"
{
  ""question"": ""Iron Man has 12000 dollars. He spent 1000 dollars in the morning, 2000 dollars in the afternoon, and 1000 dollars in the evening. How much money is left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it""
}
"
