,model,question_number,solvability,accuracy,appropriateness,topic,notes,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,solution,answer,topic_y,Unnamed: 0.4,Unnamed: 0.5,text,acc_text
181,mathwell,mathwell_q220,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,827.0,223,Hello Kitty has 12 pencils. She bought 3 more pencils. Her friend gave her 5 more pencils. How many pencils does Hello Kitty have now?,"def solution():
    #Hello Kitty has 12 pencils
    pencils_hello_kitty = 12
    #She bought 3 more pencils
    pencils_bought = 3
    #Her friend gave her 5 more pencils
    pencils_given = 5
    #The answer is
    result = pencils_hello_kitty + pencils_bought + pencils_given
    return result",20.0,Hello Kitty,,,"Question: Hello Kitty has 12 pencils. She bought 3 more pencils. Her friend gave her 5 more pencils. How many pencils does Hello Kitty have now?
Answer: 20.0","Question: Hello Kitty has 12 pencils. She bought 3 more pencils. Her friend gave her 5 more pencils. How many pencils does Hello Kitty have now?
Solution:
def solution():
    #Hello Kitty has 12 pencils
    pencils_hello_kitty = 12
    #She bought 3 more pencils
    pencils_bought = 3
    #Her friend gave her 5 more pencils
    pencils_given = 5
    #The answer is
    result = pencils_hello_kitty + pencils_bought + pencils_given
    return result"
182,mathwell,mathwell_q1037,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,829.0,1075,"100 Fortnite players are in a match. 
25 of them are from the United States. 
15 of them are from Canada. 
10 of them are from the United Kingdom. 
The rest are from other countries. 
How many of them are from other countries?","def solution():
    #100 Fortnite players are in a match
    players_total = 100
    #25 of them are from the United States
    players_us = 25
    #15 of them are from Canada
    players_canada = 15
    #10 of them are from the United Kingdom
    players_uk = 10
    #The rest are from other countries
    players_other = players_total - players_us - players_canada - players_uk
    #The answer is
    result = players_other
    return result",50.0,Fortnite,,,"Question: 100 Fortnite players are in a match. 
25 of them are from the United States. 
15 of them are from Canada. 
10 of them are from the United Kingdom. 
The rest are from other countries. 
How many of them are from other countries?
Answer: 50.0","Question: 100 Fortnite players are in a match. 
25 of them are from the United States. 
15 of them are from Canada. 
10 of them are from the United Kingdom. 
The rest are from other countries. 
How many of them are from other countries?
Solution:
def solution():
    #100 Fortnite players are in a match
    players_total = 100
    #25 of them are from the United States
    players_us = 25
    #15 of them are from Canada
    players_canada = 15
    #10 of them are from the United Kingdom
    players_uk = 10
    #The rest are from other countries
    players_other = players_total - players_us - players_canada - players_uk
    #The answer is
    result = players_other
    return result"
183,mathwell,mathwell_q998,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,830.0,1034,"Thor, the God of Thunder, has 120 thunderbolts. He uses 20 thunderbolts to defeat the Frost Giants. He then uses 30 thunderbolts to defeat the Dark Elves. How many thunderbolts does he have left?","def solution():
    #Thor, the God of Thunder, has 120 thunderbolts
    thunderbolts = 120
    #He uses 20 thunderbolts to defeat the Frost Giants
    thunderbolts_used_frost_giants = 20
    #He then uses 30 thunderbolts to defeat the Dark Elves
    thunderbolts_used_dark_elves = 30
    #The answer is
    result = thunderbolts - thunderbolts_used_frost_giants - thunderbolts_used_dark_elves
    return result",70.0,"Thor, the God of Thunder",,,"Question: Thor, the God of Thunder, has 120 thunderbolts. He uses 20 thunderbolts to defeat the Frost Giants. He then uses 30 thunderbolts to defeat the Dark Elves. How many thunderbolts does he have left?
Answer: 70.0","Question: Thor, the God of Thunder, has 120 thunderbolts. He uses 20 thunderbolts to defeat the Frost Giants. He then uses 30 thunderbolts to defeat the Dark Elves. How many thunderbolts does he have left?
Solution:
def solution():
    #Thor, the God of Thunder, has 120 thunderbolts
    thunderbolts = 120
    #He uses 20 thunderbolts to defeat the Frost Giants
    thunderbolts_used_frost_giants = 20
    #He then uses 30 thunderbolts to defeat the Dark Elves
    thunderbolts_used_dark_elves = 30
    #The answer is
    result = thunderbolts - thunderbolts_used_frost_giants - thunderbolts_used_dark_elves
    return result"
184,mathwell,mathwell_q695,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,833.0,718,"100 unicorns are in a field. 25 of them are pink, 30 of them are purple, and the rest are white. How many white unicorns are in the field?","def solution():
    #Total unicorns
    total_unicorns = 100
    #Pink unicorns
    pink_unicorns = 25
    #Purple unicorns
    purple_unicorns = 30
    #White unicorns
    white_unicorns = total_unicorns - pink_unicorns - purple_unicorns
    return white_unicorns",45.0,unicorns,,,"Question: 100 unicorns are in a field. 25 of them are pink, 30 of them are purple, and the rest are white. How many white unicorns are in the field?
Answer: 45.0","Question: 100 unicorns are in a field. 25 of them are pink, 30 of them are purple, and the rest are white. How many white unicorns are in the field?
Solution:
def solution():
    #Total unicorns
    total_unicorns = 100
    #Pink unicorns
    pink_unicorns = 25
    #Purple unicorns
    purple_unicorns = 30
    #White unicorns
    white_unicorns = total_unicorns - pink_unicorns - purple_unicorns
    return white_unicorns"
185,mathwell,mathwell_q882,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,840.0,912,"Iron Man has 1200 repulsor beams. He used 200 of them on the Hulk, 300 of them on the Abomination, and 100 of them on the Mandarin. How many repulsor beams does he have left?","def solution():
    #Iron Man started with 1200 repulsor beams
    repulsor_beams_initial = 1200
    #He used 200 on the Hulk
    repulsor_beams_hulk = 200
    #He used 300 on the Abomination
    repulsor_beams_abomination = 300
    #He used 100 on the Mandarin
    repulsor_beams_mandarin = 100
    #The answer is
    result = repulsor_beams_initial - repulsor_beams_hulk - repulsor_beams_abomination - repulsor_beams_mandarin
    return result",600.0,Iron Man,,,"Question: Iron Man has 1200 repulsor beams. He used 200 of them on the Hulk, 300 of them on the Abomination, and 100 of them on the Mandarin. How many repulsor beams does he have left?
Answer: 600.0","Question: Iron Man has 1200 repulsor beams. He used 200 of them on the Hulk, 300 of them on the Abomination, and 100 of them on the Mandarin. How many repulsor beams does he have left?
Solution:
def solution():
    #Iron Man started with 1200 repulsor beams
    repulsor_beams_initial = 1200
    #He used 200 on the Hulk
    repulsor_beams_hulk = 200
    #He used 300 on the Abomination
    repulsor_beams_abomination = 300
    #He used 100 on the Mandarin
    repulsor_beams_mandarin = 100
    #The answer is
    result = repulsor_beams_initial - repulsor_beams_hulk - repulsor_beams_abomination - repulsor_beams_mandarin
    return result"
186,mathwell,mathwell_q423,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,855.0,429,"Batman has 120 batarangs. He uses 20 batarangs to fight the Penguin, 30 batarangs to fight the Riddler, and 40 batarangs to fight the Joker. How many batarangs does he have left?","def solution():
    #Batman started with 120 batarangs
    batarangs_initial = 120
    #He used 20 batarangs to fight the Penguin, 30 to fight the Riddler, and 40 to fight the Joker
    batarangs_used_penguin = 20
    batarangs_used_riddler = 30
    batarangs_used_joker = 40
    #The answer is
    result = batarangs_initial - batarangs_used_penguin - batarangs_used_riddler - batarangs_used_joker
    return result",30.0,Batman,,,"Question: Batman has 120 batarangs. He uses 20 batarangs to fight the Penguin, 30 batarangs to fight the Riddler, and 40 batarangs to fight the Joker. How many batarangs does he have left?
Answer: 30.0","Question: Batman has 120 batarangs. He uses 20 batarangs to fight the Penguin, 30 batarangs to fight the Riddler, and 40 batarangs to fight the Joker. How many batarangs does he have left?
Solution:
def solution():
    #Batman started with 120 batarangs
    batarangs_initial = 120
    #He used 20 batarangs to fight the Penguin, 30 to fight the Riddler, and 40 to fight the Joker
    batarangs_used_penguin = 20
    batarangs_used_riddler = 30
    batarangs_used_joker = 40
    #The answer is
    result = batarangs_initial - batarangs_used_penguin - batarangs_used_riddler - batarangs_used_joker
    return result"
187,mathwell,mathwell_q289,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,859.0,294,"Black Panther has 100 vibranium orbs. 25 of them are for healing, 20 of them are for strength, and 10 of them are for both. How many vibranium orbs does Black Panther have for other purposes?","def solution():
    #Black Panther has 100 vibranium orbs
    vibranium_orb_total = 100
    #25 of them are for healing
    vibranium_orb_healing = 25
    #20 of them are for strength
    vibranium_orb_strength = 20
    #10 of them are for both
    vibranium_orb_both = 10
    #The answer is
    result = vibranium_orb_total - vibranium_orb_healing - vibranium_orb_strength + vibranium_orb_both
    return result",65.0,Black Panther,,,"Question: Black Panther has 100 vibranium orbs. 25 of them are for healing, 20 of them are for strength, and 10 of them are for both. How many vibranium orbs does Black Panther have for other purposes?
Answer: 65.0","Question: Black Panther has 100 vibranium orbs. 25 of them are for healing, 20 of them are for strength, and 10 of them are for both. How many vibranium orbs does Black Panther have for other purposes?
Solution:
def solution():
    #Black Panther has 100 vibranium orbs
    vibranium_orb_total = 100
    #25 of them are for healing
    vibranium_orb_healing = 25
    #20 of them are for strength
    vibranium_orb_strength = 20
    #10 of them are for both
    vibranium_orb_both = 10
    #The answer is
    result = vibranium_orb_total - vibranium_orb_healing - vibranium_orb_strength + vibranium_orb_both
    return result"
188,mathwell,mathwell_q101,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,861.0,101,"There are 100 unicorns in a magical forest. 25 of them are pink, 30 of them are blue, and the rest are rainbow. How many unicorns are rainbow?","def solution():
    # total unicorns
    total_unicorns = 100
    # pink unicorns
    pink_unicorns = 25
    # blue unicorns
    blue_unicorns = 30
    # rainbow unicorns
    rainbow_unicorns = total_unicorns - pink_unicorns - blue_unicorns
    return rainbow_unicorns",45.0,unicorns,,,"Question: There are 100 unicorns in a magical forest. 25 of them are pink, 30 of them are blue, and the rest are rainbow. How many unicorns are rainbow?
Answer: 45.0","Question: There are 100 unicorns in a magical forest. 25 of them are pink, 30 of them are blue, and the rest are rainbow. How many unicorns are rainbow?
Solution:
def solution():
    # total unicorns
    total_unicorns = 100
    # pink unicorns
    pink_unicorns = 25
    # blue unicorns
    blue_unicorns = 30
    # rainbow unicorns
    rainbow_unicorns = total_unicorns - pink_unicorns - blue_unicorns
    return rainbow_unicorns"
189,mathwell,mathwell_q631,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,866.0,653,"Harry Potter is in a duel with Draco Malfoy. 

He casts 5 spells at Draco. 

Draco casts 3 spells at Harry. 

How many spells are cast in total?","def solution():
    # Harry casts 5 spells at Draco
    spells_harry = 5
    # Draco casts 3 spells at Harry
    spells_draco = 3
    # The answer is
    result = spells_harry + spells_draco
    return result",8.0,Harry Potter,,,"Question: Harry Potter is in a duel with Draco Malfoy. 

He casts 5 spells at Draco. 

Draco casts 3 spells at Harry. 

How many spells are cast in total?
Answer: 8.0","Question: Harry Potter is in a duel with Draco Malfoy. 

He casts 5 spells at Draco. 

Draco casts 3 spells at Harry. 

How many spells are cast in total?
Solution:
def solution():
    # Harry casts 5 spells at Draco
    spells_harry = 5
    # Draco casts 3 spells at Harry
    spells_draco = 3
    # The answer is
    result = spells_harry + spells_draco
    return result"
190,mathwell,mathwell_q447,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,872.0,453,"LeBron James has 30,000 career points. He has 1,000 more points than the next highest scorer, Kareem Abdul-Jabbar. How many points does Kareem Abdul-Jabbar have?","def solution():
    #LeBron James has 30,000 career points
    lebron_points = 30000
    #He has 1,000 more points than the next highest scorer, Kareem Abdul-Jabbar
    kareem_points = lebron_points - 1000
    #The answer is
    result = kareem_points
    return result",29000.0,LeBron James,,,"Question: LeBron James has 30,000 career points. He has 1,000 more points than the next highest scorer, Kareem Abdul-Jabbar. How many points does Kareem Abdul-Jabbar have?
Answer: 29000.0","Question: LeBron James has 30,000 career points. He has 1,000 more points than the next highest scorer, Kareem Abdul-Jabbar. How many points does Kareem Abdul-Jabbar have?
Solution:
def solution():
    #LeBron James has 30,000 career points
    lebron_points = 30000
    #He has 1,000 more points than the next highest scorer, Kareem Abdul-Jabbar
    kareem_points = lebron_points - 1000
    #The answer is
    result = kareem_points
    return result"
193,mathwell,mathwell_q1231,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,889.0,1280,"Iron Man has 5000 vibranium-enhanced armor plates. 2000 of the plates are in his vault, 1000 of them are in the Avengers' vault, and the rest are in S.H.I.E.L.D.'s vault. How many plates are in S.H.I.E.L.D.'s vault?","def solution():
    #Iron Man has 5000 plates
    plates_total = 5000
    #2000 are in his vault
    plates_vault = 2000
    #1000 are in the Avengers' vault
    plates_avengers_vault = 1000
    #The answer is
    result = plates_total - plates_vault - plates_avengers_vault
    return result",2000.0,Iron Man,,,"Question: Iron Man has 5000 vibranium-enhanced armor plates. 2000 of the plates are in his vault, 1000 of them are in the Avengers' vault, and the rest are in S.H.I.E.L.D.'s vault. How many plates are in S.H.I.E.L.D.'s vault?
Answer: 2000.0","Question: Iron Man has 5000 vibranium-enhanced armor plates. 2000 of the plates are in his vault, 1000 of them are in the Avengers' vault, and the rest are in S.H.I.E.L.D.'s vault. How many plates are in S.H.I.E.L.D.'s vault?
Solution:
def solution():
    #Iron Man has 5000 plates
    plates_total = 5000
    #2000 are in his vault
    plates_vault = 2000
    #1000 are in the Avengers' vault
    plates_avengers_vault = 1000
    #The answer is
    result = plates_total - plates_vault - plates_avengers_vault
    return result"
194,mathwell,mathwell_q963,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,905.0,997,"Captain America has 1000 vibranium shields. 200 of them are in his vault, and the rest are in his armory. How many vibranium shields are in his armory?","def solution():
    #Captain America has 1000 vibranium shields
    vibranium_shields_total = 1000
    #200 of them are in his vault
    vibranium_shields_vault = 200
    #The rest are in his armory. The answer is
    result = vibranium_shields_total - vibranium_shields_vault
    return result",800.0,Captain America,,,"Question: Captain America has 1000 vibranium shields. 200 of them are in his vault, and the rest are in his armory. How many vibranium shields are in his armory?
Answer: 800.0","Question: Captain America has 1000 vibranium shields. 200 of them are in his vault, and the rest are in his armory. How many vibranium shields are in his armory?
Solution:
def solution():
    #Captain America has 1000 vibranium shields
    vibranium_shields_total = 1000
    #200 of them are in his vault
    vibranium_shields_vault = 200
    #The rest are in his armory. The answer is
    result = vibranium_shields_total - vibranium_shields_vault
    return result"
195,mathwell,mathwell_q270,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,916.0,275,A 10-car train is 1200 feet long. A 20-car train is 2400 feet long. How many feet longer is the 20-car train than the 10-car train?,"def solution():
    #The 10-car train is 1200 feet long
    ten_car_train_length = 1200
    #The 20-car train is 2400 feet long
    twenty_car_train_length = 2400
    #The 20-car train is
    result = twenty_car_train_length - ten_car_train_length
    return result",1200.0,trains,,,"Question: A 10-car train is 1200 feet long. A 20-car train is 2400 feet long. How many feet longer is the 20-car train than the 10-car train?
Answer: 1200.0","Question: A 10-car train is 1200 feet long. A 20-car train is 2400 feet long. How many feet longer is the 20-car train than the 10-car train?
Solution:
def solution():
    #The 10-car train is 1200 feet long
    ten_car_train_length = 1200
    #The 20-car train is 2400 feet long
    twenty_car_train_length = 2400
    #The 20-car train is
    result = twenty_car_train_length - ten_car_train_length
    return result"
196,mathwell,mathwell_q625,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,933.0,647,"Barbie has 100 pink heels. 25 of them are 3-inch heels, 50 of them are 4-inch heels, and the rest are 5-inch heels. How many 5-inch heels does Barbie have?","def solution():
    #Barbie has 100 pink heels
    pink_heels = 100
    #25 of them are 3-inch heels
    three_inch_heels = 25
    #50 of them are 4-inch heels
    four_inch_heels = 50
    #The rest are 5-inch heels. The answer is
    five_inch_heels = pink_heels - three_inch_heels - four_inch_heels
    return five_inch_heels",25.0,Barbie,,,"Question: Barbie has 100 pink heels. 25 of them are 3-inch heels, 50 of them are 4-inch heels, and the rest are 5-inch heels. How many 5-inch heels does Barbie have?
Answer: 25.0","Question: Barbie has 100 pink heels. 25 of them are 3-inch heels, 50 of them are 4-inch heels, and the rest are 5-inch heels. How many 5-inch heels does Barbie have?
Solution:
def solution():
    #Barbie has 100 pink heels
    pink_heels = 100
    #25 of them are 3-inch heels
    three_inch_heels = 25
    #50 of them are 4-inch heels
    four_inch_heels = 50
    #The rest are 5-inch heels. The answer is
    five_inch_heels = pink_heels - three_inch_heels - four_inch_heels
    return five_inch_heels"
197,mathwell,mathwell_q330,1,1.0,1.0,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1,,,936.0,335,"A Creeper has 200 health points. A Skeleton has 100 health points. A Zombie has 150 health points. How many health points do 2 Creepers, 3 Skeletons, and 2 Zombies have?","def solution():
    #A Creeper has 200 health points
    creeper_health = 200
    #A Skeleton has 100 health points
    skeleton_health = 100
    #A Zombie has 150 health points
    zombie_health = 150
    #The answer is
    result = 2*creeper_health + 3*skeleton_health + 2*zombie_health
    return result",1000.0,Minecraft,,,"Question: A Creeper has 200 health points. A Skeleton has 100 health points. A Zombie has 150 health points. How many health points do 2 Creepers, 3 Skeletons, and 2 Zombies have?
Answer: 1000.0","Question: A Creeper has 200 health points. A Skeleton has 100 health points. A Zombie has 150 health points. How many health points do 2 Creepers, 3 Skeletons, and 2 Zombies have?
Solution:
def solution():
    #A Creeper has 200 health points
    creeper_health = 200
    #A Skeleton has 100 health points
    skeleton_health = 100
    #A Zombie has 150 health points
    zombie_health = 150
    #The answer is
    result = 2*creeper_health + 3*skeleton_health + 2*zombie_health
    return result"
198,mathwell,mathwell_q400,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,944.0,406,The 49ers have 320 rushing yards. They have 40 more rushing yards than passing yards. How many passing yards do they have?,"def solution():
    #The 49ers have 320 rushing yards
    rushing_yards = 320
    #They have 40 more rushing yards than passing yards
    passing_yards = rushing_yards - 40
    #The answer is
    result = passing_yards
    return result",280.0,football,,,"Question: The 49ers have 320 rushing yards. They have 40 more rushing yards than passing yards. How many passing yards do they have?
Answer: 280.0","Question: The 49ers have 320 rushing yards. They have 40 more rushing yards than passing yards. How many passing yards do they have?
Solution:
def solution():
    #The 49ers have 320 rushing yards
    rushing_yards = 320
    #They have 40 more rushing yards than passing yards
    passing_yards = rushing_yards - 40
    #The answer is
    result = passing_yards
    return result"
199,mathwell,mathwell_q413,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,951.0,419,"Batman has 2000 Batarangs. 
He uses 500 of them in the first month, 300 of them in the second month, and 200 of them in the third month. 
How many Batarangs does he have left?","def solution():
    #Batman has 2000 Batarangs
    batarangs_initial = 2000
    #He uses 500 of them in the first month
    batarangs_first_month = 500
    #He uses 300 of them in the second month
    batarangs_second_month = 300
    #He uses 200 of them in the third month
    batarangs_third_month = 200
    #The answer is
    result = batarangs_initial - batarangs_first_month - batarangs_second_month - batarangs_third_month
    return result",1000.0,Batman,,,"Question: Batman has 2000 Batarangs. 
He uses 500 of them in the first month, 300 of them in the second month, and 200 of them in the third month. 
How many Batarangs does he have left?
Answer: 1000.0","Question: Batman has 2000 Batarangs. 
He uses 500 of them in the first month, 300 of them in the second month, and 200 of them in the third month. 
How many Batarangs does he have left?
Solution:
def solution():
    #Batman has 2000 Batarangs
    batarangs_initial = 2000
    #He uses 500 of them in the first month
    batarangs_first_month = 500
    #He uses 300 of them in the second month
    batarangs_second_month = 300
    #He uses 200 of them in the third month
    batarangs_third_month = 200
    #The answer is
    result = batarangs_initial - batarangs_first_month - batarangs_second_month - batarangs_third_month
    return result"
200,mathwell,mathwell_q850,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,952.0,878,"The cheerleading squad has 200 pom-poms. 100 of the pom-poms are red, 60 of the pom-poms are blue, and the rest are yellow. How many pom-poms are yellow?","def solution():
    #The cheerleading squad has 200 pom-poms
    pom_poms_total = 200
    #100 of the pom-poms are red
    pom_poms_red = 100
    #60 of the pom-poms are blue
    pom_poms_blue = 60
    #The answer is
    result = pom_poms_total - pom_poms_red - pom_poms_blue
    return result",40.0,cheer leading,,,"Question: The cheerleading squad has 200 pom-poms. 100 of the pom-poms are red, 60 of the pom-poms are blue, and the rest are yellow. How many pom-poms are yellow?
Answer: 40.0","Question: The cheerleading squad has 200 pom-poms. 100 of the pom-poms are red, 60 of the pom-poms are blue, and the rest are yellow. How many pom-poms are yellow?
Solution:
def solution():
    #The cheerleading squad has 200 pom-poms
    pom_poms_total = 200
    #100 of the pom-poms are red
    pom_poms_red = 100
    #60 of the pom-poms are blue
    pom_poms_blue = 60
    #The answer is
    result = pom_poms_total - pom_poms_red - pom_poms_blue
    return result"
201,mathwell,mathwell_q503,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,953.0,511,"A bakery bakes 1200 cookies. 

They bake 200 more cookies on Monday, 300 more on Tuesday, and 400 more on Wednesday. 

How many cookies do they have now?","def solution():
    #The bakery bakes 1200 cookies
    cookies_initial = 1200
    #They bake 200 more cookies on Monday
    cookies_baked_monday = 200
    #They bake 300 more on Tuesday
    cookies_baked_tuesday = 300
    #They bake 400 more on Wednesday
    cookies_baked_wednesday = 400
    #The answer is
    result = cookies_initial + cookies_baked_monday + cookies_baked_tuesday + cookies_baked_wednesday
    return result",2100.0,cookies,,,"Question: A bakery bakes 1200 cookies. 

They bake 200 more cookies on Monday, 300 more on Tuesday, and 400 more on Wednesday. 

How many cookies do they have now?
Answer: 2100.0","Question: A bakery bakes 1200 cookies. 

They bake 200 more cookies on Monday, 300 more on Tuesday, and 400 more on Wednesday. 

How many cookies do they have now?
Solution:
def solution():
    #The bakery bakes 1200 cookies
    cookies_initial = 1200
    #They bake 200 more cookies on Monday
    cookies_baked_monday = 200
    #They bake 300 more on Tuesday
    cookies_baked_tuesday = 300
    #They bake 400 more on Wednesday
    cookies_baked_wednesday = 400
    #The answer is
    result = cookies_initial + cookies_baked_monday + cookies_baked_tuesday + cookies_baked_wednesday
    return result"
203,mathwell,mathwell_q707,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,961.0,730,"A candy store has 1000 lollipops. 200 of them are red, 300 of them are green, and the rest are blue. How many of the lollipops are blue?","def solution():
    #Total lollipops
    total_lollipops = 1000
    #Red lollipops
    red_lollipops = 200
    #Green lollipops
    green_lollipops = 300
    #The answer is
    blue_lollipops = total_lollipops - red_lollipops - green_lollipops
    return blue_lollipops",500.0,candy,,,"Question: A candy store has 1000 lollipops. 200 of them are red, 300 of them are green, and the rest are blue. How many of the lollipops are blue?
Answer: 500.0","Question: A candy store has 1000 lollipops. 200 of them are red, 300 of them are green, and the rest are blue. How many of the lollipops are blue?
Solution:
def solution():
    #Total lollipops
    total_lollipops = 1000
    #Red lollipops
    red_lollipops = 200
    #Green lollipops
    green_lollipops = 300
    #The answer is
    blue_lollipops = total_lollipops - red_lollipops - green_lollipops
    return blue_lollipops"
204,mathwell,mathwell_q908,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,963.0,940,"Patrick Mahomes, the NFL superstar, has 3000 passing yards this season. He has 1000 more passing yards than last season. How many passing yards did he have last season?","def solution():
    #Patrick Mahomes has 3000 passing yards this season
    mahomes_passing_yards_this_season = 3000
    #He has 1000 more passing yards than last season
    mahomes_passing_yards_last_season = mahomes_passing_yards_this_season - 1000
    #The answer is
    result = mahomes_passing_yards_last_season
    return result",2000.0,Patrick Mahomes,,,"Question: Patrick Mahomes, the NFL superstar, has 3000 passing yards this season. He has 1000 more passing yards than last season. How many passing yards did he have last season?
Answer: 2000.0","Question: Patrick Mahomes, the NFL superstar, has 3000 passing yards this season. He has 1000 more passing yards than last season. How many passing yards did he have last season?
Solution:
def solution():
    #Patrick Mahomes has 3000 passing yards this season
    mahomes_passing_yards_this_season = 3000
    #He has 1000 more passing yards than last season
    mahomes_passing_yards_last_season = mahomes_passing_yards_this_season - 1000
    #The answer is
    result = mahomes_passing_yards_last_season
    return result"
205,mathwell,mathwell_q733,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,968.0,757,"In the first level of Super Mario, there are 100 coins.  In the second level, there are 200 coins.  In the third level, there are 300 coins.  How many coins are in the first three levels of Super Mario?","def solution():
    #In the first level, there are 100 coins
    coins_first_level = 100
    #In the second level, there are 200 coins
    coins_second_level = 200
    #In the third level, there are 300 coins
    coins_third_level = 300
    #The answer is
    result = coins_first_level + coins_second_level + coins_third_level
    return result",600.0,Super Mario,,,"Question: In the first level of Super Mario, there are 100 coins.  In the second level, there are 200 coins.  In the third level, there are 300 coins.  How many coins are in the first three levels of Super Mario?
Answer: 600.0","Question: In the first level of Super Mario, there are 100 coins.  In the second level, there are 200 coins.  In the third level, there are 300 coins.  How many coins are in the first three levels of Super Mario?
Solution:
def solution():
    #In the first level, there are 100 coins
    coins_first_level = 100
    #In the second level, there are 200 coins
    coins_second_level = 200
    #In the third level, there are 300 coins
    coins_third_level = 300
    #The answer is
    result = coins_first_level + coins_second_level + coins_third_level
    return result"
206,mathwell,mathwell_q136,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,971.0,136,"The Tampa Bay Buccaneers have 22 players on offense, 26 on defense, and 8 on special teams. 

How many players are on the team?","def solution():
    #The Buccaneers have 22 players on offense
    offense_players = 22
    #26 on defense
    defense_players = 26
    #and 8 on special teams
    special_teams_players = 8
    #The answer is
    result = offense_players + defense_players + special_teams_players
    return result",56.0,football,,,"Question: The Tampa Bay Buccaneers have 22 players on offense, 26 on defense, and 8 on special teams. 

How many players are on the team?
Answer: 56.0","Question: The Tampa Bay Buccaneers have 22 players on offense, 26 on defense, and 8 on special teams. 

How many players are on the team?
Solution:
def solution():
    #The Buccaneers have 22 players on offense
    offense_players = 22
    #26 on defense
    defense_players = 26
    #and 8 on special teams
    special_teams_players = 8
    #The answer is
    result = offense_players + defense_players + special_teams_players
    return result"
207,mathwell,mathwell_q1075,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,972.0,1115,"Pikachu has 100 thunderbolts. He uses 20 thunderbolts on Monday, 15 on Tuesday, and 25 on Wednesday. How many thunderbolts does he have left?","def solution():
    # Pikachu started with 100 thunderbolts
    thunderbolts_initial = 100
    # He used 20 on Monday
    thunderbolts_monday = 20
    # 15 on Tuesday
    thunderbolts_tuesday = 15
    # And 25 on Wednesday
    thunderbolts_wednesday = 25
    # The answer is
    result = thunderbolts_initial - thunderbolts_monday - thunderbolts_tuesday - thunderbolts_wednesday
    return result",40.0,Pokémon,,,"Question: Pikachu has 100 thunderbolts. He uses 20 thunderbolts on Monday, 15 on Tuesday, and 25 on Wednesday. How many thunderbolts does he have left?
Answer: 40.0","Question: Pikachu has 100 thunderbolts. He uses 20 thunderbolts on Monday, 15 on Tuesday, and 25 on Wednesday. How many thunderbolts does he have left?
Solution:
def solution():
    # Pikachu started with 100 thunderbolts
    thunderbolts_initial = 100
    # He used 20 on Monday
    thunderbolts_monday = 20
    # 15 on Tuesday
    thunderbolts_tuesday = 15
    # And 25 on Wednesday
    thunderbolts_wednesday = 25
    # The answer is
    result = thunderbolts_initial - thunderbolts_monday - thunderbolts_tuesday - thunderbolts_wednesday
    return result"
