,0,operation,success
75,"### Response: 
Question: A Minecraft player has 1000 blocks of dirt. They use 200 of them to build a house and 300 of them to build a fence. How many blocks of dirt do they have left?
Solution:
def solution():
    #The player has 1000 blocks of dirt
    dirt_blocks = 1000
    #They use 200 of them to build a house
    dirt_blocks_house = 200
    #300 of them to build a fence
    dirt_blocks_fence = 300
    #The answer is
    result = dirt_blocks - dirt_blocks_house - dirt_blocks_fence
    return result",addition,0
76,"### Response: 
Question: 
There are 12 Pikachu, 16 Squirtle, and 14 Charmander. 

How many Pikachu, Squirtle, and Charmander are there in total?
Solution:
def solution():
    #There are 12 Pikachu
    pikachu = 12
    #16 Squirtle
    squirtle = 16
    #and 14 Charmander
    charmander = 14
    #The total is
    result = pikachu + squirtle + charmander
    return result",addition,1
77,"### Response: 
Question: Wonder Woman has 20000 lassos. She buys 10000 more lassos. She then sells 5000 lassos. How many lassos does she have now?
Solution:
def solution():
    #Wonder Woman started with 20000 lassos
    lassos_initial = 20000
    #She buys 10000 more lassos
    lassos_bought = 10000
    #She sells 5000 lassos
    lassos_sold = 5000
    #The answer is
    result = lassos_initial + lassos_bought - lassos_sold
    return result",addition,0
78,"### Response: 
Question:
A dog has 4 paws. A puppy has 3 paws. How many paws do 5 dogs and 3 puppies have in total?

Solution:
def solution():
    # A dog has 4 paws
    paws_per_dog = 4
    # A puppy has 3 paws
    paws_per_puppy = 3
    # 5 dogs
    dogs = 5
    # 3 puppies
    puppies = 3
    # The total paws is
    result = (paws_per_dog * dogs) + (paws_per_puppy * puppies)
    return result

# Uncomment below to call the function and print the result:
# print(solution())",addition,0
79,"### Response: 
Question: 100 unicorns were in the unicorn forest. 25 unicorns left to find a new home. 50 unicorns were born. How many unicorns are in the forest now?

Solution:
def solution():
    #100 unicorns were in the unicorn forest
    unicorns_in_forest = 100
    #25 unicorns left to find a new home
    unicorns_left = 25
    #50 unicorns were born
    unicorns_born = 50
    #The answer is
    result = unicorns_in_forest - unicorns_left + unicorns_born
    return result",addition,0
80,"### Response: 
Question: Captain America is on a mission and has to fight 30 HYDRA agents. He fights 5 of them at a time. How many rounds of fights does he have to do to defeat all of them?
Solution:
def solution():
    # Captain America has to fight 30 HYDRA agents
    hydra_agents = 30
    # He fights 5 of them at a time
    fights_at_a_time = 5
    # The answer is
    result = hydra_agents // fights_at_a_time
    if hydra_agents % fights_at_a_time != 0:
        result += 1
    return result

# Let's call the function and print the result
result = solution()
print(f""Captain America has to do {result} r",addition,0
81,"### Response: 

Question: A swimmer swam 1000 meters in 10 minutes. 

If she swam at the same rate, how many meters would she swim in 20 minutes?
Solution:
def solution():
    #The swimmer swam 1000 meters in 10 minutes
    meters_10_minutes = 1000
    #20 minutes is twice as long as 10 minutes
    time_20_minutes = 2 * 10
    #If she swam at the same rate, she would swim twice as far in 20 minutes
    result = meters_10_minutes * 2
    return result",addition,0
82,"### Response: 

Question: 

Captain Marvel is in a battle. She punches 10 of her enemies, kicks 15 of them, and blasts 20 of them with her energy beams. How many enemies has she defeated in total?

Solution:
def solution():
    #Captain Marvel punches 10 of her enemies
    punches = 10
    #kicks 15 of them
    kicks = 15
    #and blasts 20 of them with her energy beams
    blasts = 20
    #The answer is
    result = punches + kicks + blasts
    return result",addition,1
83,"### Response: 
Question: 
Super Mario has 5000 coins. 
He has 3000 in his piggy bank and 2000 in his wallet. 
How many coins does he have in total?
Solution:
def solution():
    #Super Mario has 5000 coins
    total_coins = 5000
    #He has 3000 in his piggy bank
    coins_in_piggy_bank = 3000
    #He has 2000 in his wallet
    coins_in_wallet = 2000
    #The answer is
    result = coins_in_piggy_bank + coins_in_wallet
    return result",addition,1
84,"### Response: 

Question: 

The cheerleading squad has 12 members. 3 of the members are on the base, 4 of the members are on the back, and 5 of the members are on the top. How many members are in the air?

Solution:

def solution():
    #The cheerleading squad has 12 members
    total_members = 12
    #3 of the members are on the base
    base_members = 3
    #4 of the members are on the back
    back_members = 4
    #5 of the members are on the top
    top_members = 5
    #The answer is
    result = base_members + back_members + top_members
    return result
",addition,1
85,"### Response: 
Question:

Ms. T baked 120 chocolate chip cookies. 

She baked 30 more oatmeal raisin cookies than chocolate chip cookies. 

How many cookies did Ms. T bake in total?
Solution:
def solution():
    # Ms. T baked 120 chocolate chip cookies
    chocolate_chip_cookies = 120
    # She baked 30 more oatmeal raisin cookies than chocolate chip cookies
    oatmeal_raisin_cookies = chocolate_chip_cookies + 30
    # The total number of cookies she baked is
    total_cookies = chocolate_chip_cookies + oatmeal_raisin_cookies
    return total_cookies",addition,0
86,"### Response: 
Question: LeBron James has 3000 points, 1000 rebounds, and 1000 assists. 

How many career stats does he have in total?
Solution:
def solution():
    #LeBron James has 3000 points
    points = 3000
    #1000 rebounds
    rebounds = 1000
    #and 1000 assists
    assists = 1000
    #The answer is
    result = points + rebounds + assists
    return result",addition,1
87,"### Response: 
Question: Thor, the God of Thunder, is in a battle. 

He smashes 100 ice giants with his hammer. 

He then smashes 200 trolls. 

How many enemies has Thor smashed in total?
Solution:
def solution():
    #Thor smashes 100 ice giants
    ice_giants = 100
    #and 200 trolls
    trolls = 200
    #The answer is
    result = ice_giants + trolls
    return result",addition,1
88,"### Response: 
Question: The cheerleading squad has 10 members. 

5 of the members are in 10th grade. 

3 of the members are in 11th grade. 

2 of the members are in 12th grade. 

How many of the members are not in 12th grade?
Solution:
def solution():
    #Total members in the squad
    total_members = 10
    #Members in 10th grade
    members_10th = 5
    #Members in 11th grade
    members_11th = 3
    #Members in 12th grade
    members_12th = 2
    #Members who are not in 12th grade
    result = total_members - members_12th
    return result",addition,0
89,"### Response: 
Question: Ash has 100 Pokémon. He then catches 50 more. How many Pokémon does he have now?
Solution:
def solution():
    #Ash has 100 Pokémon
    pokemon_1 = 100
    #He then catches 50 more
    pokemon_2 = 50
    #The answer is
    result = pokemon_1 + pokemon_2
    return result
print(solution())",addition,1
90,"### Response: 
Question: 
Iron Man has 12 repulsor rays, 16 unibeams, 20 missiles, and 12 flares. 
How many weapons does Iron Man have in total?

Solution:
def solution():
    # Iron Man has 12 repulsor rays
    repulsor_rays = 12
    # 16 unibeams
    unibeams = 16
    # 20 missiles
    missiles = 20
    # and 12 flares
    flares = 12
    # The answer is
    result = repulsor_rays + unibeams + missiles + flares
    return result",addition,1
91,"### Response: 

Question: 
A train is 2000 feet long. 
1000 of those feet are the engine, 500 of those feet are the coal car, and the rest are the passenger cars. 
How many feet of the train are the passenger cars?

Solution:
def solution():
    #The train is 2000 feet long
    train_length = 2000
    #1000 of those feet are the engine
    engine_length = 1000
    #500 of those feet are the coal car
    coal_car_length = 500
    #The answer is
    result = train_length - engine_length - coal_car_length
    return result",addition,0
92,"### Response: 

Question: Serena Williams has 20 Grand Slam singles titles, 16 Grand Slam doubles titles, and 2 Grand Slam mixed doubles titles. 

How many Grand Slam titles does Serena Williams have in total?
Solution:
def solution():
    #Serena Williams has 20 Grand Slam singles titles
    singles_titles = 20
    #16 Grand Slam doubles titles
    doubles_titles = 16
    #2 Grand Slam mixed doubles titles
    mixed_doubles_titles = 2
    #The answer is
    result = singles_titles + doubles_titles + mixed_doubles_titles
    return result",addition,1
93,"### Response: 
Question: Hello Kitty has 4 pencils, 3 notebooks, and 2 erasers. How many school supplies does she have in total?
Solution:
def solution():
    #Hello Kitty has 4 pencils
    pencils = 4
    #3 notebooks
    notebooks = 3
    #and 2 erasers
    erasers = 2
    #The answer is
    result = pencils + notebooks + erasers
    return result",addition,1
94,"### Response: 
Question: 
Taylor Swift has 120 cats. 

She has 30 more cats than dogs. 

How many dogs does she have?
Solution:
def solution():
    #Taylor Swift has 120 cats
    cats = 120
    #She has 30 more cats than dogs
    dogs = cats - 30
    #The answer is
    result = dogs
    return result",addition,0
95,"### Response: 
Question:
Michael Phelps swam 12 laps in the morning. He swam 20 laps in the afternoon. How many laps did he swim in total?
Solution:
def solution():
    # Michael Phelps swam 12 laps in the morning
    laps_morning = 12
    # He swam 20 laps in the afternoon
    laps_afternoon = 20
    # The answer is
    result = laps_morning + laps_afternoon
    return result",addition,1
96,"### Response: 

Question:

A swimmer is in a 100-meter race. He swims the first 50 meters in 20 seconds. He swims the second 50 meters in 30 seconds. How many seconds does it take for him to swim the entire 100 meters?

Solution:

def solution():
    # The swimmer swims the first 50 meters in 20 seconds
    time_50_meters = 20
    # He swims the second 50 meters in 30 seconds
    time_2nd_50_meters = 30
    # The answer is
    result = time_50_meters + time_2nd_50_meters
    return result",addition,1
