,question,solution,answer,topic
1605,A lacrosse team has 12 players. Each player has 2 sticks. How many sticks does the entire team have?,"def solution():
    #A lacrosse team has 12 players
    players = 12
    #Each player has 2 sticks
    sticks_per_player = 2
    #The answer is
    result = players * sticks_per_player
    return result",24,lacrosse
1606,"If a 2-pound box of cookies has 20 cookies, how many cookies are in a 5-pound box?","def solution():
    #A 2-pound box has 20 cookies
    cookies_2_pounds = 20
    #A 5-pound box has
    cookies_5_pounds = (cookies_2_pounds * 5) / 2
    return cookies_5_pounds",50.0,cookies
1607,A sack of 100 oranges weighs 120 pounds. 12 sacks of oranges are shipped to the store. 100 oranges are rotten and are discarded. 30 more oranges are bruised and are also discarded. The remaining oranges are put on the shelves. How many oranges are on the shelves?,"def solution():
    #100 oranges weigh 120 pounds
    oranges_per_sack = 100
    sacks = 12
    #100 oranges are rotten and 30 are bruised
    rotten_oranges = 100
    bruised_oranges = 30
    #The answer is
    result = (oranges_per_sack * sacks) - (rotten_oranges + bruised_oranges)
    return result",1070,unspecified
1608,The Dallas Cowboys are 5-1. The New York Giants are 4-2. The Washington Redskins are 3-3. The Philadelphia Eagles are 2-4. How many more games must the Eagles win than the Cowboys to be as good as the Cowboys?,"def solution():
    #The Eagles' current record
    eagles_record = 2
    #The Cowboys' current record
    cowboys_record = 5
    #The number of games the Eagles must win to be as good as the Cowboys
    games_eagles_must_win = cowboys_record - eagles_record
    return games_eagles_must_win",3,football
1609,"A bakery baked 120 muffins. They sold 25 muffins on Tuesday, 28 muffins on Wednesday, and 32 muffins on Thursday. How many muffins are left?","def solution():
    #The bakery baked 120 muffins
    muffins_baked = 120
    #They sold 25 on Tuesday, 28 on Wednesday, and 32 on Thursday
    muffins_sold_tuesday = 25
    muffins_sold_wednesday = 28
    muffins_sold_thursday = 32
    #The answer is
    result = muffins_baked - muffins_sold_tuesday - muffins_sold_wednesday - muffins_sold_thursday
    return result",35,unspecified
1610,"Serena Williams is a tennis player. She has 12 Grand Slam singles titles, 13 Grand Slam doubles titles, and 2 mixed doubles titles. How many Grand Slam titles does she have in total?","def solution():
    #Serena has 12 Grand Slam singles titles
    singles_titles = 12
    #13 Grand Slam doubles titles
    doubles_titles = 13
    #2 mixed doubles titles
    mixed_doubles_titles = 2
    #The answer is
    result = singles_titles + doubles_titles + mixed_doubles_titles
    return result",27,Serena Williams
1611,"Harry Potter, the famous wizard, has 3000 galleons. He has to spend 500 galleons to buy his books, 200 galleons to buy his robes, and 1000 galleons to buy his wand. How many galleons does he have left?","def solution():
    #Harry Potter started with 3000 galleons
    galleons_initial = 3000
    #He has to spend 500 galleons on books, 200 galleons on robes, and 1000 galleons on his wand
    galleons_spent_books = 500
    galleons_spent_robes = 200
    galleons_spent_wand = 1000
    #The answer is
    result = galleons_initial - galleons_spent_books - galleons_spent_robes - galleons_spent_wand
    return result",1300,Harry Potter
1612,"Steph Curry, the point guard for the Golden State Warriors, is the best 3-point shooter in the NBA. In 2015-2016, he set the record for most 3-pointers in a season with 402. The previous record was 286. How many more 3-pointers did Curry make than the previous record?","def solution():
    #Steph Curry's record
    curry_record = 402
    #Previous record
    previous_record = 286
    #The answer is
    result = curry_record - previous_record
    return result",116,Steph Curry
1613,"The airport has 120 planes. 50% of the planes are for international flights, 30% of the planes are for domestic flights, and the rest are for charter flights. How many planes are for charter flights?","def solution():
    #The airport has 120 planes
    planes_total = 120
    #50% of the planes are for international flights
    international_planes = planes_total * 0.50
    #30% of the planes are for domestic flights
    domestic_planes = planes_total * 0.30
    #The rest are for charter flights
    charter_planes = planes_total - international_planes - domestic_planes
    #The answer is
    result = charter_planes
    return result",24.0,planes
1614,5000 people were at a rally. 1000 more people arrived at 11:00 AM. 2000 more people arrived at 12:00 PM. 3000 more people arrived at 1:00 PM. How many people were at the rally at 1:00 PM?,"def solution():
    #Initially, there were 5000 people at the rally
    people_initial = 5000
    #1000 more people arrived at 11:00 AM
    people_11am = 1000
    #2000 more people arrived at 12:00 PM
    people_12pm = 2000
    #3000 more people arrived at 1:00 PM
    people_1pm = 3000
    #The answer is
    result = people_initial + people_11am + people_12pm + people_1pm
    return result",11000,unspecified
1615,Barbie has 320.00. She spent 120.00 on a new car and 40.00 on a new house. How much money does she have left?,"def solution():
    #Barbie started with 320.00
    money_initial = 320.00
    #She spent 120.00 on a new car
    car_cost = 120.00
    #She spent 40.00 on a new house
    house_cost = 40.00
    #The answer is
    result = money_initial - car_cost - house_cost
    return result",160.0,Barbie
1616,"1000 Hello Kitty toys are to be shipped to the warehouse. 200 of them are pink, 300 of them are blue, and the rest are white. How many of the toys are white?","def solution():
    #Total toys
    total_toys = 1000
    #Pink toys
    pink_toys = 200
    #Blue toys
    blue_toys = 300
    #White toys are the rest
    white_toys = total_toys - pink_toys - blue_toys
    return white_toys",500,Hello Kitty
1617,120 Pokémon are needed to fill a Pokédex. A Pokédex is 80% full. How many more Pokémon are needed to complete the Pokédex?,"def solution():
    #A Pokédex is 80% full
    dex_percentage_full = 0.80
    #A Pokédex can hold 120 Pokémon
    dex_capacity = 120
    #The number of Pokémon in the dex is
    pokemon_in_dex = dex_capacity * dex_percentage_full
    #The number of Pokémon needed to complete the dex is
    pokemon_needed = dex_capacity - pokemon_in_dex
    #The answer is
    result = pokemon_needed
    return result",24.0,Pokémon
1618,"1000 people lined up to buy ice cream. 600 of them bought a scoop of ice cream, 200 of them bought two scoops, and 100 of them bought three scoops. 100 people left the line. How many people bought ice cream?","def solution():
    #1000 people lined up
    people_lined_up = 1000
    #600 of them bought a scoop of ice cream
    scoop_1 = 600
    #200 of them bought two scoops
    scoop_2 = 200
    #100 of them bought three scoops
    scoop_3 = 100
    #100 people left the line
    people_left = 100
    #The answer is
    result = people_lined_up - people_left
    return result",900,ice cream
1619,Barbie has 300 pink Lego bricks. She has 100 more pink Lego bricks than she has blue Lego bricks. How many Lego bricks does Barbie have in total?,"def solution():
    #Barbie has 300 pink Lego bricks
    pink_lego_bricks = 300
    #She has 100 more pink Lego bricks than she has blue Lego bricks
    blue_lego_bricks = pink_lego_bricks - 100
    #The answer is
    result = pink_lego_bricks + blue_lego_bricks
    return result",500,Barbie
1620,LeBron James has 5000 points. He is 3000 points away from the all-time scoring record. He scores 300 points per game for 5 games. How many more points does he need to break the all-time scoring record?,"def solution():
    #LeBron James has 5000 points
    points_lebron = 5000
    #He is 3000 points away from the all-time scoring record
    points_needed = 3000
    #He scores 300 points per game for 5 games
    points_per_game = 300
    games = 5
    #He scores
    points_scored = points_per_game * games
    #The answer is
    result = points_needed - points_scored
    return result",1500,LeBron James
1621,"There are 4 Ninja Turtles. 2 of them are wearing red, 1 is wearing blue, and 1 is wearing yellow. 
How many more turtles are wearing red than yellow?","def solution():
    #There are 4 Ninja Turtles
    turtles = 4
    #2 of them are wearing red, 1 is wearing blue, and 1 is wearing yellow
    red_turtles = 2
    blue_turtles = 1
    yellow_turtles = 1
    #How many more turtles are wearing red than yellow?
    result = red_turtles - yellow_turtles
    return result",1,Ninja Turtles
1622,Thor has 3000 Asgardian dollars. He exchanges 1000 of them for 1200 Midgardian dollars. He then spends 200 Midgardian dollars. How many Midgardian dollars does he have left?,"def solution():
    #Thor started with 3000 Asgardian dollars
    asgardian_dollars = 3000
    #He exchanged 1000 of them for 1200 Midgardian dollars
    asgardian_dollars_exchanged = 1000
    midgardian_dollars_exchanged = 1200
    #He then spent 200 Midgardian dollars
    midgardian_dollars_spent = 200
    #The answer is
    result = midgardian_dollars_exchanged - midgardian_dollars_spent
    return result",1000,Thor
1623,350 people have registered for a 10-day yoga retreat. 10 of them dropped out. 20 more people registered. 15 of the attendees are men. How many women are attending the yoga retreat?,"def solution():
    #350 people registered
    people_registered = 350
    #10 of them dropped out
    people_dropped = 10
    #20 more people registered
    people_registered_later = 20
    #15 of the attendees are men
    men_attendees = 15
    #The answer is
    women_attendees = (people_registered - people_dropped + people_registered_later) - men_attendees
    return women_attendees",345,unspecified
1624,"A pizzeria sells 12-inch and 16-inch pizzas. A 12-inch pizza has 6 slices, and a 16-inch pizza has 12 slices. How many slices of pizza do you get if you buy 2 12-inch pizzas and 1 16-inch pizza?","def solution():
    #A 12-inch pizza has 6 slices
    slices_12_inch = 6
    #A 16-inch pizza has 12 slices
    slices_16_inch = 12
    #You buy 2 12-inch pizzas and 1 16-inch pizza
    pizzas_12_inch = 2
    pizzas_16_inch = 1
    #The answer is
    result = pizzas_12_inch * slices_12_inch + pizzas_16_inch * slices_16_inch
    return result",24,unspecified
1625,"In a 24-hour period, Captain America can punch 1200 times. 
How many punches does he throw in a 30-day period?","# 1 day is 24 hours, so 30 days is 30*24 hours
# Captain America can punch 1200 times in 24 hours, so in 30*24 hours he can punch 1200*30*24 times

def solution():
    punches_per_day = 1200
    days = 30
    punches = punches_per_day * days
    return punches",36000,Captain America
1626,"A field hockey team has 15 players. The team has 3 goalies, 5 defenders, and the rest are forwards. How many forwards are on the team?","def solution():
    #Total players in the team
    total_players = 15
    #Goalies and defenders
    goalies = 3
    defenders = 5
    #Forwards are the rest of the players
    forwards = total_players - goalies - defenders
    return forwards",7,field hockey
1627,Iron Man has 1000000000 (one billion) dollars. He spends 100000000 (one hundred million) on a new AI. He then spends 10000000 (one hundred million) on a new suit. How much money does he have left?,"def solution():
    #Iron Man started with 1000000000 (one billion) dollars
    money_initial = 1000000000
    #He spent 100000000 (one hundred million) on a new AI
    ai_cost = 100000000
    #He then spent 10000000 (one hundred million) on a new suit
    suit_cost = 10000000
    #The answer is
    result = money_initial - ai_cost - suit_cost
    return result",890000000,Iron Man
1628,11 field hockey players and 12 soccer players are on a field. 2 soccer players and 3 field hockey players leave. How many athletes remain on the field?,"def solution():
    #There were 11 field hockey players and 12 soccer players
    field_hockey_players_initial = 11
    soccer_players_initial = 12
    #2 soccer players and 3 field hockey players leave
    soccer_players_leave = 2
    field_hockey_players_leave = 3
    #The answer is
    result = (field_hockey_players_initial - field_hockey_players_leave) + (soccer_players_initial - soccer_players_leave)
    return result",18,field hockey
1629,1864 was a leap year. How many leap years were there between 1864 and 2020?,"def solution():
    #1864 was a leap year.
    #2020 is the 56th year after 1864.
    #2020 is not a leap year.
    #2016, 2008, 2004, 2000, 1996, 1992, 1988, 1984, 1980, 1976, 1972, 1968, 1964, 1960 are leap years.
    #There are 13 leap years between 1864 and 2020.
    leap_years = 13
    return leap_years",13,unspecified
1630,"A bakery bakes 120 cakes. They sell 1/3 of the cakes in the morning, 1/2 of the remaining cakes in the afternoon, and the rest in the evening. How many cakes were sold in the evening?","def solution():
    #The bakery baked 120 cakes
    cakes_baked = 120
    #They sold 1/3 in the morning
    cakes_sold_morning = cakes_baked / 3
    #The remaining cakes
    cakes_remaining = cakes_baked - cakes_sold_morning
    #They sold 1/2 of the remaining cakes in the afternoon
    cakes_sold_afternoon = cakes_remaining / 2
    #The cakes sold in the evening is
    cakes_sold_evening = cakes_remaining - cakes_sold_afternoon
    #The answer is
    result = cakes_sold_evening
    return result",40.0,unspecified
1631,12000 people live in a small town. 1/3 of the people are under 18. 1/2 of the remaining adults are women. 1/4 of the women are over 60. How many women over 60 are there?,"def solution():
    #Total population
    total_population = 12000
    #1/3 of the people are under 18
    under_18 = total_population / 3
    #1/2 of the remaining adults are women
    remaining_adults = total_population - under_18
    women = remaining_adults / 2
    #1/4 of the women are over 60
    over_60 = women / 4
    #The answer is
    result = over_60
    return result",1000.0,unspecified
1632,Captain America is in a battle. He is fighting 20 enemies. He defeats 2/5 of the enemies. How many enemies are left?,"def solution():
    #Captain America is fighting 20 enemies
    enemies = 20
    #He defeats 2/5 of the enemies
    defeated_enemies = 2/5 * enemies
    #The answer is
    result = enemies - defeated_enemies
    return result",12.0,Captain America
1633,"A pond has 25000 frog eggs. 1/2 of the frog eggs hatched, and 1/2 of the hatched tadpoles grew into frogs. 2000 of the frogs left the pond. How many frogs are left in the pond?","def solution():
    #There were 25000 frog eggs
    frog_eggs = 25000
    #Half of the frog eggs hatched
    hatched_tadpoles = frog_eggs / 2
    #Half of the hatched tadpoles grew into frogs
    frogs = hatched_tadpoles / 2
    #2000 of the frogs left the pond
    frogs_left = 2000
    #The answer is
    result = frogs - frogs_left
    return result",4250.0,unspecified
1634,"The Ninja Turtles are a team of 4 turtles. 2 turtles are in the sewer, 1 is in the dojo, and 1 is in the lair. How many turtles are not in the sewer?","def solution():
    #The total number of turtles
    total_turtles = 4
    #The number of turtles in the sewer
    turtles_in_sewer = 2
    #The number of turtles in the dojo
    turtles_in_dojo = 1
    #The number of turtles in the lair
    turtles_in_lair = 1
    #The number of turtles not in the sewer is
    turtles_not_in_sewer = total_turtles - turtles_in_sewer
    return turtles_not_in_sewer",2,Ninja Turtles
1635,"A BMW 325i has 4 doors, a BMW 330i has 2 doors, and a BMW 335i has 4 doors. How many doors, in total, are there in a parking lot with 10 BMW 325i, 12 BMW 330i, and 15 BMW 335i?","def solution():
    #A BMW 325i has 4 doors, a BMW 330i has 2 doors, and a BMW 335i has 4 doors.
    #There are 10 BMW 325i, 12 BMW 330i, and 15 BMW 335i.
    #The answer is
    result = (4*10) + (2*12) + (4*15)
    return result",124,cars
1636,"12 unicorns are grazing in a meadow. 5 of the unicorns are pink, 4 of the unicorns are purple, and the rest are white. How many white unicorns are there?","def solution():
    #Total unicorns
    total_unicorns = 12
    #Pink unicorns
    pink_unicorns = 5
    #Purple unicorns
    purple_unicorns = 4
    #White unicorns
    white_unicorns = total_unicorns - pink_unicorns - purple_unicorns
    return white_unicorns",3,unicorns
1637,"Tad can swim 12 laps per hour. If he swims 2 hours a day for 5 days, how many laps does he swim?","def solution():
    #Tad can swim 12 laps per hour
    laps_per_hour = 12
    #He swims 2 hours a day
    hours_per_day = 2
    #For 5 days
    days = 5
    #The answer is
    result = laps_per_hour * hours_per_day * days
    return result",120,swimming
1638,Patrick Mahomes has 1200 passing yards. He gains 300 yards per game for the next 4 games. How many passing yards does he have now?,"def solution():
    #Patrick Mahomes started with 1200 passing yards
    passing_yards_initial = 1200
    #He gains 300 yards per game for the next 4 games
    yards_per_game = 300
    #There are 4 games
    num_games = 4
    #He gained
    yards_gained = yards_per_game * num_games
    #The answer is
    result = passing_yards_initial + yards_gained
    return result",2400,Patrick Mahomes
1639,"200 cars are in a parking lot. 50 of them are Hondas, 60 are Toyotas, 70 are Nissans, and the rest are Fords. How many Fords are in the parking lot?","def solution():
    #200 cars are in a parking lot
    cars_total = 200
    #50 of them are Hondas
    hondas = 50
    #60 are Toyotas
    toyotas = 60
    #70 are Nissans
    nissans = 70
    #The rest are Fords. The answer is
    fords = cars_total - hondas - toyotas - nissans
    return fords",20,cars
1640,Superman can fly 1000 miles in 2 hours. How many miles can he fly in 10 hours?,"def solution():
    #Superman can fly 1000 miles in 2 hours
    miles_flown_2_hours = 1000
    #The answer is
    result = miles_flown_2_hours * 5
    return result",5000,Superman
1641,4000 planes are at an airport. 1500 of them are propeller planes. 1000 of them are drones. 500 of them are seaplanes. The rest are hot air balloons. How many hot air balloons are there?,"def solution():
    #4000 planes are at an airport
    total_planes = 4000
    #1500 of them are propeller planes
    propeller_planes = 1500
    #1000 of them are drones
    drones = 1000
    #500 of them are seaplanes
    seaplanes = 500
    #The rest are hot air balloons
    hot_air_balloons = total_planes - propeller_planes - drones - seaplanes
    return hot_air_balloons",1000,planes
1642,Captain Marvel has 12 Infinity Stones. She has to give 3 of them to Thor and 4 of them to Iron Man. How many Infinity Stones does she have left?,"def solution():
    #Captain Marvel started with 12 Infinity Stones
    infinity_stones_initial = 12
    #She gave 3 to Thor
    infinity_stones_given_to_thor = 3
    #She gave 4 to Iron Man
    infinity_stones_given_to_iron_man = 4
    #The answer is
    result = infinity_stones_initial - infinity_stones_given_to_thor - infinity_stones_given_to_iron_man
    return result",5,Captain Marvel
1643,"Barbie has 450.00. She spends $150.00 on a new couch, $100.00 on a new TV, and $50.00 on a new sound system. How much money does she have left?","def solution():
    #Barbie started with $450
    money_initial = 450
    #She spent $150 on a couch
    couch_cost = 150
    #$100 on a TV
    tv_cost = 100
    #And $50 on a sound system
    sound_system_cost = 50
    #The answer is
    result = money_initial - couch_cost - tv_cost - sound_system_cost
    return result",150,Barbie
1644,"Wonder Woman can punch 100 times a minute. 
How many punches does she throw in 5 minutes?","def solution():
    #Wonder Woman punches 100 times a minute
    punches_per_minute = 100
    #She punches for 5 minutes
    minutes = 5
    #The answer is
    result = punches_per_minute * minutes
    return result",500,Wonder Woman
1645,"A volleyball team is 12 players. 5 of the players are from the 11th grade, 5 are from the 12th grade, and the rest are from the 10th grade. How many players are from the 10th grade?","def solution():
    #Total number of players
    total_players = 12
    #Number of 11th graders
    eleventh_graders = 5
    #Number of 12th graders
    twelfth_graders = 5
    #Number of 10th graders is
    tenth_graders = total_players - eleventh_graders - twelfth_graders
    return tenth_graders",2,volleyball
1646,"The Beverly Hills High School cheerleading squad has 12 members. 3 of the members are sophomores, 5 are juniors, and 4 are seniors. How many freshmen are on the cheerleading squad?","def solution():
    #The Beverly Hills High School cheerleading squad has 12 members
    total_members = 12
    #3 of the members are sophomores, 5 are juniors, and 4 are seniors
    sophomores = 3
    juniors = 5
    seniors = 4
    #The answer is
    result = total_members - sophomores - juniors - seniors
    return result",0,cheer leading
1647,"A baker has 1000 cookies. He sells 500 of them on the first day. On the second day, he sells 200 more. How many cookies does he have left?","def solution():
    #The baker started with 1000 cookies
    cookies_initial = 1000
    #He sold 500 on the first day
    cookies_sold_first_day = 500
    #He sold 200 more on the second day
    cookies_sold_second_day = 200
    #The answer is
    result = cookies_initial - cookies_sold_first_day - cookies_sold_second_day
    return result",300,cookies
1648,A soccer team has 11 players. 3 of the players are goalies. 5 of the players are defenders. 2 of the players are midfielders. The rest of the players are forwards. How many forwards are on the team?,"def solution():
    #Total players on a soccer team
    total_players = 11
    #Number of goalies
    goalies = 3
    #Number of defenders
    defenders = 5
    #Number of midfielders
    midfielders = 2
    #The rest of the players are forwards.
    #The number of forwards is
    forwards = total_players - goalies - defenders - midfielders
    return forwards",1,soccer
1649,The Cincinnati Bengals have 45 players on their roster. 10 of the players are on the injured list. 3 of the players are in the concussion protocol. 2 of the players are suspended. How many players are available to play?,"def solution():
    #Total number of players
    total_players = 45
    #Players on the injured list
    injured_players = 10
    #Players in the concussion protocol
    concussion_players = 3
    #Players suspended
    suspended_players = 2
    #Players available to play
    available_players = total_players - injured_players - concussion_players - suspended_players
    return available_players",30,football
1650,"Naruto ate 20 ramen noodles on Tuesday. On Wednesday, he ate 2 more than he did on Tuesday. How many ramen noodles did Naruto eat on Tuesday and Wednesday?","def solution():
    #Naruto ate 20 ramen noodles on Tuesday
    ramen_tuesday = 20
    #On Wednesday, he ate 2 more than he did on Tuesday
    ramen_wednesday = ramen_tuesday + 2
    #The answer is
    result = ramen_tuesday + ramen_wednesday
    return result",42,Naruto
1651,"Batman has 39 gadgets. He used 7 on Monday, 12 on Tuesday, and 14 on Wednesday. How many gadgets does he have left?","def solution():
    #Batman started with 39 gadgets
    gadgets_initial = 39
    #He used 7 on Monday, 12 on Tuesday, and 14 on Wednesday
    gadgets_used_monday = 7
    gadgets_used_tuesday = 12
    gadgets_used_wednesday = 14
    #The answer is
    result = gadgets_initial - gadgets_used_monday - gadgets_used_tuesday - gadgets_used_wednesday
    return result",6,Batman
1652,"4000 planes were used in the D-Day invasion of Normandy. 2000 of the planes were fighters, 1500 were bombers, and the rest were transports. How many transports were there?","def solution():
    #Total number of planes
    total_planes = 4000
    #Number of fighters
    fighters = 2000
    #Number of bombers
    bombers = 1500
    #Number of transports is the total number of planes minus the number of fighters and bombers
    transports = total_planes - fighters - bombers
    return transports",500,planes
1653,"A volleyball team has 12 players. 4 of the players are 15 years old, 5 of the players are 16, and 3 of the players are 17. How many years old is the average player on the team?","def solution():
    #Number of players
    total_players = 12
    #Number of players of each age
    players_15 = 4
    players_16 = 5
    players_17 = 3
    #The answer is
    result = (players_15 * 15 + players_16 * 16 + players_17 * 17) / total_players
    return result",15.916666666666666,volleyball
1654,"There are 325 cones of ice cream in a freezer. 150 of the cones are vanilla, 75 are chocolate, and the rest are strawberry. How many strawberry cones of ice cream are there?","def solution():
    #Total cones
    total_cones = 325
    #Vanilla cones
    vanilla_cones = 150
    #Chocolate cones
    chocolate_cones = 75
    #Strawberry cones
    strawberry_cones = total_cones - vanilla_cones - chocolate_cones
    return strawberry_cones",100,ice cream
1655,"In the first book, Harry Potter and the Philosopher's Stone, there are 17 Quidditch fouls. In the second book, Harry Potter and the Chamber of Secrets, there are 25. In the third book, Harry Potter and the Prisoner of Azkaban, there are 33. How many Quidditch fouls are there in the first three books?","def solution():
    #There were 17 Quidditch fouls in the first book
    fouls_book1 = 17
    #25 in the second book
    fouls_book2 = 25
    #33 in the third book
    fouls_book3 = 33
    #The answer is
    result = fouls_book1 + fouls_book2 + fouls_book3
    return result",75,Harry Potter
1656,The T-Rex weighs 6000 pounds. The Brachiosaurus weighs 10000 pounds. The T-Rex is 2/3 as heavy as the Brachiosaurus. How many pounds is the T-Rex?,"def solution():
    #The Brachiosaurus weighs 10000 pounds
    brachiosaurus_weight = 10000
    #The T-Rex is 2/3 as heavy as the Brachiosaurus
    t_rex_weight = (2/3) * brachiosaurus_weight
    #The answer is
    result = t_rex_weight
    return result",6666.666666666666,dinosaurs
1657,Barbie has 25 pink outfits. She has 15 more blue outfits than pink outfits. She has 50% more green outfits than blue outfits. How many outfits does Barbie have in total?,"def solution():
    #Barbie has 25 pink outfits
    pink_outfits = 25
    #She has 15 more blue outfits than pink outfits
    blue_outfits = pink_outfits + 15
    #She has 50% more green outfits than blue outfits
    green_outfits = blue_outfits + blue_outfits * 0.5
    #The answer is
    result = pink_outfits + blue_outfits + green_outfits
    return result",125.0,Barbie
1658,"Batman has 42 gadgets. He used 21 of them on Monday, 12 of them on Tuesday, and 8 of them on Wednesday. How many gadgets does he have left?","def solution():
    #Batman started with 42 gadgets
    gadgets_initial = 42
    #He used 21 on Monday, 12 on Tuesday, and 8 on Wednesday
    gadgets_used_monday = 21
    gadgets_used_tuesday = 12
    gadgets_used_wednesday = 8
    #The answer is
    result = gadgets_initial - gadgets_used_monday - gadgets_used_tuesday - gadgets_used_wednesday
    return result",1,Batman
1659,"There are 120 Pokémon in the Kanto region. 40% of them are Grass-type, 20% are Fire-type, 20% are Water-type, and the rest are Electric-type. How many Electric-type Pokémon are there?","def solution():
    #Total number of Pokémon
    total_pokemon = 120
    #Percentage of Grass-type, Fire-type, and Water-type Pokémon
    grass_type_pokemon = 0.40 * total_pokemon
    fire_type_pokemon = 0.20 * total_pokemon
    water_type_pokemon = 0.20 * total_pokemon
    #The rest are Electric-type
    electric_type_pokemon = total_pokemon - grass_type_pokemon - fire_type_pokemon - water_type_pokemon
    #The answer is
    result = electric_type_pokemon
    return result",24.0,Pokémon
1660,"Betsy and her 4 friends ate 111 cookies. If they each ate the same number of cookies, how many cookies did each of them eat?","def solution():
    #Total cookies eaten
    total_cookies = 111
    #Number of people
    people = 5
    #Cookies eaten by each person
    cookies_per_person = total_cookies / people
    return cookies_per_person",22.2,cookies
1661,1200 cars are in a parking lot. 100 more cars come in. 200 cars leave. How many cars are in the parking lot now?,"def solution():
    #There were 1200 cars in the parking lot
    cars_initial = 1200
    #100 more cars came in
    cars_came_in = 100
    #200 cars left
    cars_left = 200
    #The answer is
    result = cars_initial + cars_came_in - cars_left
    return result",1100,cars
1662,1200 people attended a rally. 300 of them were from out of state. 200 of the in-state attendees were from the city of origin. How many in-state attendees were from other cities?,"def solution():
    #1200 people attended the rally
    total_attendees = 1200
    #300 of them were from out of state
    out_of_state_attendees = 300
    #200 of the in-state attendees were from the city of origin
    in_state_city_of_origin = 200
    #The in-state attendees from other cities are
    in_state_other_cities = total_attendees - out_of_state_attendees - in_state_city_of_origin
    return in_state_other_cities",700,unspecified
1663,"The bakery made 200 doughnuts on Tuesday. On Wednesday, they made 200 more. On Thursday, they made 50% more doughnuts than on Tuesday. How many doughnuts did they make in total?","def solution():
    #They made 200 doughnuts on Tuesday
    doughnuts_tuesday = 200
    #200 more on Wednesday
    doughnuts_wednesday = 200
    #50% more on Thursday
    doughnuts_thursday = doughnuts_tuesday * 1.5
    #The answer is
    result = doughnuts_tuesday + doughnuts_wednesday + doughnuts_thursday
    return result",700.0,unspecified
1664,Captain America has 3000 vibranium shields. He was in a battle with the HYDRA and lost 1/10 of the vibranium shields. How many vibranium shields does he have left?,"def solution():
    #Captain America started with 3000 vibranium shields
    vibranium_shields_initial = 3000
    #He lost 1/10 of the vibranium shields
    vibranium_shields_lost = vibranium_shields_initial / 10
    #The answer is
    result = vibranium_shields_initial - vibranium_shields_lost
    return result",2700.0,Captain America
1665,12000 people live in a small town. 10% of the people in the town are unemployed. 40% of the unemployed people are men. How many unemployed men are in the town?,"def solution():
    #Total population of the town
    total_population = 12000
    #Percentage of unemployed people
    unemployed_percentage = 10
    #Percentage of unemployed men
    unemployed_men_percentage = 40
    #Calculate the number of unemployed men
    unemployed_men = (unemployed_percentage / 100) * total_population * (unemployed_men_percentage / 100)
    return unemployed_men",480.0,unspecified
1666,"A trainer has 200 Poké Balls. They used 50 Poké Balls to catch Pokémon on Monday, 30 on Tuesday, and 20 on Wednesday. How many Poké Balls do they have left?","def solution():
    #The trainer started with 200 Poké Balls
    poke_balls_initial = 200
    #They used 50 on Monday
    poke_balls_used_monday = 50
    #30 on Tuesday
    poke_balls_used_tuesday = 30
    #And 20 on Wednesday
    poke_balls_used_wednesday = 20
    #The answer is
    result = poke_balls_initial - poke_balls_used_monday - poke_balls_used_tuesday - poke_balls_used_wednesday
    return result",100,Pokémon
1667,"Taylor Swift has 200 concert tickets. 75 of the tickets are for the front row, 45 of the tickets are for the second row, and the rest of the tickets are for the third row. How many tickets are for the third row?","def solution():
    #Taylor Swift has 200 concert tickets
    total_tickets = 200
    #75 of the tickets are for the front row
    front_row_tickets = 75
    #45 of the tickets are for the second row
    second_row_tickets = 45
    #The rest of the tickets are for the third row
    third_row_tickets = total_tickets - front_row_tickets - second_row_tickets
    return third_row_tickets",80,Taylor Swift
1668,1000 planes left the airport. 200 of them were passenger planes. 300 of them were military planes. 50 of them were cargo planes. The rest were private planes. How many were private planes?,"def solution():
    #Total number of planes
    total_planes = 1000
    #Number of passenger planes
    passenger_planes = 200
    #Number of military planes
    military_planes = 300
    #Number of cargo planes
    cargo_planes = 50
    #Number of private planes is
    private_planes = total_planes - passenger_planes - military_planes - cargo_planes
    return private_planes",450,planes
1669,Lily baked 100 cookies. She ate 10. She gave 20 to her friends. She put 30 in the freezer. How many cookies does she have left?,"def solution():
    #Lily started with 100 cookies
    cookies_initial = 100
    #She ate 10
    cookies_eaten = 10
    #She gave 20 to her friends
    cookies_given = 20
    #She put 30 in the freezer
    cookies_frozen = 30
    #The answer is
    result = cookies_initial - cookies_eaten - cookies_given - cookies_frozen
    return result",40,cookies
1670,A 10-car train is 1200 feet long. A 15-car train is 1800 feet long. How many feet of track does a 20-car train need?,"def solution():
    #10-car train is 1200 feet long
    train_10_car = 1200
    #15-car train is 1800 feet long
    train_15_car = 1800
    #20-car train will be
    train_20_car = (1800 - 1200) / (15 - 10) * 20
    return train_20_car",2400.0,trains
1671,"A pizza has 4 slices. 2 of the slices have pepperoni, 1 has mushrooms, and 1 has both. How many slices have toppings?","def solution():
    #A pizza has 4 slices
    slices = 4
    #2 slices have pepperoni
    pepperoni = 2
    #1 slice has mushrooms
    mushrooms = 1
    #1 slice has both
    both = 1
    #The answer is
    result = pepperoni + mushrooms + both
    return result",4,pizza
